"gene_id","scer_gene_name","functional_category","category_order","name_raw","desc_raw"
"YGL102C","YGL102C","Unknown",12,"YGL102C              UNKNOWN                                 UNKNOWN                                 S0003070","UNKNOWN S0003070"
"YGL111W","YGL111W","Unknown",12,"YGL111W              UNKNOWN                                 UNKNOWN                                 S0003079","UNKNOWN S0003079"
"YGL121C","YGL121C","Unknown",12,"YGL121C              UNKNOWN                                 UNKNOWN                                 S0003089","UNKNOWN S0003089"
"YNL160W","YGP1","Unknown",12,"YNL160W   YGP1       DIAUXIC SHIFT                           UNKNOWN; RESPONSE TO NUTRIENT LIMITATIONS0005104","DIAUXIC SHIFT UNKNOWN; RESPONSE TO NUTRIENT LIMITATIONS0005104"
"YGR043C","YGR043C","Unknown",12,"YGR043C              UNKNOWN                                 UNKNOWN; SIMILAR TO TAL1P               S0003275","UNKNOWN; SIMILAR TO TAL1P S0003275"
"YGR054W","YGR054W","Unknown",12,"YGR054W              UNKNOWN                                 UNKNOWN; SIMILAR TO C. ELEGANS C14B9.6 PS0003286","UNKNOWN; SIMILAR TO C. ELEGANS C14B9.6 PS0003286"
"YGR081C","YGR081C","Unknown",12,"YGR081C              UNKNOWN                                 UNKNOWN; SIMILAR TO CHICKEN MYOSIN HEAVYS0003313","UNKNOWN; SIMILAR TO CHICKEN MYOSIN HEAVYS0003313"
"YGR103W","YGR103W","Unknown",12,"YGR103W              UNKNOWN                                 UNKNOWN                                 S0003335","UNKNOWN S0003335"
"YGR127W","YGR127W","Unknown",12,"YGR127W              UNKNOWN                                 UNKNOWN; SIMILAR TO MOUSE T10 PROTEIN PIS0003359","UNKNOWN; SIMILAR TO MOUSE T10 PROTEIN PIS0003359"
"YGR128C","YGR128C","Unknown",12,"YGR128C              UNKNOWN                                 UNKNOWN; SIMILAR TO HAEMOPHILUS GLUTAMATS0003360","UNKNOWN; SIMILAR TO HAEMOPHILUS GLUTAMATS0003360"
"YGR145W","YGR145W","Unknown",12,"YGR145W              UNKNOWN                                 UNKNOWN; SIMILAR TO MESA GENE OF PLASMODS0003377","UNKNOWN; SIMILAR TO MESA GENE OF PLASMODS0003377"
"YGR149W","YGR149W","Unknown",12,"YGR149W              UNKNOWN                                 UNKNOWN; SIMILAR TO HYPOTHETICAL PROTEINS0003381","UNKNOWN; SIMILAR TO HYPOTHETICAL PROTEINS0003381"
"YGR151C","YGR151C","Unknown",12,"YGR151C              UNKNOWN                                 UNKNOWN                                 S0003383","UNKNOWN S0003383"
"YGR160W","YGR160W","Unknown",12,"YGR160W              UNKNOWN                                 UNKNOWN                                 S0003392","UNKNOWN S0003392"
"YGR161C","YGR161C","Unknown",12,"YGR161C              UNKNOWN                                 UNKNOWN                                 S0003393","UNKNOWN S0003393"
"YGR173W","YGR173W","Unknown",12,"YGR173W              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN GTP-BINDING PRS0003405","UNKNOWN; SIMILAR TO HUMAN GTP-BINDING PRS0003405"
"YGR200C","YGR200C","Unknown",12,"YGR200C              UNKNOWN                                 UNKNOWN                                 S0003432","UNKNOWN S0003432"
"YGR228W","YGR228W","Unknown",12,"YGR228W              UNKNOWN                                 UNKNOWN                                 S0003460","UNKNOWN S0003460"
"YGR237C","YGR237C","Unknown",12,"YGR237C              UNKNOWN                                 UNKNOWN                                 S0003469","UNKNOWN S0003469"
"YGR245C","YGR245C","Unknown",12,"YGR245C              UNKNOWN                                 UNKNOWN                                 S0003477","UNKNOWN S0003477"
"YGR250C","YGR250C","Unknown",12,"YGR250C              UNKNOWN                                 UNKNOWN                                 S0003482","UNKNOWN S0003482"
"YGR251W","YGR251W","Unknown",12,"YGR251W              UNKNOWN                                 UNKNOWN                                 S0003483","UNKNOWN S0003483"
"YGR265W","YGR265W","Unknown",12,"YGR265W              UNKNOWN                                 UNKNOWN                                 S0003497","UNKNOWN S0003497"
"YGR272C","YGR272C","Unknown",12,"YGR272C              UNKNOWN                                 UNKNOWN                                 S0003504","UNKNOWN S0003504"
"YGR280C","YGR280C","Unknown",12,"YGR280C              UNKNOWN                                 UNKNOWN                                 S0003512","UNKNOWN S0003512"
"YGR283C","YGR283C","Unknown",12,"YGR283C              UNKNOWN                                 UNKNOWN                                 S0003515","UNKNOWN S0003515"
"YHL013C","YHL013C","Unknown",12,"YHL013C              UNKNOWN                                 UNKNOWN                                 S0001005","UNKNOWN S0001005"
"YHL021C","YHL021C","Unknown",12,"YHL021C              UNKNOWN                                 UNKNOWN                                 S0001013","UNKNOWN S0001013"
"YHL039W","YHL039W","Unknown",12,"YHL039W              UNKNOWN                                 UNKNOWN                                 S0001031","UNKNOWN S0001031"
"YHR052W","YHR052W","Unknown",12,"YHR052W              UNKNOWN                                 UNKNOWN                                 S0001094","UNKNOWN S0001094"
"YHR087W","YHR087W","Unknown",12,"YHR087W              UNKNOWN                                 UNKNOWN                                 S0001129","UNKNOWN S0001129"
"YHR088W","YHR088W","Unknown",12,"YHR088W              UNKNOWN                                 UNKNOWN                                 S0001130","UNKNOWN S0001130"
"YHR097C","YHR097C","Unknown",12,"YHR097C              UNKNOWN                                 UNKNOWN                                 S0001139","UNKNOWN S0001139"
"YHR112C","YHR112C","Unknown",12,"YHR112C              UNKNOWN                                 UNKNOWN; SIMILAR TO CYSTATHIONINE GAMMA-S0001154","UNKNOWN; SIMILAR TO CYSTATHIONINE GAMMA-S0001154"
"YHR133C","YHR133C","Unknown",12,"YHR133C              UNKNOWN                                 UNKNOWN                                 S0001175","UNKNOWN S0001175"
"YHR138C","YHR138C","Unknown",12,"YHR138C              UNKNOWN                                 UNKNOWN                                 S0001180","UNKNOWN S0001180"
"YHR196W","YHR196W","Unknown",12,"YHR196W              UNKNOWN                                 UNKNOWN                                 S0001239","UNKNOWN S0001239"
"YHR197W","YHR197W","Unknown",12,"YHR197W              UNKNOWN                                 UNKNOWN                                 S0001240","UNKNOWN S0001240"
"YIL019W","YIL019W","Unknown",12,"YIL019W              UNKNOWN                                 UNKNOWN                                 S0001281","UNKNOWN S0001281"
"YIL079C","YIL079C","Unknown",12,"YIL079C              UNKNOWN                                 UNKNOWN; SIMILAR TO GAG POLYPROTEIN     S0001341","UNKNOWN; SIMILAR TO GAG POLYPROTEIN S0001341"
"YIL096C","YIL096C","Unknown",12,"YIL096C              UNKNOWN                                 UNKNOWN                                 S0001358","UNKNOWN S0001358"
"YIL097W","YIL097W","Unknown",12,"YIL097W              UNKNOWN                                 UNKNOWN                                 S0001359","UNKNOWN S0001359"
"YIL104C","YIL104C","Unknown",12,"YIL104C              UNKNOWN                                 UNKNOWN                                 S0001366","UNKNOWN S0001366"
"YIL110W","YIL110W","Unknown",12,"YIL110W              UNKNOWN                                 UNKNOWN                                 S0001372","UNKNOWN S0001372"
"YIL124W","YIL124W","Unknown",12,"YIL124W              UNKNOWN                                 UNKNOWN; SIMILAR TO INSECT-TYPE ALCOHOL/S0001386","UNKNOWN; SIMILAR TO INSECT-TYPE ALCOHOL/S0001386"
"YIL127C","YIL127C","Unknown",12,"YIL127C              UNKNOWN                                 UNKNOWN                                 S0001389","UNKNOWN S0001389"
"YJL015C","YJL015C","Unknown",12,"YJL015C              UNKNOWN                                 UNKNOWN                                 S0003552","UNKNOWN S0003552"
"YJL017W","YJL017W","Unknown",12,"YJL017W              UNKNOWN                                 UNKNOWN                                 S0003554","UNKNOWN S0003554"
"YJL021C","YJL021C","Unknown",12,"YJL021C              UNKNOWN                                 UNKNOWN                                 S0003558","UNKNOWN S0003558"
"YJL048C","YJL048C","Unknown",12,"YJL048C              UNKNOWN                                 UNKNOWN                                 S0003584","UNKNOWN S0003584"
"YJL066C","YJL066C","Unknown",12,"YJL066C              UNKNOWN                                 UNKNOWN                                 S0003602","UNKNOWN S0003602"
"YJL068C","YJL068C","Unknown",12,"YJL068C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN ESTERASE D    S0003604","UNKNOWN; SIMILAR TO HUMAN ESTERASE D S0003604"
"YJL069C","YJL069C","Unknown",12,"YJL069C              UNKNOWN                                 UNKNOWN                                 S0003605","UNKNOWN S0003605"
"YJL109C","YJL109C","Unknown",12,"YJL109C              UNKNOWN                                 UNKNOWN                                 S0003645","UNKNOWN S0003645"
"YJL122W","YJL122W","Unknown",12,"YJL122W              UNKNOWN                                 UNKNOWN                                 S0003658","UNKNOWN S0003658"
"YJL132W","YJL132W","Unknown",12,"YJL132W              UNKNOWN                                 UNKNOWN; SIMILAR TO PHOSPHOLIPASE D     S0003668","UNKNOWN; SIMILAR TO PHOSPHOLIPASE D S0003668"
"YJL142C","YJL142C","Unknown",12,"YJL142C              UNKNOWN                                 UNKNOWN                                 S0003678","UNKNOWN S0003678"
"YJL144W","YJL144W","Unknown",12,"YJL144W              UNKNOWN                                 UNKNOWN                                 S0003680","UNKNOWN S0003680"
"YJL161W","YJL161W","Unknown",12,"YJL161W              UNKNOWN                                 UNKNOWN                                 S0003697","UNKNOWN S0003697"
"YJL188C","YJL188C","Unknown",12,"YJL188C              UNKNOWN                                 UNKNOWN                                 S0003724","UNKNOWN S0003724"
"YJR003C","YJR003C","Unknown",12,"YJR003C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN COLLAGEN ALPHAS0003763","UNKNOWN; SIMILAR TO HUMAN COLLAGEN ALPHAS0003763"
"YJR008W","YJR008W","Unknown",12,"YJR008W              UNKNOWN                                 UNKNOWN                                 S0003768","UNKNOWN S0003768"
"YJR014W","YJR014W","Unknown",12,"YJR014W              UNKNOWN                                 UNKNOWN                                 S0003775","UNKNOWN S0003775"
"YJR041C","YJR041C","Unknown",12,"YJR041C              UNKNOWN                                 UNKNOWN; SIMILAR TO PODOSPORA ANSERINA NS0003802","UNKNOWN; SIMILAR TO PODOSPORA ANSERINA NS0003802"
"YJR070C","YJR070C","Unknown",12,"YJR070C              UNKNOWN                                 UNKNOWN                                 S0003831","UNKNOWN S0003831"
"YJR071W","YJR071W","Unknown",12,"YJR071W              UNKNOWN                                 UNKNOWN                                 S0003832","UNKNOWN S0003832"
"YJR096W","YJR096W","Unknown",12,"YJR096W              UNKNOWN                                 UNKNOWN; SIMILAR TO ALDOLASE REDUCTASE  S0003857","UNKNOWN; SIMILAR TO ALDOLASE REDUCTASE S0003857"
"YJR124C","YJR124C","Unknown",12,"YJR124C              UNKNOWN                                 UNKNOWN; SIMILAR TO MULTIDRUG RESISTANCES0003885","UNKNOWN; SIMILAR TO MULTIDRUG RESISTANCES0003885"
"YKL026C","YKL026C","Unknown",12,"YKL026C              UNKNOWN                                 UNKNOWN; SIMILAR TO HYR1P, YBR244P, AND S0001509","UNKNOWN; SIMILAR TO HYR1P, YBR244P, AND S0001509"
"YKL056C","YKL056C","Unknown",12,"YKL056C              UNKNOWN                                 UNKNOWN                                 S0001539","UNKNOWN S0001539"
"YKL082C","YKL082C","Unknown",12,"YKL082C              UNKNOWN                                 UNKNOWN                                 S0001565","UNKNOWN S0001565"
"YKL091C","YKL091C","Unknown",12,"YKL091C              UNKNOWN                                 UNKNOWN; SIMILAR TO SEC14P              S0001574","UNKNOWN; SIMILAR TO SEC14P S0001574"
"YKL099C","YKL099C","Unknown",12,"YKL099C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN KINESIN HEAVY S0001582","UNKNOWN; SIMILAR TO HUMAN KINESIN HEAVY S0001582"
"YKL100C","YKL100C","Unknown",12,"YKL100C              UNKNOWN                                 UNKNOWN                                 S0001583","UNKNOWN S0001583"
"YKL121W","YKL121W","Unknown",12,"YKL121W              UNKNOWN                                 UNKNOWN                                 S0001604","UNKNOWN S0001604"
"YKL133C","YKL133C","Unknown",12,"YKL133C              UNKNOWN                                 UNKNOWN                                 S0001616","UNKNOWN S0001616"
"YKL151C","YKL151C","Unknown",12,"YKL151C              UNKNOWN                                 UNKNOWN                                 S0001634","UNKNOWN S0001634"
"YKR011C","YKR011C","Unknown",12,"YKR011C              UNKNOWN                                 UNKNOWN                                 S0001719","UNKNOWN S0001719"
"YKR025W","YKR025W","Unknown",12,"YKR025W              UNKNOWN                                 UNKNOWN                                 S0001733","UNKNOWN S0001733"
"YKR043C","YKR043C","Unknown",12,"YKR043C              UNKNOWN                                 UNKNOWN                                 S0001751","UNKNOWN S0001751"
"YKR049C","YKR049C","Unknown",12,"YKR049C              UNKNOWN                                 UNKNOWN                                 S0001757","UNKNOWN S0001757"
"YKR060W","YKR060W","Unknown",12,"YKR060W              UNKNOWN                                 UNKNOWN                                 S0001768","UNKNOWN S0001768"
"YKR067W","YKR067W","Unknown",12,"YKR067W              UNKNOWN                                 UNKNOWN; SIMILAR TO SCT1P               S0001775","UNKNOWN; SIMILAR TO SCT1P S0001775"
"YKR079C","YKR079C","Unknown",12,"YKR079C              UNKNOWN                                 UNKNOWN                                 S0001787","UNKNOWN S0001787"
"YKR081C","YKR081C","Unknown",12,"YKR081C              UNKNOWN                                 UNKNOWN                                 S0001789","UNKNOWN S0001789"
"YLL020C","YLL020C","Unknown",12,"YLL020C              UNKNOWN                                 UNKNOWN                                 S0003943","UNKNOWN S0003943"
"YLL034C","YLL034C","Unknown",12,"YLL034C              UNKNOWN                                 UNKNOWN; SIMILAR TO MAMMALIAN VALOSIN-COS0003957","UNKNOWN; SIMILAR TO MAMMALIAN VALOSIN-COS0003957"
"YLL035W","YLL035W","Unknown",12,"YLL035W              UNKNOWN                                 UNKNOWN                                 S0003958","UNKNOWN S0003958"
"YLL044W","YLL044W","Unknown",12,"YLL044W              UNKNOWN                                 UNKNOWN                                 S0003967","UNKNOWN S0003967"
"YLR001C","YLR001C","Unknown",12,"YLR001C              UNKNOWN                                 UNKNOWN                                 S0003991","UNKNOWN S0003991"
"YLR002C","YLR002C","Unknown",12,"YLR002C              UNKNOWN                                 UNKNOWN                                 S0003992","UNKNOWN S0003992"
"YLR003C","YLR003C","Unknown",12,"YLR003C              UNKNOWN                                 UNKNOWN                                 S0003993","UNKNOWN S0003993"
"YLR051C","YLR051C","Unknown",12,"YLR051C              UNKNOWN                                 UNKNOWN                                 S0004041","UNKNOWN S0004041"
"YLR062C","YLR062C","Unknown",12,"YLR062C              UNKNOWN                                 UNKNOWN                                 S0004052","UNKNOWN S0004052"
"YLR063W","YLR063W","Unknown",12,"YLR063W              UNKNOWN                                 UNKNOWN                                 S0004053","UNKNOWN S0004053"
"YLR065C","YLR065C","Unknown",12,"YLR065C              UNKNOWN                                 UNKNOWN                                 S0004055","UNKNOWN S0004055"
"YLR073C","YLR073C","Unknown",12,"YLR073C              UNKNOWN                                 UNKNOWN                                 S0004063","UNKNOWN S0004063"
"YLR074C","YLR074C","Unknown",12,"YLR074C              UNKNOWN                                 UNKNOWN                                 S0004064","UNKNOWN S0004064"
"YLR076C","YLR076C","Unknown",12,"YLR076C              UNKNOWN                                 UNKNOWN                                 S0004066","UNKNOWN S0004066"
"YLR080W","YLR080W","Unknown",12,"YLR080W              UNKNOWN                                 UNKNOWN                                 S0004070","UNKNOWN S0004070"
"YLR149C","YLR149C","Unknown",12,"YLR149C              UNKNOWN                                 UNKNOWN                                 S0004139","UNKNOWN S0004139"
"YLR152C","YLR152C","Unknown",12,"YLR152C              UNKNOWN                                 UNKNOWN; SIMILAR TO ECM3P               S0004142","UNKNOWN; SIMILAR TO ECM3P S0004142"
"YLR183C","YLR183C","Unknown",12,"YLR183C              UNKNOWN                                 UNKNOWN                                 S0004173","UNKNOWN S0004173"
"YLR186W","YLR186W","Unknown",12,"YLR186W              UNKNOWN                                 UNKNOWN                                 S0004176","UNKNOWN S0004176"
"YLR198C","YLR198C","Unknown",12,"YLR198C              UNKNOWN                                 UNKNOWN                                 S0004188","UNKNOWN S0004188"
"YLR221C","YLR221C","Unknown",12,"YLR221C              UNKNOWN                                 UNKNOWN                                 S0004211","UNKNOWN S0004211"
"YLR222C","YLR222C","Unknown",12,"YLR222C              UNKNOWN                                 UNKNOWN                                 S0004212","UNKNOWN S0004212"
"YLR243W","YLR243W","Unknown",12,"YLR243W              UNKNOWN                                 UNKNOWN                                 S0004233","UNKNOWN S0004233"
"YLR251W","YLR251W","Unknown",12,"YLR251W              UNKNOWN                                 UNKNOWN; SIMILAR TO MOUSE MPV17 PROTEIN S0004241","UNKNOWN; SIMILAR TO MOUSE MPV17 PROTEIN S0004241"
"YLR252W","YLR252W","Unknown",12,"YLR252W              UNKNOWN                                 UNKNOWN                                 S0004242","UNKNOWN S0004242"
"YLR270W","YLR270W","Unknown",12,"YLR270W              UNKNOWN                                 UNKNOWN                                 S0004260","UNKNOWN S0004260"
"YLR290C","YLR290C","Unknown",12,"YLR290C              UNKNOWN                                 UNKNOWN                                 S0004281","UNKNOWN S0004281"
"YLR312C","YLR312C","Unknown",12,"YLR312C              UNKNOWN                                 UNKNOWN                                 S0004303","UNKNOWN S0004303"
"YLR327C","YLR327C","Unknown",12,"YLR327C              UNKNOWN                                 UNKNOWN; SIMILAR TO STF2P               S0004319","UNKNOWN; SIMILAR TO STF2P S0004319"
"YLR339C","YLR339C","Unknown",12,"YLR339C              UNKNOWN                                 UNKNOWN                                 S0004331","UNKNOWN S0004331"
"YLR345W","YLR345W","Unknown",12,"YLR345W              UNKNOWN                                 UNKNOWN                                 S0004337","UNKNOWN S0004337"
"YLR356W","YLR356W","Unknown",12,"YLR356W              UNKNOWN                                 UNKNOWN; SIMILAR TO SCM4P, POSSIBLE CDC4S0004348","UNKNOWN; SIMILAR TO SCM4P, POSSIBLE CDC4S0004348"
"YLR400W","YLR400W","Unknown",12,"YLR400W              UNKNOWN                                 UNKNOWN                                 S0004392","UNKNOWN S0004392"
"YLR401C","YLR401C","Unknown",12,"YLR401C              UNKNOWN                                 UNKNOWN; SIMILAR TO R. CAPSULATUS PROTEIS0004393","UNKNOWN; SIMILAR TO R. CAPSULATUS PROTEIS0004393"
"YLR405W","YLR405W","Unknown",12,"YLR405W              UNKNOWN                                 UNKNOWN                                 S0004397","UNKNOWN S0004397"
"YLR409C","YLR409C","Unknown",12,"YLR409C              UNKNOWN                                 UNKNOWN                                 S0004401","UNKNOWN S0004401"
"YLR412W","YLR412W","Unknown",12,"YLR412W              UNKNOWN                                 UNKNOWN                                 S0004404","UNKNOWN S0004404"
"YLR413W","YLR413W","Unknown",12,"YLR413W              UNKNOWN                                 UNKNOWN                                 S0004405","UNKNOWN S0004405"
"YLR432W","YLR432W","Unknown",12,"YLR432W              UNKNOWN                                 UNKNOWN; SIMILAR TO PUR5P AND INOSINE-5'S0004424","UNKNOWN; SIMILAR TO PUR5P AND INOSINE-5'S0004424"
"YLR435W","YLR435W","Unknown",12,"YLR435W              UNKNOWN                                 UNKNOWN                                 S0004427","UNKNOWN S0004427"
"YML018C","YML018C","Unknown",12,"YML018C              UNKNOWN                                 UNKNOWN                                 S0004480","UNKNOWN S0004480"
"YML056C","YML056C","Unknown",12,"YML056C              UNKNOWN                                 UNKNOWN; SIMILAR TO INOSINE-5'-MONOPHOSPS0004520","UNKNOWN; SIMILAR TO INOSINE-5'-MONOPHOSPS0004520"
"YML080W","YML080W","Unknown",12,"YML080W              UNKNOWN                                 UNKNOWN; SIMILAR TO AZOSPIRILLUM BRASILES0004545","UNKNOWN; SIMILAR TO AZOSPIRILLUM BRASILES0004545"
"YML082W","YML082W","Unknown",12,"YML082W              UNKNOWN                                 UNKNOWN; SIMILAR TO O-SUCCINYLHOMOSERINES0004547","UNKNOWN; SIMILAR TO O-SUCCINYLHOMOSERINES0004547"
"YML093W","YML093W","Unknown",12,"YML093W              UNKNOWN                                 UNKNOWN                                 S0004558","UNKNOWN S0004558"
"YML128C","YML128C","Unknown",12,"YML128C              UNKNOWN                                 UNKNOWN                                 S0004597","UNKNOWN S0004597"
"YML131W","YML131W","Unknown",12,"YML131W              UNKNOWN                                 UNKNOWN                                 S0004600","UNKNOWN S0004600"
"YMR014W","YMR014W","Unknown",12,"YMR014W              UNKNOWN                                 UNKNOWN                                 S0004616","UNKNOWN S0004616"
"YMR041C","YMR041C","Unknown",12,"YMR041C              UNKNOWN                                 UNKNOWN                                 S0004644","UNKNOWN S0004644"
"YMR049C","YMR049C","Unknown",12,"YMR049C              UNKNOWN                                 UNKNOWN                                 S0004652","UNKNOWN S0004652"
"YMR090W","YMR090W","Unknown",12,"YMR090W              UNKNOWN                                 UNKNOWN; SIMILAR TO MALATE DEHYDROGENASES0004696","UNKNOWN; SIMILAR TO MALATE DEHYDROGENASES0004696"
"YMR093W","YMR093W","Unknown",12,"YMR093W              UNKNOWN                                 UNKNOWN                                 S0004699","UNKNOWN S0004699"
"YMR110C","YMR110C","Unknown",12,"YMR110C              UNKNOWN                                 UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0004716","UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0004716"
"YMR131C","YMR131C","Unknown",12,"YMR131C              UNKNOWN                                 UNKNOWN                                 S0004738","UNKNOWN S0004738"
"YMR181C","YMR181C","Unknown",12,"YMR181C              UNKNOWN                                 UNKNOWN                                 S0004793","UNKNOWN S0004793"
"YMR196W","YMR196W","Unknown",12,"YMR196W              UNKNOWN                                 UNKNOWN                                 S0004809","UNKNOWN S0004809"
"YMR212C","YMR212C","Unknown",12,"YMR212C              UNKNOWN                                 UNKNOWN; SIMILAR TO MYOSIN HEAVY CHAINS S0004825","UNKNOWN; SIMILAR TO MYOSIN HEAVY CHAINS S0004825"
"YMR215W","YMR215W","Unknown",12,"YMR215W              UNKNOWN                                 UNKNOWN; SIMILAR TO GAS1P               S0004828","UNKNOWN; SIMILAR TO GAS1P S0004828"
"YMR250W","YMR250W","Unknown",12,"YMR250W              UNKNOWN                                 UNKNOWN; SIMILAR TO GLUTAMATE DECARBOXYLS0004862","UNKNOWN; SIMILAR TO GLUTAMATE DECARBOXYLS0004862"
"YMR251W","YMR251W","Unknown",12,"YMR251W              UNKNOWN                                 UNKNOWN                                 S0004863","UNKNOWN S0004863"
"YMR269W","YMR269W","Unknown",12,"YMR269W              UNKNOWN                                 UNKNOWN                                 S0004882","UNKNOWN S0004882"
"YMR291W","YMR291W","Unknown",12,"YMR291W              UNKNOWN                                 UNKNOWN                                 S0004905","UNKNOWN S0004905"
"YMR310C","YMR310C","Unknown",12,"YMR310C              UNKNOWN                                 UNKNOWN                                 S0004927","UNKNOWN S0004927"
"YMR315W","YMR315W","Unknown",12,"YMR315W              UNKNOWN                                 UNKNOWN                                 S0004932","UNKNOWN S0004932"
"YMR321C","YMR321C","Unknown",12,"YMR321C              UNKNOWN                                 UNKNOWN                                 S0004940","UNKNOWN S0004940"
"YNL010W","YNL010W","Unknown",12,"YNL010W              UNKNOWN                                 UNKNOWN                                 S0004955","UNKNOWN S0004955"
"YNL022C","YNL022C","Unknown",12,"YNL022C              UNKNOWN                                 UNKNOWN                                 S0004967","UNKNOWN S0004967"
"YNL110C","YNL110C","Unknown",12,"YNL110C              UNKNOWN                                 UNKNOWN                                 S0005054","UNKNOWN S0005054"
"YNL114C","YNL114C","Unknown",12,"YNL114C              UNKNOWN                                 UNKNOWN                                 S0005058","UNKNOWN S0005058"
"YNL115C","YNL115C","Unknown",12,"YNL115C              UNKNOWN                                 UNKNOWN                                 S0005059","UNKNOWN S0005059"
"YNL119W","YNL119W","Unknown",12,"YNL119W              UNKNOWN                                 UNKNOWN                                 S0005063","UNKNOWN S0005063"
"YNL120C","YNL120C","Unknown",12,"YNL120C              UNKNOWN                                 UNKNOWN                                 S0005064","UNKNOWN S0005064"
"YNL124W","YNL124W","Unknown",12,"YNL124W              UNKNOWN                                 UNKNOWN                                 S0005068","UNKNOWN S0005068"
"YNL132W","YNL132W","Unknown",12,"YNL132W              UNKNOWN                                 UNKNOWN; SIMILAR TO ACHLYA AMBISEXUALIS S0005076","UNKNOWN; SIMILAR TO ACHLYA AMBISEXUALIS S0005076"
"YNL174W","YNL174W","Unknown",12,"YNL174W              UNKNOWN                                 UNKNOWN                                 S0005118","UNKNOWN S0005118"
"YNL175C","YNL175C","Unknown",12,"YNL175C              UNKNOWN                                 UNKNOWN; SIMILAR TO NSR1P, HAS TWO RNA RS0005119","UNKNOWN; SIMILAR TO NSR1P, HAS TWO RNA RS0005119"
"YNL182C","YNL182C","Unknown",12,"YNL182C              UNKNOWN                                 UNKNOWN                                 S0005126","UNKNOWN S0005126"
"YNL194C","YNL194C","Unknown",12,"YNL194C              UNKNOWN                                 UNKNOWN; SIMILAR TO SUR7P               S0005138","UNKNOWN; SIMILAR TO SUR7P S0005138"
"YNL195C","YNL195C","Unknown",12,"YNL195C              UNKNOWN                                 UNKNOWN                                 S0005139","UNKNOWN S0005139"
"YNL200C","YNL200C","Unknown",12,"YNL200C              UNKNOWN                                 UNKNOWN                                 S0005144","UNKNOWN S0005144"
"YNL208W","YNL208W","Unknown",12,"YNL208W              UNKNOWN                                 UNKNOWN                                 S0005152","UNKNOWN S0005152"
"YNL228W","YNL228W","Unknown",12,"YNL228W              UNKNOWN                                 UNKNOWN                                 S0005172","UNKNOWN S0005172"
"YNL256W","YNL256W","Unknown",12,"YNL256W              UNKNOWN                                 UNKNOWN                                 S0005200","UNKNOWN S0005200"
"YNL303W","YNL303W","Unknown",12,"YNL303W              UNKNOWN                                 UNKNOWN                                 S0005247","UNKNOWN S0005247"
"YNL305C","YNL305C","Unknown",12,"YNL305C              UNKNOWN                                 UNKNOWN; SIMILAR TO ASPERGILLUS NIDULANSS0005249","UNKNOWN; SIMILAR TO ASPERGILLUS NIDULANSS0005249"
"YNL308C","YNL308C","Unknown",12,"YNL308C              UNKNOWN                                 UNKNOWN; SIMILAR TO MGM1P               S0005252","UNKNOWN; SIMILAR TO MGM1P S0005252"
"YNL313C","YNL313C","Unknown",12,"YNL313C              UNKNOWN                                 UNKNOWN                                 S0005257","UNKNOWN S0005257"
"YNR009W","YNR009W","Unknown",12,"YNR009W              UNKNOWN                                 UNKNOWN                                 S0005292","UNKNOWN S0005292"
"YNR024W","YNR024W","Unknown",12,"YNR024W              UNKNOWN                                 UNKNOWN                                 S0005307","UNKNOWN S0005307"
"YNR053C","YNR053C","Unknown",12,"YNR053C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN BREAST TUMOR-AS0005336","UNKNOWN; SIMILAR TO HUMAN BREAST TUMOR-AS0005336"
"YNR054C","YNR054C","Unknown",12,"YNR054C              UNKNOWN                                 UNKNOWN                                 S0005337","UNKNOWN S0005337"
"YOL022C","YOL022C","Unknown",12,"YOL022C              UNKNOWN                                 UNKNOWN                                 S0005382","UNKNOWN S0005382"
"YOL041C","YOL041C","Unknown",12,"YOL041C              UNKNOWN                                 UNKNOWN                                 S0005401","UNKNOWN S0005401"
"YOL048C","YOL048C","Unknown",12,"YOL048C              UNKNOWN                                 UNKNOWN                                 S0005408","UNKNOWN S0005408"
"YOL077C","YOL077C","Unknown",12,"YOL077C              UNKNOWN                                 UNKNOWN; SIMILAR TO C. ELEGANS KQ2H4.3 PS0005437","UNKNOWN; SIMILAR TO C. ELEGANS KQ2H4.3 PS0005437"
"YOL082W","YOL082W","Unknown",12,"YOL082W              UNKNOWN                                 UNKNOWN                                 S0005442","UNKNOWN S0005442"
"YOL083W","YOL083W","Unknown",12,"YOL083W              UNKNOWN                                 UNKNOWN                                 S0005443","UNKNOWN S0005443"
"YOL124C","YOL124C","Unknown",12,"YOL124C              UNKNOWN                                 UNKNOWN                                 S0005484","UNKNOWN S0005484"
"YOL150C","YOL150C","Unknown",12,"YOL150C              UNKNOWN                                 UNKNOWN                                 S0005510","UNKNOWN S0005510"
"YOL153C","YOL153C","Unknown",12,"YOL153C              UNKNOWN                                 UNKNOWN                                 S0005513","UNKNOWN S0005513"
"YOR004W","YOR004W","Unknown",12,"YOR004W              UNKNOWN                                 UNKNOWN                                 S0005530","UNKNOWN S0005530"
