"gene_id","name_raw","gene_name","desc_raw","scer_gene_name","functional_category","category_order"
"YER053C","YER053C              UNKNOWN                                 UNKNOWN; SIMILAR TO C. ELEGANS MITOCHONDS0000855","YER053C","UNKNOWN; SIMILAR TO C. ELEGANS MITOCHONDS0000855","YER053C","Mitochondria / Respiration",7
"YNL141W","YNL141W   AAH1       PURINE METABOLISM                       ADENINE DEAMINASE                       S0005085","AAH1","PURINE METABOLISM ADENINE DEAMINASE S0005085","AAH1","Carbon metabolism",8
"YBR149W","YBR149W   ARA1       ARABINOSE METABOLISM                    ARABINOSE DEHYDROGENASE                 S0000353","ARA1","ARABINOSE METABOLISM ARABINOSE DEHYDROGENASE S0000353","ARA1","Carbon metabolism",8
"YHR137W","YHR137W   ARO9       AROMATIC AMINO ACID METABOLISM          AROMATIC AMINO ACID AMINOTRANSFERASE II S0001179","ARO9","AROMATIC AMINO ACID METABOLISM AROMATIC AMINO ACID AMINOTRANSFERASE II S0001179","ARO9","Carbon metabolism",8
"YPR026W","YPR026W   ATH1       TREHALOSE METABOLISM                    VACUOLAR ACID TREHALASE                 S0006230","ATH1","TREHALOSE METABOLISM VACUOLAR ACID TREHALASE S0006230","ATH1","Carbon metabolism",8
"YAL038W","YAL038W   CDC19      GLYCOLYSIS                              PYRUVATE KINASE                         S0000036","CDC19","GLYCOLYSIS PYRUVATE KINASE S0000036","CDC19","Carbon metabolism",8
"YNR001C","YNR001C   CIT1       TCA CYCLE                               CITRATE SYNTHASE                        S0005284","CIT1","TCA CYCLE CITRATE SYNTHASE S0005284","CIT1","Carbon metabolism",8
"YHR144C","YHR144C   DCD1       PYRIMIDINE METABOLISM                   DEOXYCYTIDYLATE DEAMINASE               S0001187","DCD1","PYRIMIDINE METABOLISM DEOXYCYTIDYLATE DEAMINASE S0001187","DCD1","Carbon metabolism",8
"YBR252W","YBR252W   DUT1       PYRIMIDINE METABOLISM                   DUTP PYROPHOSPHATASE                    S0000456","DUT1","PYRIMIDINE METABOLISM DUTP PYROPHOSPHATASE S0000456","DUT1","Carbon metabolism",8
"YOR317W","YOR317W   FAA1       FATTY ACID METABOLISM                   LONG CHAIN FATTY ACYL:COA SYNTHETASE    S0005844","FAA1","FATTY ACID METABOLISM LONG CHAIN FATTY ACYL:COA SYNTHETASE S0005844","FAA1","Carbon metabolism",8
"YJL155C","YJL155C   FBP26      FRUCTOSE METABOLISM                     FRUCTOSE-2,6-BISPHOSPHATASE             S0003691","FBP26","FRUCTOSE METABOLISM FRUCTOSE-2,6-BISPHOSPHATASE S0003691","FBP26","Carbon metabolism",8
"YKR009C","YKR009C   FOX2       FATTY ACID METABOLISM                   PEROXISOMAL BETA-OXIDATION PROTEIN      S0001717","FOX2","FATTY ACID METABOLISM PEROXISOMAL BETA-OXIDATION PROTEIN S0001717","FOX2","Carbon metabolism",8
"YKR058W","YKR058W   GLG1       GLYCOGEN METABOLISM                     GLYCOGEN SYNTHESIS INITIATOR            S0001766","GLG1","GLYCOGEN METABOLISM GLYCOGEN SYNTHESIS INITIATOR S0001766","GLG1","Carbon metabolism",8
"YCL040W","YCL040W   GLK1       GLYCOLYSIS                              GLUCOKINASE                             S0000545","GLK1","GLYCOLYSIS GLUCOKINASE S0000545","GLK1","Carbon metabolism",8
"YML004C","YML004C   GLO1       AMINO ACID METABOLISM                   GLYOXALASE I                            S0004463","GLO1","AMINO ACID METABOLISM GLYOXALASE I S0004463","GLO1","Carbon metabolism",8
"YDL022W","YDL022W   GPD1       GLYCEROL METABOLISM                     GLYCEROL-3-PHOSPHATE DEHYDROGENAS       S0002180","GPD1","GLYCEROL METABOLISM GLYCEROL-3-PHOSPHATE DEHYDROGENAS S0002180","GPD1","Carbon metabolism",8
"YDL021W","YDL021W   GPM2       GLYCOLYSIS                              PHOSPHOGLYCERATE MUTASE                 S0002179","GPM2","GLYCOLYSIS PHOSPHOGLYCERATE MUTASE S0002179","GPM2","Carbon metabolism",8
"YLR258W","YLR258W   GSY2       GLYCOGEN METABOLISM                     GLYCOGEN SYNTHASE                       S0004248","GSY2","GLYCOGEN METABOLISM GLYCOGEN SYNTHASE S0004248","GSY2","Carbon metabolism",8
"YIR038C","YIR038C   GTT1       GLUTATHIONE METABOLISM                  GLUTATHIONE TRANSFERASE                 S0001477","GTT1","GLUTATHIONE METABOLISM GLUTATHIONE TRANSFERASE S0001477","GTT1","Carbon metabolism",8
"YMR217W","YMR217W   GUA1       PURINE METABOLISM                       GMP SYNTHASE                            S0004830","GUA1","PURINE METABOLISM GMP SYNTHASE S0004830","GUA1","Carbon metabolism",8
"YDR454C","YDR454C   GUK1       GUANINE NUCLEOTIDE METABOLISM           GUANYLATE KINASE                        S0002862","GUK1","GUANINE NUCLEOTIDE METABOLISM GUANYLATE KINASE S0002862","GUK1","Carbon metabolism",8
"YFR053C","YFR053C   HXK1       GLYCOLYSIS                              HEXOKINASE I                            S0001949","HXK1","GLYCOLYSIS HEXOKINASE I S0001949","HXK1","Carbon metabolism",8
"YNL009W","YNL009W   IDP3       TCA CYCLE                               ISOCITRATE DEHYDROGENASE                S0004954","IDP3","TCA CYCLE ISOCITRATE DEHYDROGENASE S0004954","IDP3","Carbon metabolism",8
"YBR084W","YBR084W   MIS1       FOLATE METABOLISM                       C1-TETRAHYDROFOLATE SYNTHASE            S0000288","MIS1","FOLATE METABOLISM C1-TETRAHYDROFOLATE SYNTHASE S0000288","MIS1","Carbon metabolism",8
"YNR043W","YNR043W   MVD1       STEROL METABOLISM                       MEVALONATE PYROPHOSPHATE DECARBOXYLASE  S0005326","MVD1","STEROL METABOLISM MEVALONATE PYROPHOSPHATE DECARBOXYLASE S0005326","MVD1","Carbon metabolism",8
"YDR001C","YDR001C   NTH1       TREHALOSE METABOLISM                    ALPHA, ALPHA-TREHALASE                  S0002408","NTH1","TREHALOSE METABOLISM ALPHA, ALPHA-TREHALASE S0002408","NTH1","Carbon metabolism",8
"YLR044C","YLR044C   PDC1       GLYCOLYSIS                              PYRUVATE DECARBOXYLASE                  S0004034","PDC1","GLYCOLYSIS PYRUVATE DECARBOXYLASE S0004034","PDC1","Carbon metabolism",8
"YLR134W","YLR134W   PDC5       GLYCOLYSIS                              PYRUVATE DECARBOXYLASE                  S0004124","PDC5","GLYCOLYSIS PYRUVATE DECARBOXYLASE S0004124","PDC5","Carbon metabolism",8
"YGL248W","YGL248W   PDE1       PURINE METABOLISM                       3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASS0003217","PDE1","PURINE METABOLISM 3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASS0003217","PDE1","Carbon metabolism",8
"YIL107C","YIL107C   PFK26      FRUCTOSE AND MANNOSE METABOLISM         6-PHOSPHOFRUCTOSE-2-KINASE              S0001369","PFK26","FRUCTOSE AND MANNOSE METABOLISM 6-PHOSPHOFRUCTOSE-2-KINASE S0001369","PFK26","Carbon metabolism",8
"YMR105C","YMR105C   PGM2       GLYCOLYSIS                              PHOSPHOGLUCOMUTASE                      S0004711","PGM2","GLYCOLYSIS PHOSPHOGLUCOMUTASE S0004711","PGM2","Carbon metabolism",8
"YDR465C","YDR465C   RMT2       ARGININE METABOLISM                     ARGININE METHYLTRANSFERASE              S0002873","RMT2","ARGININE METABOLISM ARGININE METHYLTRANSFERASE S0002873","RMT2","Carbon metabolism",8
"YLR372W","YLR372W   SUR4       FATTY ACID METABOLISM                   CONVERSION OF 24-CARBON TO 26-CARBON FATS0004364","SUR4","FATTY ACID METABOLISM CONVERSION OF 24-CARBON TO 26-CARBON FATS0004364","SUR4","Carbon metabolism",8
"YBR126C","YBR126C   TPS1       TREHALOSE METABOLISM                    TREHALOSE-6-PHOSPHATE SYNTHAS           S0000330","TPS1","TREHALOSE METABOLISM TREHALOSE-6-PHOSPHATE SYNTHAS S0000330","TPS1","Carbon metabolism",8
"YDR074W","YDR074W   TPS2       TREHALOSE METABOLISM                    TREHALOSE-6-PHOSPHATE PHOSPHATASE       S0002481","TPS2","TREHALOSE METABOLISM TREHALOSE-6-PHOSPHATE PHOSPHATASE S0002481","TPS2","Carbon metabolism",8
"YML100W","YML100W   TSL1       TREHALOSE METABOLISM                    TREHALOSE-6-PHOSPHATE SYNTHASE/PHOSPHATAS0004566","TSL1","TREHALOSE METABOLISM TREHALOSE-6-PHOSPHATE SYNTHASE/PHOSPHATAS0004566","TSL1","Carbon metabolism",8
"YGR019W","YGR019W   UGA1       GABA METABOLISM                         4-AMINOBUTYRATE AMINOTRANSFERASE (GABA TS0003251","UGA1","GABA METABOLISM 4-AMINOBUTYRATE AMINOTRANSFERASE (GABA TS0003251","UGA1","Carbon metabolism",8
"YKL035W","YKL035W   UGP1       PYRIMIDINE METABOLISM                   UGP1, UDP-GLUCOSE PYROPHOSPHORYLASE     S0001518","UGP1","PYRIMIDINE METABOLISM UGP1, UDP-GLUCOSE PYROPHOSPHORYLASE S0001518","UGP1","Carbon metabolism",8
"YKL067W","YKL067W   YNK1       NUCLEOTIDE METABOLISM                   NUCLEOSIDE DIPHOSPHATE KINASE           S0001550","YNK1","NUCLEOTIDE METABOLISM NUCLEOSIDE DIPHOSPHATE KINASE S0001550","YNK1","Carbon metabolism",8
"YNL134C","YNL134C              UNKNOWN                                 UNKNOWN; SIMILAR TO C. CARBONUM TOXD GENS0005078","YNL134C","UNKNOWN; SIMILAR TO C. CARBONUM TOXD GENS0005078","YNL134C","Carbon metabolism",8
"YML022W","YML022W   APT1       PURINE BIOSYNTHESIS                     ADENINE PHOSPHORIBOSYLTRANSFERASE       S0004484","APT1","PURINE BIOSYNTHESIS ADENINE PHOSPHORIBOSYLTRANSFERASE S0004484","APT1","Biosynthesis (AA/Nuc)",9
"YGL148W","YGL148W   ARO2       AROMATIC AMINO ACID BIOSYNTHESIS        CHORISMATE SYNTHASE                     S0003116","ARO2","AROMATIC AMINO ACID BIOSYNTHESIS CHORISMATE SYNTHASE S0003116","ARO2","Biosynthesis (AA/Nuc)",9
"YBR249C","YBR249C   ARO4       AROMATIC AMINO ACID BIOSYNTHESIS        2-DEHYDRO-3-DEOXYPHOSPHOHEPTONATE ALDOLAS0000453","ARO4","AROMATIC AMINO ACID BIOSYNTHESIS 2-DEHYDRO-3-DEOXYPHOSPHOHEPTONATE ALDOLAS0000453","ARO4","Biosynthesis (AA/Nuc)",9
"YPR060C","YPR060C   ARO7       AROMATIC AMINO ACID BIOSYNTHESIS        CHORISMATE MUTASE                       S0006264","ARO7","AROMATIC AMINO ACID BIOSYNTHESIS CHORISMATE MUTASE S0006264","ARO7","Biosynthesis (AA/Nuc)",9
"YPR145W","YPR145W   ASN1       ASPARAGINE BIOSYNTHESIS                 ASPARAGINE SYNTHETASE                   S0006349","ASN1","ASPARAGINE BIOSYNTHESIS ASPARAGINE SYNTHETASE S0006349","ASN1","Biosynthesis (AA/Nuc)",9
"YGR124W","YGR124W   ASN2       ASPARAGINE BIOSYNTHESIS                 ASPARAGINE SYNTHETASE                   S0003356","ASN2","ASPARAGINE BIOSYNTHESIS ASPARAGINE SYNTHETASE S0003356","ASN2","Biosynthesis (AA/Nuc)",9
"YJR025C","YJR025C   BNA1       NICOTINIC ACID BIOSYNTHESIS             3-HYDROXYANTHRANILIC ACID DIOXYGENASE   S0003786","BNA1","NICOTINIC ACID BIOSYNTHESIS 3-HYDROXYANTHRANILIC ACID DIOXYGENASE S0003786","BNA1","Biosynthesis (AA/Nuc)",9
"YDR204W","YDR204W   COQ4       UBIQUINONE BIOSYNTHESIS                 UNKNOWN                                 S0002612","COQ4","UBIQUINONE BIOSYNTHESIS UNKNOWN S0002612","COQ4","Biosynthesis (AA/Nuc)",9
"YML110C","YML110C   COQ5       UBIQUINONE BIOSYNTHESIS                 METHYLTRANSFERASE                       S0004578","COQ5","UBIQUINONE BIOSYNTHESIS METHYLTRANSFERASE S0004578","COQ5","Biosynthesis (AA/Nuc)",9
"YLR172C","YLR172C   DPH5       DIPHTHAMIDE BIOSYNTHESIS                DIPHTHAMIDE METHYLTRANSFERASE           S0004162","DPH5","DIPHTHAMIDE BIOSYNTHESIS DIPHTHAMIDE METHYLTRANSFERASE S0004162","DPH5","Biosynthesis (AA/Nuc)",9
"YHR068W","YHR068W   DYS1       HYPUSINE BIOSYNTHESIS                   DEOXYHYPUSINE SYNTHASE                  S0001110","DYS1","HYPUSINE BIOSYNTHESIS DEOXYHYPUSINE SYNTHASE S0001110","DYS1","Biosynthesis (AA/Nuc)",9
"YLR299W","YLR299W   ECM38      GLUTATHIONE BIOSYNTHESIS                GAMMA-GLUTAMYLTRANSFERASE               S0004290","ECM38","GLUTATHIONE BIOSYNTHESIS GAMMA-GLUTAMYLTRANSFERASE S0004290","ECM38","Biosynthesis (AA/Nuc)",9
"YHR128W","YHR128W   FUR1       PYRIMIDINE SALVAGE PATHWAY              URACIL PHOSPHORIBOSYLTRANSFERASE        S0001170","FUR1","PYRIMIDINE SALVAGE PATHWAY URACIL PHOSPHORIBOSYLTRANSFERASE S0001170","FUR1","Biosynthesis (AA/Nuc)",9
"YIL020C","YIL020C   HIS6       HISTIDINE BIOSYNTHESIS                  PHOSPHORIBOSYL IMIDAZOLECARBOXAMIDE ISOMS0001282","HIS6","HISTIDINE BIOSYNTHESIS PHOSPHORIBOSYL IMIDAZOLECARBOXAMIDE ISOMS0001282","HIS6","Biosynthesis (AA/Nuc)",9
"YOR209C","YOR209C   NPT1       NAD BIOSYNTHESIS                        NICOTINATE PHOSPHORIBOSYLTRANSFERASE    S0005735","NPT1","NAD BIOSYNTHESIS NICOTINATE PHOSPHORIBOSYLTRANSFERASE S0005735","NPT1","Biosynthesis (AA/Nuc)",9
"YDR300C","YDR300C   PRO1       PROLINE BIOSYNTHESIS                    GLUTAMATE 5-KINASE                      S0002708","PRO1","PROLINE BIOSYNTHESIS GLUTAMATE 5-KINASE S0002708","PRO1","Biosynthesis (AA/Nuc)",9
"YKL181W","YKL181W   PRS1       PURINE, PYRIMIDINE, TRYPTOPHAN AND HISTIPHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE  S0001664","PRS1","PURINE, PYRIMIDINE, TRYPTOPHAN AND HISTIPHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE S0001664","PRS1","Biosynthesis (AA/Nuc)",9
"YHL011C","YHL011C   PRS3       PURINE BIOSYNTHESIS                     RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 3    S0001003","PRS3","PURINE BIOSYNTHESIS RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 3 S0001003","PRS3","Biosynthesis (AA/Nuc)",9
"YHR216W","YHR216W   PUR5       PURINE BIOSYNTHESIS                     IMP DEHYDROGENASE                       S0001259","PUR5","PURINE BIOSYNTHESIS IMP DEHYDROGENASE S0001259","PUR5","Biosynthesis (AA/Nuc)",9
"YER070W","YER070W   RNR1       DNA REPLICATION                         RIBONUCLEOTIDE REDUCTASE                S0000872","RNR1","DNA REPLICATION RIBONUCLEOTIDE REDUCTASE S0000872","RNR1","Biosynthesis (AA/Nuc)",9
"YER043C","YER043C   SAH1       METHIONINE BIOSYNTHESIS                 S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE     S0000845","SAH1","METHIONINE BIOSYNTHESIS S-ADENOSYL-L-HOMOCYSTEINE HYDROLASE S0000845","SAH1","Biosynthesis (AA/Nuc)",9
"YLR146C","YLR146C   SPE4       SPERMINE BIOSYNTHESIS                   SPERMINE SYNTHASE                       S0004136","SPE4","SPERMINE BIOSYNTHESIS SPERMINE SYNTHASE S0004136","SPE4","Biosynthesis (AA/Nuc)",9
"YHR025W","YHR025W   THR1       THREONINE BIOSYNTHESIS                  HOMOSERINE KINASE                       S0001067","THR1","THREONINE BIOSYNTHESIS HOMOSERINE KINASE S0001067","THR1","Biosynthesis (AA/Nuc)",9
"YCR053W","YCR053W   THR4       THREONINE BIOSYNTHESIS                  THREONINE SYNTHASE                      S0000649","THR4","THREONINE BIOSYNTHESIS THREONINE SYNTHASE S0000649","THR4","Biosynthesis (AA/Nuc)",9
"YMR271C","YMR271C   URA10      PYRIMIDINE BIOSYNTHESIS                 OROTATE PHOSPHORIBOSYLTRANSFERASE       S0004884","URA10","PYRIMIDINE BIOSYNTHESIS OROTATE PHOSPHORIBOSYLTRANSFERASE S0004884","URA10","Biosynthesis (AA/Nuc)",9
"YML106W","YML106W   URA5       PYRIMIDINE BIOSYNTHESIS                 OROTATE PHOSPHORIBOSYLTRANSFERASE       S0004574","URA5","PYRIMIDINE BIOSYNTHESIS OROTATE PHOSPHORIBOSYLTRANSFERASE S0004574","URA5","Biosynthesis (AA/Nuc)",9
"YBL039C","YBL039C   URA7       PYRIMIDINE BIOSYNTHESIS                 CTP SYNTHASE 1                          S0000135","URA7","PYRIMIDINE BIOSYNTHESIS CTP SYNTHASE 1 S0000135","URA7","Biosynthesis (AA/Nuc)",9
"YGL180W","YGL180W   APG1       AUTOPHAGY                               PROTEIN KINASE                          S0003148","APG1","AUTOPHAGY PROTEIN KINASE S0003148","APG1","Autophagy / Vacuole",10
"YBL078C","YBL078C   AUT7       AUTOPHAGY                               MICROTUBULE-ASSOCIATED PROTEIN (PUTATIVES0000174","AUT7","AUTOPHAGY MICROTUBULE-ASSOCIATED PROTEIN (PUTATIVES0000174","AUT7","Autophagy / Vacuole",10
"YEL005C","YEL005C   VAB31      VACUOLAR PROTEIN TARGETING (PUTATIVE)   UNKNOWN; VAC8P BINDING PROTEIN          S0000731","VAB31","VACUOLAR PROTEIN TARGETING (PUTATIVE) UNKNOWN; VAC8P BINDING PROTEIN S0000731","VAB31","Autophagy / Vacuole",10
"YKL080W","YKL080W   VMA5       VACUOLAR ACIDIFICATION                  VACUOLAR H+-ATPASE V1 SECTOR SUBUNIT    S0001563","VMA5","VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE V1 SECTOR SUBUNIT S0001563","VMA5","Autophagy / Vacuole",10
"YLR447C","YLR447C   VMA6       VACUOLAR ACIDIFICATION                  VACUOLAR H+-ATPASE V0 DOMAIN 36 KD SUBUNS0004439","VMA6","VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE V0 DOMAIN 36 KD SUBUNS0004439","VMA6","Autophagy / Vacuole",10
"YBR204C","YBR204C              UNKNOWN                                 UNKNOWN; SIMILAR TO PEROXISOMAL SERINE-AS0000408","YBR204C","UNKNOWN; SIMILAR TO PEROXISOMAL SERINE-AS0000408","YBR204C","Autophagy / Vacuole",10
"YFL034C-A","YFL034C-A   RPL22B","-A","RPL22B","-A.5","Other",11
"YFR032C-A","YFR032C-A   RPL29","-A","RPL29","-A.6","Other",11
"YPL249C-A","YPL249C-A   RPL36B","-A","RPL36B","-A.7","Other",11
"YDL133C-A","YDL133C-A   RPL41B","-A","RPL41B","-A.8","Other",11
"YLR287C-A","YLR287C-A   RPS30A","-A","RPS30A","-A.9","Other",11
"YDR085C","YDR085C   AFR1       MATING                                  CYTOSKELETAL PROTEIN, SIMILAR TO ARRESTIS0002492","AFR1","MATING CYTOSKELETAL PROTEIN, SIMILAR TO ARRESTIS0002492","AFR1","Other",11
"YMR170C","YMR170C   ALD2       ETHANOL UTILIZATION                     ALDEHYDE DEHYDROGENASE                  S0004780","ALD2","ETHANOL UTILIZATION ALDEHYDE DEHYDROGENASE S0004780","ALD2","Other",11
"YMR169C","YMR169C   ALD3       ETHANOL UTILIZATION                     ALDEHYDE DEHYDROGENASE                  S0004779","ALD3","ETHANOL UTILIZATION ALDEHYDE DEHYDROGENASE S0004779","ALD3","Other",11
"YLR370C","YLR370C   ARC18      CYTOSKELETON                            CORTICAL ACTIN PATCH INTEGRITY; ARP2/3 CS0004362","ARC18","CYTOSKELETON CORTICAL ACTIN PATCH INTEGRITY; ARP2/3 CS0004362","ARC18","Other",11
"YHR013C","YHR013C   ARD1       PROTEIN PROCESSING                      PROTEIN N-ACETYLTRANSFERASE SUBUNIT     S0001055","ARD1","PROTEIN PROCESSING PROTEIN N-ACETYLTRANSFERASE SUBUNIT S0001055","ARD1","Other",11
"YPR034W","YPR034W   ARP7       CYTOSKELETON (PUTATIVE)                 ACTIN-RELATED PROTEIN                   S0006238","ARP7","CYTOSKELETON (PUTATIVE) ACTIN-RELATED PROTEIN S0006238","ARP7","Other",11
"YMR116C","YMR116C   ASC1       PROTEIN SYNTHESIS (PUTATIVE)            G-BETA LIKE PROTEIN                     S0004722","ASC1","PROTEIN SYNTHESIS (PUTATIVE) G-BETA LIKE PROTEIN S0004722","ASC1","Other",11
"YDR321W","YDR321W   ASP1       ASPARAGINE UTILIZATION                  L-ASPARAGINASE I                        S0002729","ASP1","ASPARAGINE UTILIZATION L-ASPARAGINASE I S0002729","ASP1","Other",11
"YLR433C","YLR433C   CNA1       SIGNALING                               CALCINEURIN CATALYTIC A SUBUNIT         S0004425","CNA1","SIGNALING CALCINEURIN CATALYTIC A SUBUNIT S0004425","CNA1","Other",11
"YHR193C","YHR193C   EGD2       PROTEIN SYNTHESIS (PUTATIVE)            HOMOLOG OF HUMAN NASCENT-POLYPEPTIDE-ASSS0001236","EGD2","PROTEIN SYNTHESIS (PUTATIVE) HOMOLOG OF HUMAN NASCENT-POLYPEPTIDE-ASSS0001236","EGD2","Other",11
"YBR247C","YBR247C   ENP1       PROTEIN GLYCOSYLATION                   PUTATIVE OLIGOSACCHARYLTRANSFERASE COMPLS0000451","ENP1","PROTEIN GLYCOSYLATION PUTATIVE OLIGOSACCHARYLTRANSFERASE COMPLS0000451","ENP1","Other",11
"YDR272W","YDR272W   GLO2       METHYLGLYOXAL RESISTANCE                GLYOXALASE II                           S0002680","GLO2","METHYLGLYOXAL RESISTANCE GLYOXALASE II S0002680","GLO2","Other",11
"YGR256W","YGR256W   GND2       PENTOSE PHOSPHATE CYCLE                 6-PHOSPHOGLUCONATE DEHYDROGENASE        S0003488","GND2","PENTOSE PHOSPHATE CYCLE 6-PHOSPHOGLUCONATE DEHYDROGENASE S0003488","GND2","Other",11
"YLR293C","YLR293C   GSP1       NUCLEAR PROTEIN TARGETING               GTP-BINDING PROTEIN, RAS SUPERFAMILY    S0004284","GSP1","NUCLEAR PROTEIN TARGETING GTP-BINDING PROTEIN, RAS SUPERFAMILY S0004284","GSP1","Other",11
"YOR185C","YOR185C   GSP2       NUCLEAR ORGANIZATION                    GTPASE; RAN HOMOLOG                     S0005711","GSP2","NUCLEAR ORGANIZATION GTPASE; RAN HOMOLOG S0005711","GSP2","Other",11
"YBR034C","YBR034C   HMT1       PROTEIN PROCESSING                      ARGININE METHYLTRANSFERASE              S0000238","HMT1","PROTEIN PROCESSING ARGININE METHYLTRANSFERASE S0000238","HMT1","Other",11
"YJL057C","YJL057C   IKS1       SIGNALING (PUTATIVE)                    PROTEIN KINASE                          S0003593","IKS1","SIGNALING (PUTATIVE) PROTEIN KINASE S0003593","IKS1","Other",11
"YER110C","YER110C   KAP123     NUCLEAR PROTEIN TARGETING               BETA-KARYOPHERIN                        S0000912","KAP123","NUCLEAR PROTEIN TARGETING BETA-KARYOPHERIN S0000912","KAP123","Other",11
"YLR017W","YLR017W   MEU1       GLUCOSE DEREPRESSION                    REGULATOR OF ADH2 EXPRESSION            S0004007","MEU1","GLUCOSE DEREPRESSION REGULATOR OF ADH2 EXPRESSION S0004007","MEU1","Other",11
"YNL061W","YNL061W   NOP2       NUCLEAR ORGANIZATION                    NUCLEOLAR PROTEIN                       S0005005","NOP2","NUCLEAR ORGANIZATION NUCLEOLAR PROTEIN S0005005","NOP2","Other",11
"YJL002C","YJL002C   OST1       PROTEIN GLYCOSYLATION                   OLIGOSACCHARYLTRANSFERASE COMPLEX SUBUNIS0003539","OST1","PROTEIN GLYCOSYLATION OLIGOSACCHARYLTRANSFERASE COMPLEX SUBUNIS0003539","OST1","Other",11
"YGR078C","YGR078C   PAC10      CYTOSKELETON                            NON-NATIVE ACTIN BINDING COMPLEX SUBUNITS0003310","PAC10","CYTOSKELETON NON-NATIVE ACTIN BINDING COMPLEX SUBUNITS0003310","PAC10","Other",11
"YIL045W","YIL045W   PIG2       GLUCOSE REPRESSION                      (PUTATIVE) GLC7P REGULATORY SUBUNIT     S0001307","PIG2","GLUCOSE REPRESSION (PUTATIVE) GLC7P REGULATORY SUBUNIT S0001307","PIG2","Other",11
"YPL203W","YPL203W   PKA3       SIGNALING, NUTRIENT CONTROL OF CELL GROWCAMP-DEPENDENT PROTEIN KINASE CATALYTIC S0006124","PKA3","SIGNALING, NUTRIENT CONTROL OF CELL GROWCAMP-DEPENDENT PROTEIN KINASE CATALYTIC S0006124","PKA3","Other",11
"YJR143C","YJR143C   PMT4       PROTEIN GLYCOSYLATION                   DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-DS0003904","PMT4","PROTEIN GLYCOSYLATION DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-DS0003904","PMT4","Other",11
"YMR297W","YMR297W   PRC1       SPORULATION                             CARBOXYPEPTIDASE Y                      S0004912","PRC1","SPORULATION CARBOXYPEPTIDASE Y S0004912","PRC1","Other",11
"YBL068W","YBL068W   PRS4       PENTOSE PHOSPHATE CYCLE                 RIBOSE-PHOSPHATE PYROPHOSPHOKINASE      S0000164","PRS4","PENTOSE PHOSPHATE CYCLE RIBOSE-PHOSPHATE PYROPHOSPHOKINASE S0000164","PRS4","Other",11
"YMR308C","YMR308C   PSE1       NUCLEAR PROTEIN TARGETING               BETA-KARYOPHERIN                        S0004925","PSE1","NUCLEAR PROTEIN TARGETING BETA-KARYOPHERIN S0004925","PSE1","Other",11
"YMR139W","YMR139W   RIM11      MEIOSIS                                 PROTEIN KINASE                          S0004747","RIM11","MEIOSIS PROTEIN KINASE S0004747","RIM11","Other",11
"YOR095C","YOR095C   RKI1       PENTOSE PHOSPHATE CYCLE                 RIBOSE-5-PHOSPHATE KETOL-ISOMERASE      S0005621","RKI1","PENTOSE PHOSPHATE CYCLE RIBOSE-5-PHOSPHATE KETOL-ISOMERASE S0005621","RKI1","Other",11
"YMR235C","YMR235C   RNA1       RNA EXPORT                              GTPASE ACTIVATING PROTEIN FOR GSP1P     S0004848","RNA1","RNA EXPORT GTPASE ACTIVATING PROTEIN FOR GSP1P S0004848","RNA1","Other",11
"YLR406C","YLR406C   RPL31B","RPL31B","","RPL31B","Other",11
"YDL184C","YDL184C   RPL41A","RPL41A","","RPL41A","Other",11
"YPL131W","YPL131W   RPL5","RPL5","","RPL5","Other",11
"YDL130W","YDL130W   RPP1B","RPP1B","","RPP1B","Other",11
"YHL015W","YHL015W   RPS20","RPS20","","RPS20","Other",11
"YIL069C","YIL069C   RPS24B","RPS24B","","RPS24B","Other",11
"YGR152C","YGR152C   RSR1       BUD SITE SELECTION                      GTP-BINDING PROTEIN, RAS SUPERFAMILY    S0003384","RSR1","BUD SITE SELECTION GTP-BINDING PROTEIN, RAS SUPERFAMILY S0003384","RSR1","Other",11
"YDL153C","YDL153C   SAS10      SILENCING                               NUCLEAR PROTEIN, REULATOR OF SILENCING AS0002312","SAS10","SILENCING NUCLEAR PROTEIN, REULATOR OF SILENCING AS0002312","SAS10","Other",11
"YKL193C","YKL193C   SDS22      GLUCOSE REPRESSION                      GLC7P REGULATORY SUBUNIT                S0001676","SDS22","GLUCOSE REPRESSION GLC7P REGULATORY SUBUNIT S0001676","SDS22","Other",11
"YFL045C","YFL045C   SEC53      PROTEIN GLYCOSYLATION                   PHOSPHOMANNOMUTASE                      S0001849","SEC53","PROTEIN GLYCOSYLATION PHOSPHOMANNOMUTASE S0001849","SEC53","Other",11
"YIL099W","YIL099W   SGA1       SPORULATION                             GLUCAN 1,4-ALPHA-GLUCOSIDASE            S0001361","SGA1","SPORULATION GLUCAN 1,4-ALPHA-GLUCOSIDASE S0001361","SGA1","Other",11
