gene_id,scer_gene_name,functional_category,category_order,desc_raw
YBR025C,YBR025C,Unknown,12,UNKNOWN S0000229
YBR030W,YBR030W,Unknown,12,UNKNOWN; SIMILAR TO SIN3P S0000234
YBR052C,YBR052C,Unknown,12,"UNKNOWN; SIMILAR TO YCP4P, S. POMBE OBR1S0000256"
YBR053C,YBR053C,Unknown,12,UNKNOWN; SIMILAR TO RAT CALCIUM-BINDING S0000257
YBR056W,YBR056W,Unknown,12,"UNKNOWN; SIMILAR TO GLUCAN-1,3-BETA-GLUCS0000260"
YBR061C,YBR061C,Unknown,12,UNKNOWN; SIMILAR TO CTR86P AND E. COLI FS0000265
YBR089W,YBR089W,Unknown,12,UNKNOWN S0000293
YBR139W,YBR139W,Unknown,12,UNKNOWN; SIMILAR TO SERINE-TYPE CARBOXYPS0000343
YBR183W,YBR183W,Unknown,12,UNKNOWN; SIMILAR TO H. INFLUENZAE LIC-1 S0000387
YBR230C,YBR230C,Unknown,12,UNKNOWN S0000434
YBR238C,YBR238C,Unknown,12,UNKNOWN S0000442
YBR246W,YBR246W,Unknown,12,UNKNOWN S0000450
YBR266C,YBR266C,Unknown,12,UNKNOWN S0000470
YBR267W,YBR267W,Unknown,12,UNKNOWN S0000471
YBR269C,YBR269C,Unknown,12,UNKNOWN S0000473
YBR285W,YBR285W,Unknown,12,UNKNOWN S0000489
YBR287W,YBR287W,Unknown,12,UNKNOWN S0000491
YCL035C,YCL035C,Unknown,12,UNKNOWN; SIMILAR TO THIOLTRANSFERASE TTRS0000540
YCL042W,YCL042W,Unknown,12,UNKNOWN S0000547
YCL045C,YCL045C,Unknown,12,UNKNOWN S0000550
YCR004C,YCP4,Unknown,12,UNKNOWN UNKNOWN; SIMILAR TO S. POMBE BREFELDIN AS0000597
YCR016W,YCR016W,Unknown,12,UNKNOWN S0000609
YCR061W,YCR061W,Unknown,12,UNKNOWN S0000657
YCR062W,YCR062W,Unknown,12,UNKNOWN S0000658
YDL023C,YDL023C,Unknown,12,UNKNOWN S0002181
YDL027C,YDL027C,Unknown,12,UNKNOWN S0002185
YDL050C,YDL050C,Unknown,12,UNKNOWN S0002208
YDL060W,YDL060W,Unknown,12,UNKNOWN S0002218
YDL062W,YDL062W,Unknown,12,UNKNOWN S0002220
YDL063C,YDL063C,Unknown,12,UNKNOWN S0002221
YDL110C,YDL110C,Unknown,12,UNKNOWN S0002268
YDL124W,YDL124W,Unknown,12,UNKNOWN S0002282
YDL151C,YDL151C,Unknown,12,UNKNOWN S0002310
YDL199C,YDL199C,Unknown,12,UNKNOWN; SIMILAR TO MEMBERS OF THE SUGARS0002358
YDL201W,YDL201W,Unknown,12,UNKNOWN S0002360
YDL204W,YDL204W,Unknown,12,UNKNOWN S0002363
YDL222C,YDL222C,Unknown,12,UNKNOWN; SIMILAR TO SUR7P S0002381
YDR003W,YDR003W,Unknown,12,UNKNOWN; SIMILAR TO YBR005P S0002410
YDR032C,YDR032C,Unknown,12,UNKNOWN; SIMILAR TO YCP4P AND S. POMBE OS0002439
YDR070C,YDR070C,Unknown,12,UNKNOWN S0002477
YDR083W,YDR083W,Unknown,12,UNKNOWN S0002490
YDR091C,YDR091C,Unknown,12,UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0002498
YDR101C,YDR101C,Unknown,12,UNKNOWN S0002508
YDR152W,YDR152W,Unknown,12,UNKNOWN S0002559
YDR165W,YDR165W,Unknown,12,UNKNOWN S0002572
YDR190C,YDR190C,Unknown,12,UNKNOWN S0002598
YDR233C,YDR233C,Unknown,12,UNKNOWN S0002641
YDR255C,YDR255C,Unknown,12,UNKNOWN S0002663
YDR286C,YDR286C,Unknown,12,UNKNOWN S0002694
YDR287W,YDR287W,Unknown,12,UNKNOWN; SIMILAR TO INOSITOL MONOPHOSPHAS0002695
YDR324C,YDR324C,Unknown,12,UNKNOWN; SIMILAR TO G-PROTEIN BETA SUBUNS0002732
YDR339C,YDR339C,Unknown,12,UNKNOWN S0002747
YDR346C,YDR346C,Unknown,12,UNKNOWN S0002754
YDR358W,YDR358W,Unknown,12,UNKNOWN S0002766
YDR361C,YDR361C,Unknown,12,UNKNOWN S0002769
YDR365C,YDR365C,Unknown,12,UNKNOWN S0002773
YDR380W,YDR380W,Unknown,12,UNKNOWN; SIMILAR TO PYRUVATE DECARBOXYLAS0002788
YDR398W,YDR398W,Unknown,12,UNKNOWN S0002806
YDR412W,YDR412W,Unknown,12,UNKNOWN S0002820
YDR413C,YDR413C,Unknown,12,UNKNOWN S0002821
YDR417C,YDR417C,Unknown,12,UNKNOWN S0002825
YDR449C,YDR449C,Unknown,12,UNKNOWN S0002857
YDR453C,YDR453C,Unknown,12,UNKNOWN; SIMILAR TO TSA1P S0002861
YDR474C,YDR474C,Unknown,12,UNKNOWN S0002882
YDR496C,YDR496C,Unknown,12,UNKNOWN S0002904
YDR512C,YDR512C,Unknown,12,UNKNOWN S0002920
YDR516C,YDR516C,Unknown,12,UNKNOWN; SIMILAR TO GLK1P S0002924
YDR533C,YDR533C,Unknown,12,UNKNOWN S0002941
YER006W,YER006W,Unknown,12,UNKNOWN; SIMILAR TO MOUSE MMR1P PROTEIN S0000808
YER035W,YER035W,Unknown,12,UNKNOWN S0000837
YER036C,YER036C,Unknown,12,UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0000838
YER037W,YER037W,Unknown,12,UNKNOWN S0000839
YER038C,YER038C,Unknown,12,UNKNOWN S0000840
YER049W,YER049W,Unknown,12,UNKNOWN S0000851
YER079W,YER079W,Unknown,12,UNKNOWN S0000881
YER082C,YER082C,Unknown,12,UNKNOWN S0000884
YER119C,YER119C,Unknown,12,UNKNOWN; SIMILAR TO MEMBERS OF THE MAJORS0000921
YER126C,YER126C,Unknown,12,UNKNOWN S0000928
YER158C,YER158C,Unknown,12,UNKNOWN; SIMILAR TO AFR1P S0000960
YFL023W,YFL023W,Unknown,12,UNKNOWN S0001871
YFL044C,YFL044C,Unknown,12,UNKNOWN S0001850
YFR001W,YFR001W,Unknown,12,UNKNOWN; SIMILAR TO S.POMBE PAD1 PROTEINS0001897
YGL010W,YGL010W,Unknown,12,UNKNOWN S0002978
YGL037C,YGL037C,Unknown,12,UNKNOWN S0003005
YGL059W,YGL059W,Unknown,12,UNKNOWN; SIMILAR TO RAT BRANCHED-CHAIN AS0003027
YGL096W,YGL096W,Unknown,12,UNKNOWN; SIMILAR TO CUP9P S0003064
YGL099W,YGL099W,Unknown,12,UNKNOWN; SIMILAR TO HUMAN POSSIBLE GTP-BS0003067
YGL102C,YGL102C,Unknown,12,UNKNOWN S0003070
YGL111W,YGL111W,Unknown,12,UNKNOWN S0003079
YGL121C,YGL121C,Unknown,12,UNKNOWN S0003089
YNL160W,YGP1,Unknown,12,DIAUXIC SHIFT UNKNOWN; RESPONSE TO NUTRIENT LIMITATIONS0005104
YGR043C,YGR043C,Unknown,12,UNKNOWN; SIMILAR TO TAL1P S0003275
YGR054W,YGR054W,Unknown,12,UNKNOWN; SIMILAR TO C. ELEGANS C14B9.6 PS0003286
YGR081C,YGR081C,Unknown,12,UNKNOWN; SIMILAR TO CHICKEN MYOSIN HEAVYS0003313
YGR103W,YGR103W,Unknown,12,UNKNOWN S0003335
YGR127W,YGR127W,Unknown,12,UNKNOWN; SIMILAR TO MOUSE T10 PROTEIN PIS0003359
YGR128C,YGR128C,Unknown,12,UNKNOWN; SIMILAR TO HAEMOPHILUS GLUTAMATS0003360
YGR145W,YGR145W,Unknown,12,UNKNOWN; SIMILAR TO MESA GENE OF PLASMODS0003377
YGR149W,YGR149W,Unknown,12,UNKNOWN; SIMILAR TO HYPOTHETICAL PROTEINS0003381
YGR151C,YGR151C,Unknown,12,UNKNOWN S0003383
YGR160W,YGR160W,Unknown,12,UNKNOWN S0003392
YGR161C,YGR161C,Unknown,12,UNKNOWN S0003393
YGR173W,YGR173W,Unknown,12,UNKNOWN; SIMILAR TO HUMAN GTP-BINDING PRS0003405
YGR200C,YGR200C,Unknown,12,UNKNOWN S0003432
YGR228W,YGR228W,Unknown,12,UNKNOWN S0003460
YGR237C,YGR237C,Unknown,12,UNKNOWN S0003469
YGR245C,YGR245C,Unknown,12,UNKNOWN S0003477
YGR250C,YGR250C,Unknown,12,UNKNOWN S0003482
YGR251W,YGR251W,Unknown,12,UNKNOWN S0003483
YGR265W,YGR265W,Unknown,12,UNKNOWN S0003497
YGR272C,YGR272C,Unknown,12,UNKNOWN S0003504
YGR280C,YGR280C,Unknown,12,UNKNOWN S0003512
YGR283C,YGR283C,Unknown,12,UNKNOWN S0003515
YHL013C,YHL013C,Unknown,12,UNKNOWN S0001005
YHL021C,YHL021C,Unknown,12,UNKNOWN S0001013
YHL039W,YHL039W,Unknown,12,UNKNOWN S0001031
YHR052W,YHR052W,Unknown,12,UNKNOWN S0001094
YHR087W,YHR087W,Unknown,12,UNKNOWN S0001129
YHR088W,YHR088W,Unknown,12,UNKNOWN S0001130
YHR097C,YHR097C,Unknown,12,UNKNOWN S0001139
YHR112C,YHR112C,Unknown,12,UNKNOWN; SIMILAR TO CYSTATHIONINE GAMMA-S0001154
YHR133C,YHR133C,Unknown,12,UNKNOWN S0001175
YHR138C,YHR138C,Unknown,12,UNKNOWN S0001180
YHR196W,YHR196W,Unknown,12,UNKNOWN S0001239
YHR197W,YHR197W,Unknown,12,UNKNOWN S0001240
YIL019W,YIL019W,Unknown,12,UNKNOWN S0001281
YIL079C,YIL079C,Unknown,12,UNKNOWN; SIMILAR TO GAG POLYPROTEIN S0001341
YIL096C,YIL096C,Unknown,12,UNKNOWN S0001358
YIL097W,YIL097W,Unknown,12,UNKNOWN S0001359
YIL104C,YIL104C,Unknown,12,UNKNOWN S0001366
YIL110W,YIL110W,Unknown,12,UNKNOWN S0001372
YIL124W,YIL124W,Unknown,12,UNKNOWN; SIMILAR TO INSECT-TYPE ALCOHOL/S0001386
YIL127C,YIL127C,Unknown,12,UNKNOWN S0001389
YJL015C,YJL015C,Unknown,12,UNKNOWN S0003552
YJL017W,YJL017W,Unknown,12,UNKNOWN S0003554
YJL021C,YJL021C,Unknown,12,UNKNOWN S0003558
YJL048C,YJL048C,Unknown,12,UNKNOWN S0003584
YJL066C,YJL066C,Unknown,12,UNKNOWN S0003602
YJL068C,YJL068C,Unknown,12,UNKNOWN; SIMILAR TO HUMAN ESTERASE D S0003604
YJL069C,YJL069C,Unknown,12,UNKNOWN S0003605
YJL109C,YJL109C,Unknown,12,UNKNOWN S0003645
YJL122W,YJL122W,Unknown,12,UNKNOWN S0003658
YJL132W,YJL132W,Unknown,12,UNKNOWN; SIMILAR TO PHOSPHOLIPASE D S0003668
YJL142C,YJL142C,Unknown,12,UNKNOWN S0003678
YJL144W,YJL144W,Unknown,12,UNKNOWN S0003680
YJL161W,YJL161W,Unknown,12,UNKNOWN S0003697
YJL188C,YJL188C,Unknown,12,UNKNOWN S0003724
YJR003C,YJR003C,Unknown,12,UNKNOWN; SIMILAR TO HUMAN COLLAGEN ALPHAS0003763
YJR008W,YJR008W,Unknown,12,UNKNOWN S0003768
YJR014W,YJR014W,Unknown,12,UNKNOWN S0003775
YJR041C,YJR041C,Unknown,12,UNKNOWN; SIMILAR TO PODOSPORA ANSERINA NS0003802
YJR070C,YJR070C,Unknown,12,UNKNOWN S0003831
YJR071W,YJR071W,Unknown,12,UNKNOWN S0003832
YJR096W,YJR096W,Unknown,12,UNKNOWN; SIMILAR TO ALDOLASE REDUCTASE S0003857
YJR124C,YJR124C,Unknown,12,UNKNOWN; SIMILAR TO MULTIDRUG RESISTANCES0003885
YKL026C,YKL026C,Unknown,12,"UNKNOWN; SIMILAR TO HYR1P, YBR244P, AND S0001509"
YKL056C,YKL056C,Unknown,12,UNKNOWN S0001539
YKL082C,YKL082C,Unknown,12,UNKNOWN S0001565
YKL091C,YKL091C,Unknown,12,UNKNOWN; SIMILAR TO SEC14P S0001574
YKL099C,YKL099C,Unknown,12,UNKNOWN; SIMILAR TO HUMAN KINESIN HEAVY S0001582
YKL100C,YKL100C,Unknown,12,UNKNOWN S0001583
YKL121W,YKL121W,Unknown,12,UNKNOWN S0001604
YKL133C,YKL133C,Unknown,12,UNKNOWN S0001616
YKL151C,YKL151C,Unknown,12,UNKNOWN S0001634
YKR011C,YKR011C,Unknown,12,UNKNOWN S0001719
YKR025W,YKR025W,Unknown,12,UNKNOWN S0001733
YKR043C,YKR043C,Unknown,12,UNKNOWN S0001751
YKR049C,YKR049C,Unknown,12,UNKNOWN S0001757
YKR060W,YKR060W,Unknown,12,UNKNOWN S0001768
YKR067W,YKR067W,Unknown,12,UNKNOWN; SIMILAR TO SCT1P S0001775
YKR079C,YKR079C,Unknown,12,UNKNOWN S0001787
YKR081C,YKR081C,Unknown,12,UNKNOWN S0001789
YLL020C,YLL020C,Unknown,12,UNKNOWN S0003943
YLL034C,YLL034C,Unknown,12,UNKNOWN; SIMILAR TO MAMMALIAN VALOSIN-COS0003957
YLL035W,YLL035W,Unknown,12,UNKNOWN S0003958
YLL044W,YLL044W,Unknown,12,UNKNOWN S0003967
YLR001C,YLR001C,Unknown,12,UNKNOWN S0003991
YLR002C,YLR002C,Unknown,12,UNKNOWN S0003992
YLR003C,YLR003C,Unknown,12,UNKNOWN S0003993
YLR051C,YLR051C,Unknown,12,UNKNOWN S0004041
YLR062C,YLR062C,Unknown,12,UNKNOWN S0004052
YLR063W,YLR063W,Unknown,12,UNKNOWN S0004053
YLR065C,YLR065C,Unknown,12,UNKNOWN S0004055
YLR073C,YLR073C,Unknown,12,UNKNOWN S0004063
YLR074C,YLR074C,Unknown,12,UNKNOWN S0004064
YLR076C,YLR076C,Unknown,12,UNKNOWN S0004066
YLR080W,YLR080W,Unknown,12,UNKNOWN S0004070
YLR149C,YLR149C,Unknown,12,UNKNOWN S0004139
YLR152C,YLR152C,Unknown,12,UNKNOWN; SIMILAR TO ECM3P S0004142
YLR183C,YLR183C,Unknown,12,UNKNOWN S0004173
YLR186W,YLR186W,Unknown,12,UNKNOWN S0004176
YLR198C,YLR198C,Unknown,12,UNKNOWN S0004188
YLR221C,YLR221C,Unknown,12,UNKNOWN S0004211
YLR222C,YLR222C,Unknown,12,UNKNOWN S0004212
YLR243W,YLR243W,Unknown,12,UNKNOWN S0004233
YLR251W,YLR251W,Unknown,12,UNKNOWN; SIMILAR TO MOUSE MPV17 PROTEIN S0004241
YLR252W,YLR252W,Unknown,12,UNKNOWN S0004242
YLR270W,YLR270W,Unknown,12,UNKNOWN S0004260
YLR290C,YLR290C,Unknown,12,UNKNOWN S0004281
YLR312C,YLR312C,Unknown,12,UNKNOWN S0004303
YLR327C,YLR327C,Unknown,12,UNKNOWN; SIMILAR TO STF2P S0004319
YLR339C,YLR339C,Unknown,12,UNKNOWN S0004331
YLR345W,YLR345W,Unknown,12,UNKNOWN S0004337
YLR356W,YLR356W,Unknown,12,"UNKNOWN; SIMILAR TO SCM4P, POSSIBLE CDC4S0004348"
YLR400W,YLR400W,Unknown,12,UNKNOWN S0004392
YLR401C,YLR401C,Unknown,12,UNKNOWN; SIMILAR TO R. CAPSULATUS PROTEIS0004393
YLR405W,YLR405W,Unknown,12,UNKNOWN S0004397
YLR409C,YLR409C,Unknown,12,UNKNOWN S0004401
YLR412W,YLR412W,Unknown,12,UNKNOWN S0004404
YLR413W,YLR413W,Unknown,12,UNKNOWN S0004405
YLR432W,YLR432W,Unknown,12,UNKNOWN; SIMILAR TO PUR5P AND INOSINE-5'S0004424
YLR435W,YLR435W,Unknown,12,UNKNOWN S0004427
YML018C,YML018C,Unknown,12,UNKNOWN S0004480
YML056C,YML056C,Unknown,12,UNKNOWN; SIMILAR TO INOSINE-5'-MONOPHOSPS0004520
YML080W,YML080W,Unknown,12,UNKNOWN; SIMILAR TO AZOSPIRILLUM BRASILES0004545
YML082W,YML082W,Unknown,12,UNKNOWN; SIMILAR TO O-SUCCINYLHOMOSERINES0004547
YML093W,YML093W,Unknown,12,UNKNOWN S0004558
YML128C,YML128C,Unknown,12,UNKNOWN S0004597
YML131W,YML131W,Unknown,12,UNKNOWN S0004600
YMR014W,YMR014W,Unknown,12,UNKNOWN S0004616
YMR041C,YMR041C,Unknown,12,UNKNOWN S0004644
YMR049C,YMR049C,Unknown,12,UNKNOWN S0004652
YMR090W,YMR090W,Unknown,12,UNKNOWN; SIMILAR TO MALATE DEHYDROGENASES0004696
YMR093W,YMR093W,Unknown,12,UNKNOWN S0004699
YMR110C,YMR110C,Unknown,12,UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0004716
YMR131C,YMR131C,Unknown,12,UNKNOWN S0004738
YMR181C,YMR181C,Unknown,12,UNKNOWN S0004793
YMR196W,YMR196W,Unknown,12,UNKNOWN S0004809
YMR212C,YMR212C,Unknown,12,UNKNOWN; SIMILAR TO MYOSIN HEAVY CHAINS S0004825
YMR215W,YMR215W,Unknown,12,UNKNOWN; SIMILAR TO GAS1P S0004828
YMR250W,YMR250W,Unknown,12,UNKNOWN; SIMILAR TO GLUTAMATE DECARBOXYLS0004862
YMR251W,YMR251W,Unknown,12,UNKNOWN S0004863
YMR269W,YMR269W,Unknown,12,UNKNOWN S0004882
YMR291W,YMR291W,Unknown,12,UNKNOWN S0004905
YMR310C,YMR310C,Unknown,12,UNKNOWN S0004927
YMR315W,YMR315W,Unknown,12,UNKNOWN S0004932
YMR321C,YMR321C,Unknown,12,UNKNOWN S0004940
YNL010W,YNL010W,Unknown,12,UNKNOWN S0004955
YNL022C,YNL022C,Unknown,12,UNKNOWN S0004967
YNL110C,YNL110C,Unknown,12,UNKNOWN S0005054
YNL114C,YNL114C,Unknown,12,UNKNOWN S0005058
YNL115C,YNL115C,Unknown,12,UNKNOWN S0005059
YNL119W,YNL119W,Unknown,12,UNKNOWN S0005063
YNL120C,YNL120C,Unknown,12,UNKNOWN S0005064
YNL124W,YNL124W,Unknown,12,UNKNOWN S0005068
YNL132W,YNL132W,Unknown,12,UNKNOWN; SIMILAR TO ACHLYA AMBISEXUALIS S0005076
YNL174W,YNL174W,Unknown,12,UNKNOWN S0005118
YNL175C,YNL175C,Unknown,12,"UNKNOWN; SIMILAR TO NSR1P, HAS TWO RNA RS0005119"
YNL182C,YNL182C,Unknown,12,UNKNOWN S0005126
YNL194C,YNL194C,Unknown,12,UNKNOWN; SIMILAR TO SUR7P S0005138
YNL195C,YNL195C,Unknown,12,UNKNOWN S0005139
YNL200C,YNL200C,Unknown,12,UNKNOWN S0005144
YNL208W,YNL208W,Unknown,12,UNKNOWN S0005152
YNL228W,YNL228W,Unknown,12,UNKNOWN S0005172
YNL256W,YNL256W,Unknown,12,UNKNOWN S0005200
YNL303W,YNL303W,Unknown,12,UNKNOWN S0005247
YNL305C,YNL305C,Unknown,12,UNKNOWN; SIMILAR TO ASPERGILLUS NIDULANSS0005249
YNL308C,YNL308C,Unknown,12,UNKNOWN; SIMILAR TO MGM1P S0005252
YNL313C,YNL313C,Unknown,12,UNKNOWN S0005257
YNR009W,YNR009W,Unknown,12,UNKNOWN S0005292
YNR024W,YNR024W,Unknown,12,UNKNOWN S0005307
YNR053C,YNR053C,Unknown,12,UNKNOWN; SIMILAR TO HUMAN BREAST TUMOR-AS0005336
YNR054C,YNR054C,Unknown,12,UNKNOWN S0005337
YOL022C,YOL022C,Unknown,12,UNKNOWN S0005382
YOL041C,YOL041C,Unknown,12,UNKNOWN S0005401
YOL048C,YOL048C,Unknown,12,UNKNOWN S0005408
YOL077C,YOL077C,Unknown,12,UNKNOWN; SIMILAR TO C. ELEGANS KQ2H4.3 PS0005437
YOL082W,YOL082W,Unknown,12,UNKNOWN S0005442
YOL083W,YOL083W,Unknown,12,UNKNOWN S0005443
YOL124C,YOL124C,Unknown,12,UNKNOWN S0005484
YOL150C,YOL150C,Unknown,12,UNKNOWN S0005510
YOL153C,YOL153C,Unknown,12,UNKNOWN S0005513
YOR004W,YOR004W,Unknown,12,UNKNOWN S0005530
YOR021C,YOR021C,Unknown,12,UNKNOWN S0005547
YOR052C,YOR052C,Unknown,12,UNKNOWN S0005578
YOR145C,YOR145C,Unknown,12,UNKNOWN S0005671
YOR146W,YOR146W,Unknown,12,UNKNOWN S0005672
YOR152C,YOR152C,Unknown,12,UNKNOWN S0005678
YOR161C,YOR161C,Unknown,12,UNKNOWN S0005687
YOR169C,YOR169C,Unknown,12,UNKNOWN S0005695
YOR173W,YOR173W,Unknown,12,UNKNOWN S0005699
YOR206W,YOR206W,Unknown,12,UNKNOWN S0005732
YOR220W,YOR220W,Unknown,12,UNKNOWN S0005746
YOR243C,YOR243C,Unknown,12,UNKNOWN S0005769
YOR252W,YOR252W,Unknown,12,UNKNOWN S0005778
YOR253W,YOR253W,Unknown,12,UNKNOWN S0005779
YOR271C,YOR271C,Unknown,12,UNKNOWN; SIMILAR TO RAT TRICARBOXYLATE CS0005797
YOR277C,YOR277C,Unknown,12,UNKNOWN S0005803
YOR285W,YOR285W,Unknown,12,UNKNOWN; SIMILAR TO DROSOPHILA MELANOGASS0005811
YOR287C,YOR287C,Unknown,12,UNKNOWN; SIMILAR TO PITSLRE PROTEIN KINAS0005813
YOR289W,YOR289W,Unknown,12,UNKNOWN S0005815
YOR309C,YOR309C,Unknown,12,UNKNOWN S0005836
YPL004C,YPL004C,Unknown,12,UNKNOWN; SIMILAR TO TROPOMYOSIN S0005925
YPL044C,YPL044C,Unknown,12,UNKNOWN S0005965
YPL087W,YPL087W,Unknown,12,UNKNOWN; SIMILAR TO YBR183P S0006008
YPL142C,YPL142C,Unknown,12,UNKNOWN S0006063
YPL146C,YPL146C,Unknown,12,UNKNOWN S0006067
YPL165C,YPL165C,Unknown,12,UNKNOWN S0006086
YPL166W,YPL166W,Unknown,12,UNKNOWN S0006087
YPL183C,YPL183C,Unknown,12,UNKNOWN S0006104
YPL186C,YPL186C,Unknown,12,UNKNOWN S0006107
YPL196W,YPL196W,Unknown,12,UNKNOWN S0006117
YPL207W,YPL207W,Unknown,12,UNKNOWN S0006128
YPL217C,YPL217C,Unknown,12,UNKNOWN S0006138
YPL226W,YPL226W,Unknown,12,UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0006147
YPL235W,YPL235W,Unknown,12,UNKNOWN S0006156
YPL238C,YPL238C,Unknown,12,UNKNOWN S0006159
YPL245W,YPL245W,Unknown,12,UNKNOWN S0006166
YPL273W,YPL273W,Unknown,12,UNKNOWN S0006194
YPR044C,YPR044C,Unknown,12,UNKNOWN S0006248
YPR098C,YPR098C,Unknown,12,UNKNOWN S0006302
YDR368W,YPR1,Unknown,12,UNKNOWN UNKNOWN; SIMILAR TO ALDO-KETO REDUCTASESS0002776
YPR112C,YPR112C,Unknown,12,"UNKNOWN; SIMILAR TO PAB1P, PUB1P, NSR1P,S0006316"
YPR118W,YPR118W,Unknown,12,UNKNOWN S0006322
YPR136C,YPR136C,Unknown,12,UNKNOWN S0006340
YPR137W,YPR137W,Unknown,12,UNKNOWN S0006341
YPR142C,YPR142C,Unknown,12,UNKNOWN S0006346
YPR143W,YPR143W,Unknown,12,UNKNOWN S0006347
YPR150W,YPR150W,Unknown,12,UNKNOWN S0006354
YPR151C,YPR151C,Unknown,12,UNKNOWN S0006355
YPR169W,YPR169W,Unknown,12,UNKNOWN S0006373
YPR184W,YPR184W,Unknown,12,UNKNOWN; SIMILAR TO GLYCOGEN DEBRANCHINGS0006388
YMR243C,ZRC1,Unknown,12,ZINC AND CADMIUM ION HOMEOSTASIS UNKNOWN S0004856
