gene_id,treated_b1,untreated_b1,untreated_b2
gene-KLLA0_E06645g,3151,676,662
gene-KLLA0_E06667g,30157,21539,26861
gene-KLLA0_E06689g,769,795,922
gene-KLLA0_E06711g,2477,2648,2879
gene-KLLA0_E06733g,2246,1020,1047
gene-KLLA0_E06755g,9890,4718,5946
gene-KLLA0_E06777g,1210,508,606
gene-KLLA0_E06799g,3244,3805,4463
gene-KLLA0_E06821g,838,1231,1486
gene-KLLA0_E06843g,554,9996,11806
gene-KLLA0_E06865g,2085,1992,2439
gene-KLLA0_E06887g,1688,3121,3499
gene-KLLA0_E06909g,253,478,633
gene-KLLA0_E06931g,1087,900,1072
gene-KLLA0_E06953g,1836,1462,1747
gene-KLLA0_E06975g,1479,1628,1708
gene-KLLA0_E06997g,670,9144,12737
gene-KLLA0_E07019g,505,580,671
gene-KLLA0_E07041g,171,95,92
gene-KLLA0_E07063g,4531,3065,3680
gene-KLLA0_E07085g,818,661,602
gene-KLLA0_E07107g,3575,2168,2000
gene-KLLA0_E07129g,256,319,375
gene-KLLA0_E07151g,477,329,318
gene-KLLA0_E07173g,573,545,609
gene-KLLA0_E07195g,1135,1462,1921
gene-KLLA0_E07217g,366,398,396
gene-KLLA0_E07239g,2446,3103,3319
gene-KLLA0_E07261g,5771,1643,1765
gene-KLLA0_E07283g,518,320,355
gene-KLLA0_E07305g,321,313,345
gene-KLLA0_E07327g,583,522,596
gene-KLLA0_E07349g,566,538,590
gene-KLLA0_E07371g,1155,919,1102
gene-KLLA0_E07393g,2204,1810,2019
gene-KLLA0_E07415g,2677,1505,1936
gene-KLLA0_E07437g,2351,2595,3016
gene-KLLA0_E07459g,516,1196,1271
gene-KLLA0_E07481g,306,11873,15895
gene-KLLA0_E07503g,399,461,540
gene-KLLA0_E07525g,12368,3151,3607
gene-KLLA0_E07547g,394,553,607
gene-KLLA0_E07569g,262830,264911,323787
gene-KLLA0_E07591g,924,460,598
gene-KLLA0_E07613g,201,90,118
gene-KLLA0_E07635g,666,2003,2349
gene-KLLA0_E07657g,736,427,499
gene-KLLA0_E07679g,109,60,74
gene-KLLA0_E07701g,810,422,528
gene-KLLA0_E07723g,3069,1970,2203
gene-KLLA0_E07745g,1363,779,1058
gene-KLLA0_E07767g,643,699,747
gene-KLLA0_E07789g,2912,2046,2846
gene-KLLA0_E07811g,2755,1850,1686
gene-KLLA0_E07833g,317,433,442
gene-KLLA0_E07855g,1425,1122,980
gene-KLLA0_E07877g,24492,9625,10026
gene-KLLA0_E07899g,1503,820,747
gene-KLLA0_E07921g,1532,1317,1540
gene-KLLA0_E07943g,836,381,425
gene-KLLA0_E07965g,943,946,1101
gene-KLLA0_E07987g,6114,6288,7191
gene-KLLA0_E08009g,1288,822,987
gene-KLLA0_E08031g,952,638,832
gene-KLLA0_E08053g,1063,1400,1592
gene-KLLA0_E08075g,2503,1398,1754
gene-KLLA0_E08097g,1854,1390,1289
gene-KLLA0_E08119g,9017,5802,6756
gene-KLLA0_E08141g,829,964,1128
gene-KLLA0_E08163g,540,546,669
gene-KLLA0_E08185r,1,0,0
gene-KLLA0_E08207g,906,923,1102
gene-KLLA0_E08229g,960,935,1166
gene-KLLA0_E08251g,75,58,66
gene-KLLA0_E08273g,129,576,660
gene-KLLA0_E08295g,181,313,423
gene-KLLA0_E08317g,1167,943,1033
gene-KLLA0_E08339g,10312,7125,9146
gene-KLLA0_E08361g,175,240,286
gene-KLLA0_E08383g,1531,3359,4068
gene-KLLA0_E08405g,1288,1683,1581
gene-KLLA0_E08427r,0,0,0
gene-KLLA0_E08449g,822,542,595
gene-KLLA0_E08471g,1588,1222,1289
gene-KLLA0_E08493g,330,169,156
gene-KLLA0_E08515g,1462,828,957
gene-KLLA0_E08537g,1582,585,647
gene-KLLA0_E08559g,2058,2062,2253
gene-KLLA0_E08581g,671,459,539
gene-KLLA0_E08603g,1335,885,1090
gene-KLLA0_E08625g,17015,10659,10381
gene-KLLA0_E08647g,8850,5057,6162
gene-KLLA0_E08669g,1206,1043,1320
gene-KLLA0_E08691g,727,667,820
gene-KLLA0_E08713g,496,674,639
gene-KLLA0_E08735g,1340,1297,1422
gene-KLLA0_E08757g,2380,1682,1876
gene-KLLA0_E08779g,3158,5153,5096
gene-KLLA0_E08801g,1722,2201,2783
gene-KLLA0_E08823g,401,243,316
gene-KLLA0_E08845g,305,314,350
gene-KLLA0_E08867g,1864,776,751
gene-KLLA0_E08889g,671,428,556
gene-KLLA0_E08911g,809,459,462
gene-KLLA0_E08933g,187,74,81
gene-KLLA0_E08955g,2473,1156,1228
gene-KLLA0_E08977g,1714,1638,1929
gene-KLLA0_E08999g,3542,2940,3357
gene-KLLA0_E09021g,572,8420,10594
gene-KLLA0_E09043g,796,1212,1243
gene-KLLA0_E09065g,1949,3888,4468
gene-KLLA0_E09087g,1942,1681,2064
gene-KLLA0_E09109g,601,12335,14603
gene-KLLA0_E09131g,873,575,674
gene-KLLA0_E09153g,41,24,25
gene-KLLA0_E09175g,3487,754,841
gene-KLLA0_E09197g,1677,1568,1824
gene-KLLA0_E09219g,657,578,644
gene-KLLA0_E09241g,307,507,580
gene-KLLA0_E09263g,4713,3154,4104
gene-KLLA0_E09285g,1239,735,928
gene-KLLA0_E09307g,988,542,695
gene-KLLA0_E09329g,312,175,316
gene-KLLA0_E09351g,671,568,655
gene-KLLA0_E09373g,2640,2149,2570
gene-KLLA0_E09395g,1005,603,680
gene-KLLA0_E09417g,235,161,172
gene-KLLA0_E09439g,770,962,1172
gene-KLLA0_E09461g,327,461,580
gene-KLLA0_E09483g,512,189,193
gene-KLLA0_E09505g,1723,1266,1305
gene-KLLA0_E09527g,998,624,625
gene-KLLA0_E09549g,514,424,457
gene-KLLA0_E09571g,20,20,15
gene-KLLA0_E09593g,460,90,82
gene-KLLA0_E09615g,917,855,1014
gene-KLLA0_E09637g,307,2003,2314
gene-KLLA0_E09659r,0,0,0
gene-KLLA0_E09681g,1006,439,471
gene-KLLA0_E09703g,543,734,721
gene-KLLA0_E09725g,328,222,224
gene-KLLA0_E09747g,205,132,107
gene-KLLA0_E09769g,2791,2150,2517
gene-KLLA0_E09791g,2558,2663,2930
gene-KLLA0_E09813g,13883,5102,5787
gene-KLLA0_E09835g,642,396,468
gene-KLLA0_E09857g,1003,252,301
gene-KLLA0_E09879g,627,309,299
gene-KLLA0_E09901g,231,79,86
gene-KLLA0_E09923g,729,380,420
gene-KLLA0_E09945g,2345,1350,1726
gene-KLLA0_E09967g,1568,737,916
gene-KLLA0_E09989g,654,629,585
gene-KLLA0_E10011g,725,493,500
gene-KLLA0_E10033g,397,275,327
gene-KLLA0_E10055g,232,358,443
gene-KLLA0_E10077g,758,556,561
gene-KLLA0_E10099g,1110,1064,1257
gene-KLLA0_E10121g,629,400,467
gene-KLLA0_E10143g,16465,14696,18339
gene-KLLA0_E10165g,198,110,106
gene-KLLA0_E10187g,353,2146,2153
gene-KLLA0_E10209g,322,335,453
gene-KLLA0_E10231g,2005,1567,1897
gene-KLLA0_E10253g,4234,795,1322
gene-KLLA0_E10275g,1136,869,1109
gene-KLLA0_E10297g,1168,729,852
gene-KLLA0_E10319g,351,282,344
gene-KLLA0_E10341g,1944,822,987
gene-KLLA0_E10363g,601,247,269
gene-KLLA0_E10385g,1769,3039,3605
gene-KLLA0_E10407g,3835,2774,3168
gene-KLLA0_E10429g,557,271,315
gene-KLLA0_E10451g,824,828,926
gene-KLLA0_E10473g,926,620,701
gene-KLLA0_E10495g,98,104,114
gene-KLLA0_E10517g,6509,5874,6399
gene-KLLA0_E10539g,624,260,279
gene-KLLA0_E10561g,8413,4019,4572
gene-KLLA0_E10583g,478,546,602
gene-KLLA0_E10605g,232,151,130
gene-KLLA0_E10627g,802,790,855
gene-KLLA0_E10649g,2693,4622,5720
gene-KLLA0_E10671g,1425,846,975
gene-KLLA0_E10693g,1855,1141,1191
gene-KLLA0_E10715g,4700,2645,2702
gene-KLLA0_E10737g,177,112,122
gene-KLLA0_E10759r,0,0,0
gene-KLLA0_E10781g,114,173,215
gene-KLLA0_E10803g,185,393,448
gene-KLLA0_E10825g,965,1644,1688
gene-KLLA0_E10847g,242,8933,11358
gene-KLLA0_E10869g,354,14602,17406
gene-KLLA0_E10891g,10,2,0
gene-KLLA0_E10913g,318,639,818
gene-KLLA0_E10935g,460,96,96
gene-KLLA0_E11001g,60,132,102
gene-KLLA0_E11023g,954,2904,2904
gene-KLLA0_E11045g,1006,557,599
gene-KLLA0_E11067g,1866,2753,2704
gene-KLLA0_E11089g,1780,648,793
gene-KLLA0_E11111g,2354,7597,8064
gene-KLLA0_E11133g,422,366,511
gene-KLLA0_E11155g,2631,2004,2484
gene-KLLA0_E11177g,1556,1211,1389
gene-KLLA0_E11199g,531,739,814
gene-KLLA0_E11221g,794,750,744
gene-KLLA0_E11243g,890,1284,1540
gene-KLLA0_E11265g,30392,26425,30095
gene-KLLA0_E11287g,1477,2644,3599
gene-KLLA0_E11309g,1112,1114,1259
gene-KLLA0_E11331g,1547,1404,1370
gene-KLLA0_E11353g,1153,1137,1196
gene-KLLA0_E11375g,2302,1325,1601
gene-KLLA0_E11397g,1090,559,638
gene-KLLA0_E11419g,1486,1039,1269
gene-KLLA0_E11441g,1324,703,802
gene-KLLA0_E11485g,3607,1642,2080
gene-KLLA0_E11507g,8449,4774,5444
gene-KLLA0_E11529g,5199,3583,3619
gene-KLLA0_E11551g,2502,4278,5030
gene-KLLA0_E11573g,788,1105,1249
gene-KLLA0_E11595g,3741,2265,2505
gene-KLLA0_E11617g,335,253,273
gene-KLLA0_E11639g,179,171,161
gene-KLLA0_E11661g,357,5985,8738
gene-KLLA0_E11683g,589,987,1007
gene-KLLA0_E11705g,539,1234,1417
gene-KLLA0_E11727g,8,9,22
gene-KLLA0_E11749r,0,0,0
gene-KLLA0_E11771g,2376,3016,3344
gene-KLLA0_E11793g,3495,3758,3844
gene-KLLA0_E11815g,2849,2262,2336
gene-KLLA0_E11837g,355,524,604
gene-KLLA0_E11859g,102340,92543,112770
gene-KLLA0_E11881g,2181,435,517
gene-KLLA0_E11903g,5201,2533,3071
gene-KLLA0_E11925g,1472,2139,2184
gene-KLLA0_E11947g,3504,3679,3856
gene-KLLA0_E11969r,0,0,0
gene-KLLA0_E11991r,0,0,0
gene-KLLA0_E12013g,1335,979,1156
gene-KLLA0_E12035g,483,113,174
gene-KLLA0_E12057g,5096,3531,4045
gene-KLLA0_E12079g,4310,2401,2912
gene-KLLA0_E12101g,20919,3006,3171
gene-KLLA0_E12123g,3532,4605,5773
gene-KLLA0_E12145g,795,707,759
gene-KLLA0_E12167g,26,24,19
gene-KLLA0_E12189g,184,126,174
gene-KLLA0_E12211g,142,279,540
gene-KLLA0_E12233g,155,296,376
gene-KLLA0_E12255g,2320,2178,2506
gene-KLLA0_E12277g,1783,26891,31929
gene-KLLA0_E12299r,0,0,0
gene-KLLA0_E12321g,1102,1659,1850
gene-KLLA0_E12343g,1325,785,865
gene-KLLA0_E12365g,15461,19031,23740
gene-KLLA0_E12387g,28,44,40
gene-KLLA0_E12409g,512,825,808
gene-KLLA0_E12431g,267,314,456
gene-KLLA0_E12453g,353,19956,26344
gene-KLLA0_E12475g,828,1334,1464
gene-KLLA0_E12497g,532,1139,935
gene-KLLA0_E12519g,1516,2566,2978
gene-KLLA0_E12541g,835,1523,1262
gene-KLLA0_E12563g,3045,2507,2804
gene-KLLA0_E12585g,1929,1884,2057
gene-KLLA0_E12607g,554,419,466
gene-KLLA0_E12629g,334,272,301
gene-KLLA0_E12651g,876,582,593
gene-KLLA0_E12673g,771,793,944
gene-KLLA0_E12695g,1729,4758,6386
gene-KLLA0_E12717g,620,824,988
gene-KLLA0_E12739g,588,877,1019
gene-KLLA0_E12761g,744,965,1112
gene-KLLA0_E12783g,660,630,562
gene-KLLA0_E12805g,325,234,235
gene-KLLA0_E12827g,11693,3712,4386
gene-KLLA0_E12849g,2286,2341,2754
gene-KLLA0_E12871g,453,317,458
gene-KLLA0_E12893g,478,616,749
gene-KLLA0_E12915g,12096,23156,25661
gene-KLLA0_E12937g,169,134,196
gene-KLLA0_E12959g,831,773,878
gene-KLLA0_E12981g,425,482,485
gene-KLLA0_E13003g,1456,912,960
gene-KLLA0_E13025g,3717,2860,3174
gene-KLLA0_E13047g,560,1465,1786
gene-KLLA0_E13069g,2977,946,1426
gene-KLLA0_E13091g,1036,546,673
gene-KLLA0_E13113g,1189,439,430
gene-KLLA0_E13135g,599,1212,1339
gene-KLLA0_E13157g,705,468,606
gene-KLLA0_E13179g,1788,1037,1200
gene-KLLA0_E13201g,905,985,1064
gene-KLLA0_E13223g,2770,3278,3499
gene-KLLA0_E13245r,0,0,0
gene-KLLA0_E13267g,1327,1286,1284
gene-KLLA0_E13289g,10490,8717,9858
gene-KLLA0_E13311g,3595,1492,1831
gene-KLLA0_E13333g,324,628,692
gene-KLLA0_E13355g,118,266,369
gene-KLLA0_E13377g,618,580,503
gene-KLLA0_E13399g,499,403,403
gene-KLLA0_E13421g,2988,2073,1912
gene-KLLA0_E13443g,2202,2370,2452
gene-KLLA0_E13465g,675,813,797
gene-KLLA0_E13487g,131,117,124
gene-KLLA0_E13509g,1121,1172,1400
gene-KLLA0_E13531g,1839,1852,2000
gene-KLLA0_E13553g,2311,1393,1625
gene-KLLA0_E13575g,6402,6310,6873
gene-KLLA0_E13597g,1549,1559,1376
gene-KLLA0_E13619g,983,777,921
gene-KLLA0_E13641g,240,411,516
gene-KLLA0_E13663g,379,170,192
gene-KLLA0_E13685g,1364,1006,1288
gene-KLLA0_E13707g,1311,619,788
gene-KLLA0_E13729g,822,726,891
gene-KLLA0_E13751g,331,282,383
gene-KLLA0_E13773g,6625,3128,3423
gene-KLLA0_E13795g,1169,1232,1462
gene-KLLA0_E13817g,3699,6326,7041
gene-KLLA0_E13839g,1699,1041,1676
gene-KLLA0_E13861g,1238,1472,2142
gene-KLLA0_E13883g,663,141,114
gene-KLLA0_E13905g,359,602,684
gene-KLLA0_E13927g,530,286,323
gene-KLLA0_E13949g,1603,1665,2026
gene-KLLA0_E13971g,1269,754,867
gene-KLLA0_E13993g,508,420,455
gene-KLLA0_E14015g,1321,3443,4174
gene-KLLA0_E14037g,5230,3590,4570
gene-KLLA0_E14059g,2329,1069,1168
gene-KLLA0_E14081r,0,0,0
gene-KLLA0_E14103g,1723,2296,2840
gene-KLLA0_E14125g,709,561,699
gene-KLLA0_E14147g,2018,1273,1492
gene-KLLA0_E14169g,275,228,337
gene-KLLA0_E14191g,1877,1866,2198
gene-KLLA0_E14213g,678,448,522
gene-KLLA0_E14235g,29,36,33
gene-KLLA0_E14257g,276,356,366
gene-KLLA0_E14301g,1022,818,979
gene-KLLA0_E14323g,605,310,398
gene-KLLA0_E14345g,714,684,856
gene-KLLA0_E14367g,712,541,594
gene-KLLA0_E14389g,1405,981,1172
gene-KLLA0_E14411g,29773,18696,26295
gene-KLLA0_E14433g,395,303,330
gene-KLLA0_E14477g,1210,691,750
gene-KLLA0_E14499g,375,433,452
gene-KLLA0_E14543g,306,240,211
gene-KLLA0_E14587g,1897,1689,1700
gene-KLLA0_E14609g,475,498,583
gene-KLLA0_E14631g,450,251,301
gene-KLLA0_E14653g,223,117,108
gene-KLLA0_E14675g,438,325,348
gene-KLLA0_E14697g,1215,706,662
gene-KLLA0_E14719g,659,659,640
gene-KLLA0_E14741g,343,304,374
gene-KLLA0_E14763g,1513,1059,1331
gene-KLLA0_E14785g,636,378,457
gene-KLLA0_E14807g,425,466,453
gene-KLLA0_E14829g,811,471,523
gene-KLLA0_E14851g,1340,1089,1408
gene-KLLA0_E14873r,0,0,0
gene-KLLA0_E14895g,1317,1618,2507
gene-KLLA0_E14917g,294,594,706
gene-KLLA0_E14939g,1047,1832,1867
gene-KLLA0_E14961g,7657,3996,4836
gene-KLLA0_E14983g,3188,3043,3987
gene-KLLA0_E15005g,791,441,534
gene-KLLA0_E15027g,20699,9345,11296
gene-KLLA0_E15049g,5011,4664,5785
gene-KLLA0_E15071g,1773,1348,1700
gene-KLLA0_E15093g,225,701,929
gene-KLLA0_E15115g,3916,2530,2896
gene-KLLA0_E15137g,428,293,388
gene-KLLA0_E15159g,1048,869,1045
gene-KLLA0_E15181g,201,57,63
gene-KLLA0_E15203g,59,13,31
gene-KLLA0_E15225g,608,729,767
gene-KLLA0_E15247g,1153,601,747
gene-KLLA0_E15269g,424,223,245
gene-KLLA0_E15291g,4486,2943,3330
gene-KLLA0_E15313g,2649,2871,3026
gene-KLLA0_E15335g,1861,916,946
gene-KLLA0_E15357g,5784,5806,5631
gene-KLLA0_E15379g,184,158,145
gene-KLLA0_E15401g,1969,345,358
gene-KLLA0_E15423g,716,247,283
gene-KLLA0_E15445g,748,1014,1034
gene-KLLA0_E15467g,238,1561,1626
gene-KLLA0_E15489g,618,515,505
gene-KLLA0_E15511g,1407,1461,1560
gene-KLLA0_E15533g,155,44,50
gene-KLLA0_E15555g,2222,1484,1494
gene-KLLA0_E15577g,1107,306,352
gene-KLLA0_E15599g,2052,1060,1341
gene-KLLA0_E15621g,485,625,728
gene-KLLA0_E15643r,0,0,0
gene-KLLA0_E15665g,61,2,3
gene-KLLA0_E15687g,6413,2291,2550
gene-KLLA0_E15709g,1494,501,705
gene-KLLA0_E15731g,2782,1679,1806
gene-KLLA0_E15753g,1252,386,285
gene-KLLA0_E15775g,1478,3286,3944
gene-KLLA0_E15797g,869,697,795
gene-KLLA0_E15819g,762,771,975
gene-KLLA0_E15841g,1486,559,652
gene-KLLA0_E15863g,129,18,17
gene-KLLA0_E15885g,909,240,299
gene-KLLA0_E15907g,429,392,447
gene-KLLA0_E15929r,0,1,4
gene-KLLA0_E15973g,998,1832,1700
gene-KLLA0_E15995g,118,185,227
gene-KLLA0_E16017g,365,857,944
gene-KLLA0_E16039g,709,1382,1762
gene-KLLA0_E16061g,3666,3111,3424
gene-KLLA0_E16083g,2587,1979,2068
gene-KLLA0_E16105g,819,508,631
gene-KLLA0_E16127g,69,175,240
gene-KLLA0_E16149g,0,0,0
gene-KLLA0_E16171g,412,19214,23570
gene-KLLA0_E16193g,1855,974,1047
gene-KLLA0_E16215g,254,1349,1553
gene-KLLA0_E16237g,785,1552,1889
gene-KLLA0_E16259g,771,639,688
gene-KLLA0_E16281g,6742,11904,13153
gene-KLLA0_E16303g,221950,441904,495417
gene-KLLA0_E16325g,1769,1646,1563
gene-KLLA0_E16347g,2126,2359,3142
gene-KLLA0_E16369g,1370,1041,1207
gene-KLLA0_E16391g,1808,2116,2760
gene-KLLA0_E16413g,218,102,131
gene-KLLA0_E16435g,1234,624,695
gene-KLLA0_E16457g,115,56,57
gene-KLLA0_E16501g,500,430,489
gene-KLLA0_E16523g,680,1107,1091
gene-KLLA0_E16545g,9176,7652,8626
gene-KLLA0_E16567g,2181,1212,1460
gene-KLLA0_E16589g,285,161,190
gene-KLLA0_E16611g,1055,1442,1801
gene-KLLA0_E16633g,163,429,445
gene-KLLA0_E16655g,1321,1466,1613
gene-KLLA0_E16677g,393,248,252
gene-KLLA0_E16699g,859,568,615
gene-KLLA0_E16721g,1507,1520,1626
gene-KLLA0_E16743g,1071,1341,1439
gene-KLLA0_E16765g,5593,11206,12408
gene-KLLA0_E16787g,3161,1697,2089
gene-KLLA0_E16809r,0,0,0
gene-KLLA0_E16831g,1045,466,584
gene-KLLA0_E16853g,94,32,44
gene-KLLA0_E16875g,1008,611,561
gene-KLLA0_E16897g,4186,563,706
gene-KLLA0_E16919g,2817,2378,2517
gene-KLLA0_E16941g,3463,2728,3245
gene-KLLA0_E16963g,2200,1595,1840
gene-KLLA0_E16985g,457,294,242
gene-KLLA0_E17007g,191,215,217
gene-KLLA0_E17029g,1693,969,1087
gene-KLLA0_E17051g,1404,1281,1631
gene-KLLA0_E17073g,2277,2052,1967
gene-KLLA0_E17095g,2099,859,1026
gene-KLLA0_E17117g,1326,778,881
gene-KLLA0_E17139g,1014,588,574
gene-KLLA0_E17161g,927,1058,1114
gene-KLLA0_E17183g,951,1358,1502
gene-KLLA0_E17205g,304,386,436
gene-KLLA0_E17227g,3651,3650,4789
gene-KLLA0_E17249g,47,3,6
gene-KLLA0_E17271g,7532,4861,5359
gene-KLLA0_E17293g,7,13,7
gene-KLLA0_E17315g,3259,1636,2081
gene-KLLA0_E17337g,7171,3424,4684
gene-KLLA0_E17359g,9194,5319,6578
gene-KLLA0_E17381g,1053,757,904
gene-KLLA0_E17403g,1268,1181,1467
gene-KLLA0_E17425g,1131,1228,1373
gene-KLLA0_E17447g,1070,471,500
gene-KLLA0_E17469g,1278,773,925
gene-KLLA0_E17491g,1082,1253,1581
gene-KLLA0_E17513g,562,565,687
gene-KLLA0_E17535g,1609,803,1072
gene-KLLA0_E17557g,1626,1293,1378
gene-KLLA0_E17579g,3142,2503,2529
gene-KLLA0_E17601g,8878,4054,5181
gene-KLLA0_E17623g,11631,6170,7664
gene-KLLA0_E17645g,623,702,915
gene-KLLA0_E17667g,13151,12664,15190
gene-KLLA0_E17689r,0,0,0
gene-KLLA0_E17711g,327,184,226
gene-KLLA0_E17733g,1797,1339,1620
gene-KLLA0_E17755g,3102,3178,3713
gene-KLLA0_E17777g,2430,1859,2200
gene-KLLA0_E17799g,642,1101,1505
gene-KLLA0_E17821g,4023,1825,2327
gene-KLLA0_E17843g,1830,1219,1445
gene-KLLA0_E17865g,534,188,223
gene-KLLA0_E17887g,4138,3085,3355
gene-KLLA0_E17909g,2044,2134,2253
gene-KLLA0_E17931g,4143,1797,2328
gene-KLLA0_E17953g,7726,7382,8438
gene-KLLA0_E17975g,977,570,712
gene-KLLA0_E17997g,559,499,489
gene-KLLA0_E18019g,589,220,198
gene-KLLA0_E18041g,279,104,157
gene-KLLA0_E18063g,648,470,563
gene-KLLA0_E18085g,1278,829,850
gene-KLLA0_E18107g,5266,3741,4838
gene-KLLA0_E18129g,1542,1137,1065
gene-KLLA0_E18151g,1060,1090,1246
gene-KLLA0_E18173g,897,560,663
gene-KLLA0_E18195g,2421,2256,2024
gene-KLLA0_E18217g,2086,1138,1481
gene-KLLA0_E18239g,1124,848,951
gene-KLLA0_E18261g,650,611,836
gene-KLLA0_E18283g,1258,855,997
gene-KLLA0_E18305g,558,271,304
gene-KLLA0_E18327g,265,47,64
gene-KLLA0_E18349g,2198,1421,1612
gene-KLLA0_E18371g,623,484,519
gene-KLLA0_E18393g,102,46,74
gene-KLLA0_E18415g,43,41,59
gene-KLLA0_E18459g,345,298,304
gene-KLLA0_E18481g,2072,2584,2497
gene-KLLA0_E18503g,1148,951,1011
gene-KLLA0_E18525g,724,753,858
gene-KLLA0_E18547g,734,502,382
gene-KLLA0_E18569g,375,288,334
gene-KLLA0_E18613g,1402,1165,1142
gene-KLLA0_E18635g,1643,4430,5236
gene-KLLA0_E18657g,1309,1332,1485
gene-KLLA0_E18679g,1128,1040,1128
gene-KLLA0_E18701g,639,497,538
gene-KLLA0_E18723g,4321,5065,5696
gene-KLLA0_E18745g,1106,886,912
gene-KLLA0_E18767g,1755,1779,1667
gene-KLLA0_E18789g,1314,1444,1744
gene-KLLA0_E18811g,1916,1053,1302
gene-KLLA0_E18833g,1751,1004,1096
gene-KLLA0_E18855g,835,693,650
gene-KLLA0_E18877g,1782,2545,2750
gene-KLLA0_E18899g,859,1087,1239
gene-KLLA0_E18921g,36,72,61
gene-KLLA0_E18943g,1254,630,652
gene-KLLA0_E18965g,2361,2759,2703
gene-KLLA0_E18987g,659,482,576
gene-KLLA0_E19009g,832,406,485
gene-KLLA0_E19031g,630,1635,1573
gene-KLLA0_E19053g,4233,2123,2939
gene-KLLA0_E19075g,11,9,19
gene-KLLA0_E19097g,5663,6537,7625
gene-KLLA0_E19119g,641,399,448
gene-KLLA0_E19141g,796,662,756
gene-KLLA0_E19163g,477,417,467
gene-KLLA0_E19185g,1156,923,1148
gene-KLLA0_E19207g,1042,1207,1182
gene-KLLA0_E19229g,1098,978,800
gene-KLLA0_E19251g,2220,780,911
gene-KLLA0_E19273g,2596,1417,1608
gene-KLLA0_E19295g,3087,357,471
gene-KLLA0_E19317g,95,35,39
gene-KLLA0_E19339g,317,123,177
gene-KLLA0_E19361g,735,534,742
gene-KLLA0_E19383g,674,885,941
gene-KLLA0_E19405g,2537,2217,2573
gene-KLLA0_E19427g,170,131,172
gene-KLLA0_E19449g,1307,727,864
gene-KLLA0_E19471g,3489,3128,3679
gene-KLLA0_E19493g,1257,376,438
gene-KLLA0_E19515g,1463,1952,2448
gene-KLLA0_E19537g,1724,1987,2282
gene-KLLA0_E19559g,1274,736,747
gene-KLLA0_E19581g,345,940,1292
gene-KLLA0_E19603g,750,1037,1098
gene-KLLA0_E19625g,14924,12010,13195
gene-KLLA0_E19647g,841,457,480
gene-KLLA0_E19669g,2013,2035,2474
gene-KLLA0_E19691g,1136,813,963
gene-KLLA0_E19713g,1937,827,1011
gene-KLLA0_E19735g,1182,513,584
gene-KLLA0_E19757g,1645,1764,2046
gene-KLLA0_E19779g,5104,4440,5524
gene-KLLA0_E19801g,1025,848,1080
gene-KLLA0_E19823g,699,560,864
gene-KLLA0_E19845g,3554,4100,3587
gene-KLLA0_E19867g,16,12,8
gene-KLLA0_E19889g,7678,2063,2248
gene-KLLA0_E19911g,1141,868,928
gene-KLLA0_E19933g,596,1680,1696
gene-KLLA0_E19955g,1349,846,995
gene-KLLA0_E19977g,4251,4251,5434
gene-KLLA0_E19999g,1517,2193,2690
gene-KLLA0_E20021g,277,497,629
gene-KLLA0_E20043g,2674,1653,1885
gene-KLLA0_E20065g,17678,12541,12856
gene-KLLA0_E20087g,9,24,12
gene-KLLA0_E20109g,195,195,189
gene-KLLA0_E20131g,1811,1762,1878
gene-KLLA0_E20153g,180,197,276
gene-KLLA0_E20175g,176,267,364
gene-KLLA0_E20197g,2770,1406,1755
gene-KLLA0_E20219g,564,770,835
gene-KLLA0_E20241g,1585,1058,1372
gene-KLLA0_E20263g,1439,1572,1785
gene-KLLA0_E20285g,3571,773,1009
gene-KLLA0_E20307g,738,767,604
gene-KLLA0_E20329r,0,0,0
gene-KLLA0_E20351g,1160,1233,1346
gene-KLLA0_E20373g,1250,1455,1751
gene-KLLA0_E20395g,1328,1098,1335
gene-KLLA0_E20417g,897,693,761
gene-KLLA0_E20439g,21,45,34
gene-KLLA0_E20461g,746,26428,34314
gene-KLLA0_E20483r,0,0,0
gene-KLLA0_E20505g,63,116,107
gene-KLLA0_E20527g,48953,2099,2334
gene-KLLA0_E20549g,4960,7317,8403
gene-KLLA0_E20571g,301,294,305
gene-KLLA0_E20593g,2941,428,504
gene-KLLA0_E20615g,3304,3408,3529
gene-KLLA0_E20637g,40,2,1
gene-KLLA0_E20659g,543,437,483
gene-KLLA0_E20681g,417,962,757
gene-KLLA0_E20703g,2215,1782,2162
gene-KLLA0_E20725g,2000,1923,1665
gene-KLLA0_E20747g,870,593,720
gene-KLLA0_E20769g,2619,2470,2634
gene-KLLA0_E20791g,2338,2319,2266
gene-KLLA0_E20813g,804,840,771
gene-KLLA0_E20835g,873,1450,1531
gene-KLLA0_E20857g,1199,756,838
gene-KLLA0_E20879g,3238,2041,2220
gene-KLLA0_E20901g,486,397,414
gene-KLLA0_E20923g,225,170,169
gene-KLLA0_E20945g,507,448,437
gene-KLLA0_E20967g,1998,1527,1587
gene-KLLA0_E20989g,576,299,327
gene-KLLA0_E21011g,2253,2898,3975
gene-KLLA0_E21033g,3864,2139,2462
gene-KLLA0_E21055g,1723,1025,1166
gene-KLLA0_E21077g,2111,796,1052
gene-KLLA0_E21099g,463,521,521
gene-KLLA0_E21121g,792,704,809
gene-KLLA0_E21143g,1528,760,858
gene-KLLA0_E21165g,631,684,814
gene-KLLA0_E21187g,541,415,430
