TXNAME	GENEID
orf19.1708-T	orf19.1708
orf19.1702-T	orf19.1702
orf19.1700-T	orf19.1700
orf19.1698-T	orf19.1698
orf19.1691-T	orf19.1691
orf19.1687-T	orf19.1687
orf19.1686-T	orf19.1686
orf19.1685-T	orf19.1685
orf19.1684-T	orf19.1684
orf19.1683-T	orf19.1683
orf19.1682-T	orf19.1682
orf19.1681-T	orf19.1681
orf19.1680-T	orf19.1680
orf19.1678-T	orf19.1678
orf19.1677-T	orf19.1677
orf19.1675-T	orf19.1675
orf19.1674-T	orf19.1674
orf19.1669-T	orf19.1669
orf19.1664-T	orf19.1664
orf19.1662-T	orf19.1662
orf19.1659-T	orf19.1659
orf19.1655-T	orf19.1655
orf19.1649-T	orf19.1649
orf19.1648-T	orf19.1648
orf19.1646-T	orf19.1646
orf19.1643-T	orf19.1643
orf19.1641-T	orf19.1641
orf19.1638-T	orf19.1638
orf19.1636-T	orf19.1636
orf19.1635-T	orf19.1635
orf19.1634-T	orf19.1634
orf19.1633-T	orf19.1633
orf19.1624.1-T	orf19.1624.1
orf19.1623-T	orf19.1623
orf19.1618.1-T	orf19.1618.1
orf19.1617-T	orf19.1617
orf19.1616-T	orf19.1616
orf19.1614-T	orf19.1614
orf19.1613-T	orf19.1613
orf19.1610-T	orf19.1610
orf19.1609-T	orf19.1609
orf19.1606-T	orf19.1606
orf19.231-T	orf19.231
orf19.233.1-T	orf19.233.1
orf19.240-T	orf19.240
tM(CAU)1-T	tM(CAU)1
orf19.242.2-T	orf19.242.2
orf19.245-T	orf19.245
orf19.246-T	orf19.246
orf19.248-T	orf19.248
orf19.257-T	orf19.257
orf19.258-T	orf19.258
orf19.259-T	orf19.259
orf19.262-T	orf19.262
orf19.263.1-T	orf19.263.1
orf19.264-T	orf19.264
orf19.265-T	orf19.265
orf19.269-T	orf19.269
orf19.270-T	orf19.270
orf19.271-T	orf19.271
orf19.274-T	orf19.274
orf19.275-T	orf19.275
orf19.277-T	orf19.277
orf19.279-T	orf19.279
orf19.281-T	orf19.281
orf19.284-T	orf19.284
orf19.285-T	orf19.285
orf19.286-T	orf19.286
orf19.296-T	orf19.296
orf19.298-T	orf19.298
orf19.300-T	orf19.300
orf19.302-T	orf19.302
orf19.304-T	orf19.304
orf19.305-T	orf19.305
orf19.306-T	orf19.306
orf19.308-T	orf19.308
orf19.314-T	orf19.314
orf19.316-T	orf19.316
orf19.320-T	orf19.320
orf19.323-T	orf19.323
orf19.325-T	orf19.325
orf19.326-T	orf19.326
orf19.330.1-T	orf19.330.1
tE(UUC)1-T	tE(UUC)1
orf19.333-T	orf19.333
orf19.335-T	orf19.335
orf19.345-T	orf19.345
orf19.347-T	orf19.347
orf19.348-T	orf19.348
orf19.351-T	orf19.351
orf19.352-T	orf19.352
orf19.354-T	orf19.354
orf19.357-T	orf19.357
orf19.360-T	orf19.360
orf19.6958-T	orf19.6958
orf19.6956-T	orf19.6956
orf19.6955-T	orf19.6955
orf19.6953-T	orf19.6953
orf19.6952-T	orf19.6952
orf19.6951-T	orf19.6951
orf19.6950-T	orf19.6950
orf19.6948-T	orf19.6948
orf19.6947-T	orf19.6947
orf19.6943-T	orf19.6943
orf19.6941-T	orf19.6941
orf19.6940-T	orf19.6940
orf19.6938-T	orf19.6938
orf19.6937-T	orf19.6937
orf19.6936-T	orf19.6936
orf19.6933-T	orf19.6933
orf19.6929-T	orf19.6929
orf19.6926-T	orf19.6926
orf19.6924-T	orf19.6924
orf19.6923.1-T	orf19.6923.1
orf19.6923-T	orf19.6923
orf19.6922-T	orf19.6922
orf19.2804-T	orf19.2804
tA(AGC)2-T	tA(AGC)2
orf19.913.2-T	orf19.913.2
orf19.5854-T	orf19.5854
orf19.5854.1-T	orf19.5854.1
orf19.5857-T	orf19.5857
snR17A-T	snR17A
orf19.5859-T	orf19.5859
orf19.5860-T	orf19.5860
orf19.5861-T	orf19.5861
orf19.5861.1-T	orf19.5861.1
orf19.5862-T	orf19.5862
orf19.5863-T	orf19.5863
orf19.5865-T	orf19.5865
orf19.5867-T	orf19.5867
orf19.5869-T	orf19.5869
orf19.5875-T	orf19.5875
orf19.5877-T	orf19.5877
orf19.5880-T	orf19.5880
orf19.5886-T	orf19.5886
orf19.5892-T	orf19.5892
orf19.5893-T	orf19.5893
orf19.5897-T	orf19.5897
orf19.5901-T	orf19.5901
orf19.5903-T	orf19.5903
orf19.5905-T	orf19.5905
orf19.5912-T	orf19.5912
orf19.5917.3-T	orf19.5917.3
orf19.5919-T	orf19.5919
orf19.5921-T	orf19.5921
orf19.5924-T	orf19.5924
orf19.5925-T	orf19.5925
orf19.5928-T	orf19.5928
orf19.5930-T	orf19.5930
orf19.5931-T	orf19.5931
orf19.5935-T	orf19.5935
orf19.5942-T	orf19.5942
orf19.5953-T	orf19.5953
orf19.5954-T	orf19.5954
orf19.5956-T	orf19.5956
orf19.5958-T	orf19.5958
orf19.5959-T	orf19.5959
orf19.5963-T	orf19.5963
orf19.5964-T	orf19.5964
orf19.5964.2-T	orf19.5964.2
orf19.5966-T	orf19.5966
orf19.5967-T	orf19.5967
orf19.5968-T	orf19.5968
orf19.5971-T	orf19.5971
orf19.5973-T	orf19.5973
orf19.5975-T	orf19.5975
orf19.5976-T	orf19.5976
orf19.5977-T	orf19.5977
orf19.5978-T	orf19.5978
orf19.5984-T	orf19.5984
orf19.5989-T	orf19.5989
orf19.5992-T	orf19.5992
orf19.5994-T	orf19.5994
orf19.5996.1-T	orf19.5996.1
orf19.6000-T	orf19.6000
orf19.6001-T	orf19.6001
orf19.6967-T	orf19.6967
orf19.6968-T	orf19.6968
orf19.6971-T	orf19.6971
orf19.6976-T	orf19.6976
orf19.6979-T	orf19.6979
orf19.6980-T	orf19.6980
orf19.6981-T	orf19.6981
orf19.6984-T	orf19.6984
orf19.6985-T	orf19.6985
SNRNAU6-T	SNRNAU6
orf19.6986-T	orf19.6986
orf19.6988-T	orf19.6988
orf19.6991-T	orf19.6991
orf19.6992-T	orf19.6992
orf19.6995-T	orf19.6995
orf19.6996-T	orf19.6996
orf19.6997-T	orf19.6997
orf19.6998-T	orf19.6998
orf19.6999-T	orf19.6999
orf19.7001-T	orf19.7001
orf19.7347-T	orf19.7347
orf19.7349-T	orf19.7349
orf19.7350-T	orf19.7350
orf19.7357-T	orf19.7357
orf19.7361-T	orf19.7361
snR44d-T	snR44d
orf19.7363-T	orf19.7363
orf19.7364-T	orf19.7364
orf19.7365-T	orf19.7365
orf19.7369-T	orf19.7369
orf19.7370-T	orf19.7370
orf19.7371-T	orf19.7371
orf19.7372-T	orf19.7372
orf19.7374-T	orf19.7374
orf19.7376-T	orf19.7376
orf19.7377-T	orf19.7377
orf19.7381-T	orf19.7381
orf19.7382-T	orf19.7382
orf19.7383-T	orf19.7383
orf19.7384-T	orf19.7384
orf19.7385-T	orf19.7385
orf19.7387-T	orf19.7387
orf19.7389-T	orf19.7389
orf19.7395-T	orf19.7395
orf19.7396-T	orf19.7396
orf19.7397-T	orf19.7397
orf19.7410-T	orf19.7410
orf19.7409-T	orf19.7409
orf19.7404-T	orf19.7404
orf19.7403-T	orf19.7403
orf19.7402-T	orf19.7402
orf19.7400-T	orf19.7400
orf19.7398.1-T	orf19.7398.1
orf19.7419-T	orf19.7419
orf19.7420-T	orf19.7420
orf19.7424-T	orf19.7424
orf19.7398-T	orf19.7398
orf19.7428-T	orf19.7428
orf19.7433-T	orf19.7433
orf19.7434-T	orf19.7434
orf19.7436-T	orf19.7436
orf19.7437-T	orf19.7437
orf19.7438-T	orf19.7438
orf19.7442-T	orf19.7442
orf19.7445-T	orf19.7445
orf19.7447-T	orf19.7447
orf19.7448-T	orf19.7448
orf19.7450-T	orf19.7450
orf19.7451-T	orf19.7451
orf19.7452-T	orf19.7452
orf19.7453-T	orf19.7453
orf19.6832-T	orf19.6832
orf19.6831-T	orf19.6831
orf19.6830-T	orf19.6830
orf19.6829-T	orf19.6829
orf19.6828.1-T	orf19.6828.1
orf19.6828-T	orf19.6828
orf19.6827-T	orf19.6827
orf19.6824-T	orf19.6824
orf19.6821-T	orf19.6821
orf19.6817-T	orf19.6817
orf19.6814-T	orf19.6814
orf19.6813-T	orf19.6813
orf19.6812-T	orf19.6812
orf19.6811-T	orf19.6811
orf19.6809-T	orf19.6809
orf19.6807-T	orf19.6807
orf19.6805-T	orf19.6805
orf19.6804-T	orf19.6804
orf19.6803-T	orf19.6803
orf19.6802-T	orf19.6802
orf19.6801-T	orf19.6801
orf19.6800-T	orf19.6800
orf19.6798-T	orf19.6798
orf19.6795-T	orf19.6795
orf19.6794-T	orf19.6794
orf19.6792-T	orf19.6792
orf19.6791-T	orf19.6791
orf19.6789-T	orf19.6789
orf19.6788-T	orf19.6788
orf19.6787-T	orf19.6787
orf19.6784-T	orf19.6784
orf19.6780-T	orf19.6780
orf19.6778-T	orf19.6778
orf19.6777-T	orf19.6777
orf19.6776-T	orf19.6776
orf19.6769-T	orf19.6769
orf19.6766-T	orf19.6766
orf19.6760-T	orf19.6760
orf19.6758-T	orf19.6758
orf19.6757-T	orf19.6757
orf19.6756-T	orf19.6756
orf19.6755-T	orf19.6755
orf19.6754-T	orf19.6754
orf19.6753-T	orf19.6753
orf19.6751-T	orf19.6751
orf19.6748-T	orf19.6748
orf19.6747-T	orf19.6747
orf19.6745-T	orf19.6745
orf19.6742-T	orf19.6742
orf19.6741-T	orf19.6741
orf19.6740-T	orf19.6740
orf19.6739-T	orf19.6739
orf19.6738-T	orf19.6738
tR(UCU)5-T	tR(UCU)5
tF(GAA)5-T	tF(GAA)5
orf19.6734-T	orf19.6734
orf19.6731.1-T	orf19.6731.1
orf19.6731-T	orf19.6731
orf19.6730-T	orf19.6730
orf19.6729-T	orf19.6729
orf19.6722-T	orf19.6722
orf19.6720-T	orf19.6720
orf19.6719-T	orf19.6719
orf19.6717-T	orf19.6717
orf19.6716-T	orf19.6716
orf19.6713-T	orf19.6713
orf19.6712-T	orf19.6712
orf19.6710-T	orf19.6710
orf19.6173-T	orf19.6173
orf19.6177-T	orf19.6177
orf19.6178-T	orf19.6178
orf19.6180-T	orf19.6180
orf19.6181-T	orf19.6181
orf19.6183-T	orf19.6183
orf19.6185-T	orf19.6185
orf19.6187-T	orf19.6187
orf19.6189-T	orf19.6189
orf19.5474-T	orf19.5474
orf19.5469-T	orf19.5469
orf19.5468-T	orf19.5468
orf19.5463-T	orf19.5463
orf19.5459-T	orf19.5459
orf19.5457-T	orf19.5457
orf19.5455-T	orf19.5455
orf19.5454-T	orf19.5454
orf19.5450-T	orf19.5450
orf19.5449-T	orf19.5449
orf19.5446-T	orf19.5446
orf19.5445-T	orf19.5445
orf19.5444-T	orf19.5444
orf19.5443-T	orf19.5443
orf19.5442-T	orf19.5442
orf19.5441-T	orf19.5441
orf19.5438-T	orf19.5438
orf19.5430-T	orf19.5430
orf19.5429-T	orf19.5429
orf19.5426-T	orf19.5426
orf19.5424-T	orf19.5424
orf19.5420-T	orf19.5420
orf19.5417-T	orf19.5417
orf19.5413-T	orf19.5413
orf19.5410-T	orf19.5410
orf19.5409-T	orf19.5409
orf19.5408-T	orf19.5408
orf19.5407-T	orf19.5407
orf19.5406-T	orf19.5406
orf19.5394.1-T	orf19.5394.1
orf19.5390-T	orf19.5390
orf19.5389-T	orf19.5389
orf19.5388-T	orf19.5388
orf19.5378-T	orf19.5378
orf19.1288-T	orf19.1288
orf19.6155-T	orf19.6155
orf19.6156-T	orf19.6156
orf19.6160-T	orf19.6160
orf19.6166-T	orf19.6166
orf19.6167-T	orf19.6167
orf19.2499-T	orf19.2499
orf19.2503-T	orf19.2503
orf19.2508-T	orf19.2508
orf19.2509-T	orf19.2509
orf19.2510-T	orf19.2510
orf19.2513-T	orf19.2513
orf19.2515-T	orf19.2515
orf19.158-T	orf19.158
orf19.3156-T	orf19.3156
orf19.3158-T	orf19.3158
orf19.1730-T	orf19.1730
orf19.1728-T	orf19.1728
tR(CCU)1-T	tR(CCU)1
orf19.1725-T	orf19.1725
orf19.1721-T	orf19.1721
orf19.1719-T	orf19.1719
orf19.1716-T	orf19.1716
orf19.1715-T	orf19.1715
orf19.1714-T	orf19.1714
orf19.1712-T	orf19.1712
orf19.1710-T	orf19.1710
orf19.1709-T	orf19.1709
orf19.1707-T	orf19.1707
orf19.1706-T	orf19.1706
orf19.1704-T	orf19.1704
orf19.1701-T	orf19.1701
orf19.1699-T	orf19.1699
orf19.1697-T	orf19.1697
orf19.1693-T	orf19.1693
orf19.1690-T	orf19.1690
orf19.1679-T	orf19.1679
orf19.1676-T	orf19.1676
orf19.1673-T	orf19.1673
orf19.1672-T	orf19.1672
orf19.1671-T	orf19.1671
orf19.1671.1-T	orf19.1671.1
orf19.1670-T	orf19.1670
orf19.1668-T	orf19.1668
orf19.1667.1-T	orf19.1667.1
orf19.1667-T	orf19.1667
orf19.1666-T	orf19.1666
orf19.1665-T	orf19.1665
orf19.1663-T	orf19.1663
tV(AAC)2-T	tV(AAC)2
orf19.1661-T	orf19.1661
tK(UUU)1-T	tK(UUU)1
orf19.1658-T	orf19.1658
orf19.1656-T	orf19.1656
orf19.1655.3-T	orf19.1655.3
tY(GUA)2-T	tY(GUA)2
orf19.1654-T	orf19.1654
orf19.1653-T	orf19.1653
orf19.1652-T	orf19.1652
orf19.1651-T	orf19.1651
orf19.1650-T	orf19.1650
orf19.1647-T	orf19.1647
orf19.1642-T	orf19.1642
tE(UUC)2-T	tE(UUC)2
orf19.1639-T	orf19.1639
orf19.1637-T	orf19.1637
orf19.1632-T	orf19.1632
orf19.1631-T	orf19.1631
orf19.1630-T	orf19.1630
orf19.1628-T	orf19.1628
orf19.1626-T	orf19.1626
orf19.1625-T	orf19.1625
orf19.1624-T	orf19.1624
orf19.1622-T	orf19.1622
orf19.1621-T	orf19.1621
orf19.1620-T	orf19.1620
orf19.1619-T	orf19.1619
orf19.1618-T	orf19.1618
orf19.1611-T	orf19.1611
orf19.1608-T	orf19.1608
orf19.1607-T	orf19.1607
orf19.227-T	orf19.227
orf19.229-T	orf19.229
orf19.230-T	orf19.230
orf19.232-T	orf19.232
orf19.234-T	orf19.234
orf19.236-T	orf19.236
orf19.238-T	orf19.238
orf19.239-T	orf19.239
orf19.242-T	orf19.242
orf19.243-T	orf19.243
orf19.244-T	orf19.244
orf19.247-T	orf19.247
orf19.250-T	orf19.250
orf19.251-T	orf19.251
orf19.252-T	orf19.252
orf19.254-T	orf19.254
orf19.255-T	orf19.255
orf19.260-T	orf19.260
orf19.261-T	orf19.261
tF(GAA)1-T	tF(GAA)1
tR(UCU)1-T	tR(UCU)1
orf19.267-T	orf19.267
orf19.268-T	orf19.268
orf19.272-T	orf19.272
orf19.273-T	orf19.273
orf19.276-T	orf19.276
orf19.278-T	orf19.278
orf19.280-T	orf19.280
orf19.287-T	orf19.287
orf19.288-T	orf19.288
orf19.290-T	orf19.290
orf19.291-T	orf19.291
orf19.292-T	orf19.292
orf19.295-T	orf19.295
orf19.297-T	orf19.297
orf19.299-T	orf19.299
orf19.301-T	orf19.301
orf19.307-T	orf19.307
orf19.309-T	orf19.309
orf19.310-T	orf19.310
orf19.313-T	orf19.313
orf19.315-T	orf19.315
orf19.317-T	orf19.317
orf19.318-T	orf19.318
orf19.319-T	orf19.319
tK(CUU)1-T	tK(CUU)1
orf19.321-T	orf19.321
orf19.322-T	orf19.322
orf19.327-T	orf19.327
orf19.328-T	orf19.328
orf19.329-T	orf19.329
orf19.331-T	orf19.331
orf19.332-T	orf19.332
orf19.332.1-T	orf19.332.1
orf19.334-T	orf19.334
orf19.336-T	orf19.336
orf19.337-T	orf19.337
orf19.338-T	orf19.338
orf19.339-T	orf19.339
orf19.340-T	orf19.340
orf19.341-T	orf19.341
orf19.342-T	orf19.342
orf19.344-T	orf19.344
orf19.346-T	orf19.346
orf19.349-T	orf19.349
orf19.350-T	orf19.350
orf19.353-T	orf19.353
orf19.355-T	orf19.355
orf19.356-T	orf19.356
orf19.359-T	orf19.359
orf19.6957-T	orf19.6957
orf19.6949-T	orf19.6949
orf19.6944-T	orf19.6944
orf19.6942-T	orf19.6942
orf19.6939-T	orf19.6939
orf19.6934-T	orf19.6934
orf19.6931-T	orf19.6931
orf19.6930-T	orf19.6930
orf19.6928-T	orf19.6928
orf19.6927-T	orf19.6927
orf19.6925-T	orf19.6925
orf19.2813-T	orf19.2813
orf19.2812-T	orf19.2812
orf19.2810-T	orf19.2810
orf19.2809-T	orf19.2809
tE(UUC)6-T	tE(UUC)6
orf19.2808-T	orf19.2808
orf19.2805-T	orf19.2805
orf19.2803-T	orf19.2803
orf19.918-T	orf19.918
orf19.5855-T	orf19.5855
orf19.5856-T	orf19.5856
orf19.5858-T	orf19.5858
orf19.5864-T	orf19.5864
orf19.5866-T	orf19.5866
orf19.5870-T	orf19.5870
orf19.5871-T	orf19.5871
orf19.5873-T	orf19.5873
orf19.5874-T	orf19.5874
orf19.5876-T	orf19.5876
orf19.5879-T	orf19.5879
orf19.5884-T	orf19.5884
orf19.5885-T	orf19.5885
orf19.5887-T	orf19.5887
orf19.5890-T	orf19.5890
orf19.5894-T	orf19.5894
orf19.5896-T	orf19.5896
orf19.5902-T	orf19.5902
orf19.5904-T	orf19.5904
orf19.5906-T	orf19.5906
orf19.5908-T	orf19.5908
orf19.5910-T	orf19.5910
orf19.5911-T	orf19.5911
orf19.5915-T	orf19.5915
orf19.5917-T	orf19.5917
orf19.5918-T	orf19.5918
orf19.5920-T	orf19.5920
orf19.5926-T	orf19.5926
orf19.5927-T	orf19.5927
orf19.5929-T	orf19.5929
orf19.5932-T	orf19.5932
orf19.5933-T	orf19.5933
orf19.5934-T	orf19.5934
orf19.5938-T	orf19.5938
orf19.5940-T	orf19.5940
orf19.5941-T	orf19.5941
orf19.5943-T	orf19.5943
orf19.5943.1-T	orf19.5943.1
orf19.5947-T	orf19.5947
orf19.5949-T	orf19.5949
orf19.5952-T	orf19.5952
tK(CUU)2-T	tK(CUU)2
orf19.5960-T	orf19.5960
orf19.5961-T	orf19.5961
orf19.5962-T	orf19.5962
orf19.5965-T	orf19.5965
orf19.5970-T	orf19.5970
orf19.5974-T	orf19.5974
orf19.5980-T	orf19.5980
orf19.5982-T	orf19.5982
orf19.5985-T	orf19.5985
orf19.5986-T	orf19.5986
orf19.5987-T	orf19.5987
orf19.5991-T	orf19.5991
orf19.5995-T	orf19.5995
orf19.5999-T	orf19.5999
orf19.6002-T	orf19.6002
orf19.6003-T	orf19.6003
orf19.6005-T	orf19.6005
orf19.6007-T	orf19.6007
orf19.6008-T	orf19.6008
orf19.6966-T	orf19.6966
orf19.6970-T	orf19.6970
orf19.6972-T	orf19.6972
orf19.6973-T	orf19.6973
orf19.6975-T	orf19.6975
orf19.6977-T	orf19.6977
orf19.6978-T	orf19.6978
orf19.6982-T	orf19.6982
orf19.6983-T	orf19.6983
tV(AAC)5-T	tV(AAC)5
tV(AAC)6-T	tV(AAC)6
orf19.6987-T	orf19.6987
orf19.6989-T	orf19.6989
orf19.6990-T	orf19.6990
orf19.6993-T	orf19.6993
orf19.6994-T	orf19.6994
orf19.7002-T	orf19.7002
orf19.7348-T	orf19.7348
orf19.7353-T	orf19.7353
orf19.7354-T	orf19.7354
orf19.7355-T	orf19.7355
orf19.7356-T	orf19.7356
orf19.7358-T	orf19.7358
orf19.7359-T	orf19.7359
orf19.7360-T	orf19.7360
orf19.7362-T	orf19.7362
orf19.7366-T	orf19.7366
orf19.7367-T	orf19.7367
orf19.7368-T	orf19.7368
orf19.7375-T	orf19.7375
orf19.7378-T	orf19.7378
orf19.7379-T	orf19.7379
orf19.7380-T	orf19.7380
orf19.7386-T	orf19.7386
orf19.7388-T	orf19.7388
orf19.7391-T	orf19.7391
orf19.7392-T	orf19.7392
orf19.7393-T	orf19.7393
orf19.7394-T	orf19.7394
orf19.7397.1-T	orf19.7397.1
orf19.7397.3-T	orf19.7397.3
orf19.7417-T	orf19.7417
orf19.7414-T	orf19.7414
orf19.7413-T	orf19.7413
orf19.7412-T	orf19.7412
orf19.7411-T	orf19.7411
orf19.7409.1-T	orf19.7409.1
orf19.7406-T	orf19.7406
orf19.7405-T	orf19.7405
orf19.7401-T	orf19.7401
orf19.7421-T	orf19.7421
orf19.7422-T	orf19.7422
orf19.7425-T	orf19.7425
orf19.7426-T	orf19.7426
orf19.7427-T	orf19.7427
tH(GUG)3-T	tH(GUG)3
orf19.7436.1-T	orf19.7436.1
orf19.7440-T	orf19.7440
orf19.7441-T	orf19.7441
orf19.7443-T	orf19.7443
orf19.7444-T	orf19.7444
orf19.7446-T	orf19.7446
orf19.7449-T	orf19.7449
orf19.7454-T	orf19.7454
orf19.7455-T	orf19.7455
orf19.7456-T	orf19.7456
orf19.7457-T	orf19.7457
orf19.7458-T	orf19.7458
orf19.7459-T	orf19.7459
orf19.6826-T	orf19.6826
orf19.6822-T	orf19.6822
orf19.6820-T	orf19.6820
orf19.6818-T	orf19.6818
tW(CCA)2-T	tW(CCA)2
orf19.6816-T	orf19.6816
orf19.6810-T	orf19.6810
tY(GUA)3-T	tY(GUA)3
orf19.6797-T	orf19.6797
orf19.6796-T	orf19.6796
orf19.6793-T	orf19.6793
orf19.6790-T	orf19.6790
orf19.6786-T	orf19.6786
orf19.6785-T	orf19.6785
orf19.6783-T	orf19.6783
orf19.6782-T	orf19.6782
orf19.6781-T	orf19.6781
orf19.6779-T	orf19.6779
orf19.6773-T	orf19.6773
orf19.6771-T	orf19.6771
orf19.6770-T	orf19.6770
orf19.6763-T	orf19.6763
orf19.6752-T	orf19.6752
orf19.6749-T	orf19.6749
orf19.6744-T	orf19.6744
snR52-T	snR52
orf19.6737-T	orf19.6737
orf19.6736-T	orf19.6736
orf19.6732-T	orf19.6732
orf19.6727-T	orf19.6727
orf19.6726-T	orf19.6726
orf19.6724-T	orf19.6724
orf19.6723-T	orf19.6723
orf19.6718-T	orf19.6718
orf19.6715-T	orf19.6715
orf19.6709-T	orf19.6709
orf19.6170-T	orf19.6170
orf19.6171-T	orf19.6171
orf19.6175-T	orf19.6175
orf19.6176-T	orf19.6176
orf19.6179-T	orf19.6179
orf19.6182-T	orf19.6182
orf19.6184-T	orf19.6184
orf19.6186-T	orf19.6186
orf19.6188-T	orf19.6188
orf19.6190-T	orf19.6190
orf19.6191-T	orf19.6191
orf19.6192-T	orf19.6192
orf19.362-T	orf19.362
orf19.364-T	orf19.364
orf19.367-T	orf19.367
orf19.371-T	orf19.371
orf19.372-T	orf19.372
orf19.377-T	orf19.377
orf19.5635-T	orf19.5635
orf19.5636-T	orf19.5636
orf19.5642-T	orf19.5642
orf19.5643-T	orf19.5643
orf19.5644-T	orf19.5644
orf19.5646-T	orf19.5646
orf19.5648-T	orf19.5648
orf19.5649-T	orf19.5649
orf19.5651-T	orf19.5651
orf19.5653-T	orf19.5653
orf19.5654-T	orf19.5654
orf19.5661-T	orf19.5661
orf19.5662-T	orf19.5662
orf19.5664-T	orf19.5664
orf19.5665-T	orf19.5665
orf19.5666-T	orf19.5666
orf19.5667-T	orf19.5667
orf19.5669-T	orf19.5669
orf19.5672-T	orf19.5672
orf19.5677-T	orf19.5677
orf19.5678-T	orf19.5678
orf19.4191.1-T	orf19.4191.1
orf19.4190-T	orf19.4190
orf19.4185-T	orf19.4185
orf19.4182-T	orf19.4182
orf19.4179-T	orf19.4179
orf19.4177-T	orf19.4177
orf19.4176-T	orf19.4176
orf19.4175-T	orf19.4175
orf19.4174-T	orf19.4174
orf19.4171-T	orf19.4171
orf19.4170-T	orf19.4170
orf19.4168-T	orf19.4168
orf19.4166-T	orf19.4166
orf19.4161-T	orf19.4161
orf19.4159-T	orf19.4159
orf19.4157-T	orf19.4157
orf19.4711-T	orf19.4711
tG(UCC)2-T	tG(UCC)2
orf19.4705-T	orf19.4705
orf19.4704-T	orf19.4704
tG(GCC)4-T	tG(GCC)4
orf19.4701-T	orf19.4701
orf19.4698-T	orf19.4698
orf19.4690-T	orf19.4690
orf19.4685-T	orf19.4685
orf19.4683-T	orf19.4683
orf19.4682-T	orf19.4682
orf19.4681-T	orf19.4681
tD(GUC)6-T	tD(GUC)6
orf19.4675-T	orf19.4675
orf19.4674.1-T	orf19.4674.1
orf19.4672-T	orf19.4672
orf19.4670-T	orf19.4670
orf19.4664-T	orf19.4664
orf19.4662-T	orf19.4662
orf19.4660-T	orf19.4660
orf19.4658-T	orf19.4658
orf19.4657-T	orf19.4657
orf19.4656-T	orf19.4656
orf19.4654-T	orf19.4654
orf19.4653-T	orf19.4653
orf19.4652-T	orf19.4652
orf19.4651-T	orf19.4651
orf19.4650-T	orf19.4650
orf19.4649-T	orf19.4649
orf19.4647-T	orf19.4647
orf19.4646-T	orf19.4646
orf19.4645-T	orf19.4645
orf19.4643-T	orf19.4643
orf19.4641-T	orf19.4641
orf19.4640-T	orf19.4640
orf19.4637-T	orf19.4637
orf19.4635-T	orf19.4635
orf19.4634-T	orf19.4634
orf19.4633-T	orf19.4633
orf19.4627-T	orf19.4627
orf19.4625-T	orf19.4625
orf19.4620-T	orf19.4620
orf19.4617-T	orf19.4617
orf19.4616-T	orf19.4616
orf19.4614-T	orf19.4614
orf19.4612-T	orf19.4612
orf19.4605-T	orf19.4605
orf19.4601-T	orf19.4601
orf19.4600.1-T	orf19.4600.1
orf19.4599-T	orf19.4599
orf19.4597-T	orf19.4597
orf19.4595-T	orf19.4595
orf19.4593.1-T	orf19.4593.1
orf19.4591-T	orf19.4591
orf19.4590-T	orf19.4590
orf19.4589-T	orf19.4589
orf19.4587-T	orf19.4587
orf19.4584-T	orf19.4584
orf19.4583-T	orf19.4583
orf19.4580-T	orf19.4580
orf19.4579-T	orf19.4579
orf19.4578-T	orf19.4578
orf19.4569-T	orf19.4569
orf19.2775-T	orf19.2775
orf19.2774-T	orf19.2774
orf19.2772-T	orf19.2772
orf19.2771-T	orf19.2771
orf19.2769-T	orf19.2769
orf19.2768-T	orf19.2768
orf19.2766-T	orf19.2766
orf19.2765-T	orf19.2765
orf19.2760-T	orf19.2760
orf19.2757-T	orf19.2757
orf19.2756-T	orf19.2756
orf19.2753-T	orf19.2753
orf19.2751-T	orf19.2751
orf19.2748-T	orf19.2748
orf19.2747-T	orf19.2747
orf19.2742-T	orf19.2742
orf19.2734-T	orf19.2734
orf19.2733-T	orf19.2733
orf19.2730-T	orf19.2730
orf19.2728-T	orf19.2728
orf19.2724-T	orf19.2724
orf19.2723-T	orf19.2723
orf19.2720-T	orf19.2720
orf19.2715-T	orf19.2715
orf19.2713-T	orf19.2713
orf19.2711-T	orf19.2711
orf19.2710-T	orf19.2710
orf19.2704-T	orf19.2704
orf19.2703-T	orf19.2703
orf19.2701-T	orf19.2701
orf19.2699-T	orf19.2699
orf19.2697-T	orf19.2697
orf19.2694-T	orf19.2694
tT(UGU)1-T	tT(UGU)1
orf19.2690-T	orf19.2690
orf19.2687.1-T	orf19.2687.1
orf19.2685-T	orf19.2685
orf19.2684-T	orf19.2684
orf19.2682-T	orf19.2682
orf19.2681-T	orf19.2681
orf19.2680-T	orf19.2680
orf19.2677-T	orf19.2677
orf19.2675-T	orf19.2675
orf19.2673-T	orf19.2673
orf19.2672-T	orf19.2672
orf19.2671-T	orf19.2671
orf19.2667-T	orf19.2667
orf19.2665-T	orf19.2665
orf19.2664-T	orf19.2664
orf19.1440-T	orf19.1440
orf19.1439-T	orf19.1439
orf19.3366-T	orf19.3366
orf19.3366.1-T	orf19.3366.1
orf19.3367-T	orf19.3367
orf19.3369-T	orf19.3369
orf19.1326-T	orf19.1326
orf19.1324-T	orf19.1324
orf19.1323-T	orf19.1323
orf19.1321-T	orf19.1321
orf19.1318-T	orf19.1318
tD(GUC)3-T	tD(GUC)3
tD(GUC)2-T	tD(GUC)2
