tx	gene_id	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
orf19.4161-T	orf19.4161	18.534364	18.569556	16.587675	15.890757	11.013644	11.628741	12.760696	14.309045	28.611367	29.516027	26.994364	27.559287	21.197012	24.762535	21.295578	22.594145	18.731122	17.344846	19.03233	18.935155	20.519088	18.718571	21.20962	17.816813	23.058454	20.005396	19.59181	24.535828	23.743485	22.754608	25.367712	27.533474	20.668822	23.892284	22.961598	26.209019	25.619425	26.958591	26.002405	29.281519	27.655349	27.202901	26.336009	30.324463	28.467669	25.37414	30.4221	33.926874	29.633921	27.552258	30.50148	26.875361
orf19.4160-T	orf19.4160	4.659252	4.746336	4.761807	3.609296	33.781158	33.07759	31.053246	30.372346	30.31134	29.78035	31.701262	32.0665	31.918478	29.253105	28.79582	30.517311	19.342653	18.471073	19.050061	16.962895	6.170875	6.811965	7.286819	6.870414	5.921629	5.135253	5.219777	4.764756	8.295766	9.649262	9.60864	9.830619	12.117742	12.334535	10.469425	10.758245	12.490932	11.788289	14.052917	15.068524	14.647138	13.164808	12.269917	11.105482	11.693741	11.83677	13.067603	11.60299	15.422996	13.17212	13.030471	14.232507
orf19.4159-T	orf19.4159	22.388981	23.596593	24.479459	26.594428	47.97635	49.770252	43.929231	40.439528	43.380641	47.791758	46.136091	47.548897	49.382108	49.354375	50.28124	51.232284	45.745708	50.597196	54.798803	52.25461	43.243147	41.383632	40.746081	36.113847	33.355912	26.831432	31.007677	34.482915	35.967693	33.836128	34.585495	32.12682	31.759218	32.612683	31.759345	27.530638	34.380393	32.310351	29.539896	33.0123	24.449573	28.444026	25.12892	26.041975	19.061182	18.355671	19.270447	25.046337	19.200541	18.507171	21.047348	20.964888
orf19.4157-T	orf19.4157	34.098632	35.293309	34.07226	34.387682	27.482802	28.919908	28.096532	27.642115	21.538153	21.658502	24.504635	23.249961	20.843131	21.391506	19.991428	24.720172	25.660087	24.999085	28.514204	28.142936	43.830991	48.08568	45.946679	51.3365	54.884643	61.968617	59.649822	67.457174	58.117527	57.961573	58.399633	56.943001	50.736862	54.580823	50.656752	55.700272	48.001795	50.762681	51.355981	53.017875	43.411259	42.680996	49.552775	49.275574	61.556427	53.718144	61.327658	60.638061	58.722337	54.173327	55.137903	58.802027
orf19.4711-T	orf19.4711	30.639808	34.423281	33.940931	34.627338	20.124999	21.428986	21.777524	23.396684	16.026113	16.963256	16.471743	16.796774	12.95443	15.187766	15.579073	15.034705	19.714548	22.459926	22.330398	22.00308	37.148041	36.529613	34.153475	38.850264	36.429189	36.185086	40.884073	42.064605	41.73019	41.856775	45.693952	42.655072	39.617686	36.192887	36.385884	37.031995	34.59349	37.553278	38.288041	33.727518	33.578274	34.505931	36.898546	36.879863	36.376133	34.749786	30.431841	29.837118	31.810547	30.925705	34.740458	34.903249
orf19.4707-T	orf19.4707	1.186035	0.680452	1.112651	0.562673	0.939225	0.726966	1.220194	1.389501	0.477496	0.58091	0.832334	0.868272	0.190029	0.461647	0.533819	0.668031	0.953785	1.178652	1.130293	1.190122	2.490908	2.268822	2.11786	3.018218	4.035912	3.129485	4.42181	3.800454	4.413482	3.877859	9.446867	7.743973	3.382282	2.646322	2.920288	3.288723	2.324854	2.827635	1.733168	2.546699	3.362159	1.962084	2.000115	1.401132	1.180986	1.413769	1.561569	0.928421	1.010756	1.653639	1.354669	1.54413
orf19.4706-T	orf19.4706	31.671126	30.997205	29.236404	24.186896	18.369752	25.286572	21.893593	24.964598	25.258388	17.238998	24.923364	27.203046	18.179775	19.546497	17.970625	22.446926	16.238173	17.066533	25.459336	21.834484	20.322292	22.451977	15.81299	23.427448	21.849916	23.279084	27.015481	21.878439	29.969049	32.244794	43.936884	43.265087	33.393136	31.426055	39.142043	43.623416	39.957288	41.592111	44.208372	44.561197	39.538478	42.678462	45.200031	49.942766	63.004551	62.488828	68.117014	53.940164	78.372008	72.21213	71.870623	69.436831
tG(UCC)2-T	tG(UCC)2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.049595	0	0	0	0	0	4.036174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.4705-T	orf19.4705	36.799577	41.76865	41.370098	37.989114	27.849224	28.831834	28.775437	28.114928	41.232789	41.649635	42.952108	43.636901	41.885363	41.688256	41.806507	43.067317	29.860013	29.937364	32.136937	32.081197	23.367075	25.895175	24.292158	25.625227	22.718396	23.536268	21.342352	24.442482	28.839374	28.38275	24.174512	27.773679	30.418472	31.025792	23.99763	24.948266	29.384352	27.054555	22.784122	27.680971	32.028249	26.92834	26.314509	26.924446	24.629272	22.451704	22.376217	21.856709	22.798558	24.408603	24.168595	25.277604
orf19.4704-T	orf19.4704	350.912044	357.479556	380.537102	382.766114	204.547683	207.829018	201.648011	203.44107	72.990635	73.792527	73.110002	72.324189	77.641044	81.046773	83.286974	82.613898	76.670225	75.905689	86.953676	86.795183	84.638688	84.702998	79.506921	82.905498	69.840338	69.089114	74.345989	70.231188	68.00541	71.598538	65.167922	66.137414	63.515648	61.824497	54.824009	55.481529	53.47266	53.515777	53.315437	50.760815	54.482077	56.875662	51.521642	52.658674	43.273159	42.623876	40.153155	37.608181	35.233708	35.868592	39.811569	40.535731
tG(GCC)5-T	tG(GCC)5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.345391	0.695559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.096796	0	0	0	0
orf19.4703-T	orf19.4703	29.46171	30.152858	30.424901	28.15705	8.273782	8.793269	7.450458	7.076084	11.827218	11.552474	13.707228	12.851414	12.707678	12.36504	14.179265	13.264271	14.673304	12.721268	15.958266	14.719385	19.772058	18.52154	18.630126	17.800368	19.857619	19.42185	24.105826	24.642728	26.269503	24.008531	28.299797	24.235411	23.370483	23.908546	21.124241	22.322453	20.973582	20.556295	22.194663	21.224515	24.109606	25.021799	18.825383	20.641795	18.137843	20.392373	24.474539	24.048895	19.257192	19.843956	20.507911	21.881719
orf19.4702-T	orf19.4702	20.55736	19.846475	20.688032	17.026229	6.876528	5.015393	4.461513	4.788445	5.922929	9.57266	8.479608	6.908746	5.851622	10.454087	6.752563	8.387727	8.255046	7.162207	9.521557	9.292394	9.653508	10.585725	9.299437	10.305037	6.086217	7.885699	11.016428	11.624052	10.413259	9.41461	8.847144	12.04705	8.427849	10.462781	6.853016	4.83682	7.525753	8.104729	7.791996	6.947583	6.776651	6.963868	6.50238	5.828244	5.86753	6.229401	6.312332	4.458181	4.750149	4.506693	7.246265	6.367115
tG(GCC)4-T	tG(GCC)4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.345391	0.695559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.4701-T	orf19.4701	5.628437	5.285644	7.683978	6.804315	20.719508	22.211709	14.430147	16.349119	14.42356	14.402496	16.00704	15.662693	12.834894	15.320563	14.784225	16.779246	8.359662	8.065965	12.123139	11.486133	4.511385	7.072598	6.710729	6.928752	8.767617	7.838719	7.149175	8.111542	10.072293	7.687214	14.212102	11.999651	14.983718	17.941779	12.448741	10.736576	18.625708	10.57616	16.40712	19.419225	13.734288	13.404368	14.77901	16.067567	15.752528	17.342962	10.503413	16.249512	17.34582	14.134435	14.48785	13.976856
orf19.4699-T	orf19.4699	9.901457	8.902933	9.130783	10.408832	6.333465	6.941833	7.427051	6.013974	3.41333	4.606911	3.631596	4.175045	6.305871	8.510316	7.456447	9.58535	11.390501	12.969986	13.501409	14.328619	19.638057	19.229786	19.364441	19.644016	19.896164	21.900384	20.874651	23.962418	25.92775	25.161903	24.397934	22.865321	24.188316	19.901254	18.708533	19.333802	19.191341	17.773379	17.149794	17.477163	14.988339	17.496296	17.852215	19.235715	20.779168	20.876875	17.976774	17.872396	16.872652	19.393819	20.463866	18.899288
orf19.4698-T	orf19.4698	3.37372	3.61154	3.034939	4.18186	6.046036	7.936168	4.058235	4.010637	9.01524	12.092711	9.868138	8.339645	10.837725	12.637547	10.904786	13.731993	7.699168	8.30017	10.99411	10.453755	6.312387	6.642487	6.13924	7.242825	7.703631	6.067695	6.027793	6.693773	10.17033	10.594084	11.13628	11.713778	12.202261	8.449581	8.625211	8.093966	12.138355	13.240835	9.72077	12.699829	12.39904	11.538223	13.255446	11.036062	11.569539	10.62575	11.003233	12.409583	11.30426	12.583026	13.976167	12.504246
orf19.4697-T	orf19.4697	2.818452	2.945351	3.334565	3.615824	14.505688	14.662504	11.169432	11.250419	32.075258	32.371535	33.098879	33.419596	32.989102	31.890872	34.734157	34.061195	19.996123	20.635445	23.256503	22.889393	8.045596	7.909987	5.414288	5.592558	6.332805	6.389127	8.708193	8.643693	18.035875	17.71163	23.347761	22.63266	33.09102	33.382857	42.005803	41.941346	50.971539	50.924341	51.451044	53.307125	50.83796	49.88721	69.078237	69.556051	36.452315	36.801772	67.242646	67.237285	45.48991	47.663612	51.635977	50.856411
orf19.4691-T	orf19.4691	1.712746	0.742263	1.443923	1.454418	2.926846	1.906683	2.154284	2.413025	1.456191	1.64617	0.884543	1.234191	1.619009	0.544408	1.760522	0.792212	1.170604	2.363088	0.807265	0.815874	1.117951	1.311773	1.435399	2.173775	1.534773	1.349377	0.750119	1.266821	3.744959	2.520712	8.890708	8.453698	1.707182	2.588786	2.39053	2.913224	3.839142	2.580336	2.614111	3.955565	4.0004	2.889172	2.318883	2.591854	5.771769	5.825474	4.253913	4.810468	7.070148	6.365543	8.82246	8.056566
orf19.4690-T	orf19.4690	4.822031	5.620546	4.985976	5.235171	3.379106	2.113658	3.082046	2.728914	0.777879	0.440292	0.477572	1.000614	0.864312	0.583111	0.570944	0.685851	0.937239	0.812145	0.847364	0.913809	0.699114	0.603213	1.338078	0.840044	1.364496	0.811879	0.997838	1.082012	1.505054	1.35108	4.470498	3.194574	0.854597	0.57638	0.841014	0.922106	1.035786	0.348221	0.635144	1.142678	0.7716	0.917625	0.49061	0.494799	0.406556	0.617227	0.611435	0.826696	0.708646	0.935313	0.669162	0.37484
orf19.4689-T	orf19.4689	14.978423	17.865473	18.244402	17.720671	28.932038	31.977958	29.329528	32.887537	32.60692	29.090454	27.518029	28.072199	30.249777	26.377984	29.120926	24.9702	19.560285	15.272377	19.698472	19.357115	12.776014	12.164061	10.054504	16.558338	15.754977	12.662284	12.333981	11.34488	22.443258	18.819113	27.395902	24.016139	21.44948	21.092609	21.437013	22.233719	25.94731	23.016175	25.591592	24.133593	29.019576	20.883876	22.649106	25.161568	19.975108	25.963803	21.074267	21.560061	21.326057	21.363214	18.409819	18.299421
orf19.4688-T	orf19.4688	184.491261	197.853431	203.47772	182.491803	91.720517	93.725076	92.312989	94.766933	194.658289	188.308759	185.720332	181.381856	113.844643	123.626921	114.375701	120.441388	68.171515	61.786921	59.582854	70.127353	96.58925	97.713306	109.554626	101.737459	92.677925	90.983271	94.490439	101.234578	144.951264	142.040482	149.835687	141.87969	191.342553	197.581709	217.964857	209.030674	192.826181	195.60454	217.046707	207.134265	236.828103	228.258566	226.456214	242.917634	356.160264	363.042712	343.020147	367.890981	549.49128	550.946795	609.127709	592.908624
orf19.4686-T	orf19.4686	53.823943	55.076881	57.124086	58.095914	41.718776	39.841874	40.932474	41.894597	24.535159	24.651389	25.297438	26.99489	25.897954	28.244358	27.234768	27.819537	31.948074	31.636452	36.801799	38.548343	39.003017	39.406982	40.780907	40.969269	32.919482	34.615774	35.316947	36.233343	40.86765	38.401241	29.705487	32.50025	30.909325	27.792192	23.266614	23.536795	19.403562	19.968076	18.326902	17.621121	20.947241	22.656736	19.373661	18.909338	18.058261	17.320354	15.333247	16.328917	17.45144	17.335932	20.481761	19.297298
orf19.4685-T	orf19.4685	0	0	0	0.712441	0	0	0	0	0	0.535214	1.027588	0	0	0	0.579401	0.585126	0.495392	0.999673	0	1.831468	0.548875	2.757379	0.704512	0	0.576124	0	0	0.751357	0	0	11.775994	5.179489	0	0	0.698759	0.708885	0	0.940907	0.757815	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.4684.2-T	orf19.4684.2	2378.693068	2340.639932	2272.164384	2349.868686	2402.498393	2272.897889	2539.108669	2591.09187	3374.54221	3564.313987	4177.392518	4137.80524	4467.048525	4463.737088	3871.511777	3883.300269	4755.899819	4651.991554	3445.746914	3511.388181	1951.279081	2172.998574	1828.909708	1880.324679	293.417658	385.699268	440.195923	456.317593	127.849761	119.955731	106.613884	160.776808	102.117441	90.302019	117.318253	115.378251	114.232901	146.070724	115.281531	116.633808	45.720102	58.851374	125.317356	91.859081	72.262817	90.539919	26.211571	30.327256	128.311379	122.55035	131.544664	124.05017
orf19.4683-T	orf19.4683	41.842784	43.748483	46.608965	48.111695	47.871597	50.344532	47.482094	47.361642	38.786415	39.481809	40.903514	40.616597	37.535566	37.072563	38.421503	38.331678	36.739706	37.589985	40.587079	40.109209	34.108578	35.001971	31.373092	30.505121	25.588013	22.838782	32.109263	30.356684	39.222702	40.659468	31.081136	32.2548	32.351883	29.894189	27.021563	26.379555	23.91991	22.787598	21.496597	23.659732	25.116004	24.24818	20.693475	24.205063	16.811913	16.680768	14.705616	14.780546	15.965315	15.884671	18.896018	19.818503
orf19.4682-T	orf19.4682	0	0.061899	0.059828	0.181495	0.598326	0.344034	0.72134	0.608334	0.04551	0.091592	0	0.133847	0.044948	0	0.097158	0	0.041777	0	0.049554	0.201208	0.049364	0.235313	0.178925	0.181482	0.047292	0.142451	0.124547	0.063303	0.104369	0.105404	4.635579	4.117596	0.106664	0.270668	0	0.246718	0.161638	0.326051	0.132157	0.066876	0.144497	0.219391	0.262549	0.132404	0.447324	0.128514	0.347636	0.122244	0.727641	0.202125	0.139232	0.070194
orf19.4681-T	orf19.4681	17.513429	18.010661	16.816038	18.217634	77.130339	77.293133	75.161669	76.253635	57.642408	57.061755	52.967001	53.570411	50.905814	53.169282	49.296615	52.325032	28.151692	29.517069	27.71157	30.039446	17.347388	16.752158	18.832955	16.097816	12.817294	11.882584	14.93912	15.038054	23.82524	23.007903	20.334565	22.550737	25.953839	26.61989	21.393806	22.254058	21.974228	22.460853	21.336722	20.263906	22.893665	26.371489	22.892158	21.77009	22.297973	23.021019	15.265818	14.544911	19.17877	17.351594	22.644982	23.132966
orf19.4680-T	orf19.4680	6.651278	6.636681	5.906673	8.26993	7.405723	9.316243	7.165974	6.509702	6.557542	6.809614	5.939055	5.077465	4.27651	6.054375	5.134027	4.786131	4.191555	5.404374	2.841201	4.626724	5.331628	4.389998	4.438678	5.019562	5.745221	5.109919	5.713058	5.912814	7.484698	6.920891	10.162727	10.752525	9.039511	7.370601	7.618854	8.923498	9.340613	6.045464	8.2056	8.873859	7.600296	7.816831	8.69953	7.173986	7.440766	8.193266	7.669083	7.439682	6.40448	6.730682	7.325951	8.959843
orf19.4679-T	orf19.4679	35.021419	34.056576	30.255997	32.368001	362.183066	378.157007	372.32607	374.314429	25.534915	27.038764	29.067101	28.03474	34.923789	36.155376	37.564931	38.934406	17.329521	16.946382	17.79131	17.721052	7.370047	7.521178	7.653223	8.352415	2.829457	2.634355	3.165574	3.235218	3.248554	3.323377	6.678771	5.421657	4.291354	3.05072	6.05411	4.089098	5.358967	4.075817	4.309643	4.942695	4.162245	4.212905	3.281212	3.884675	4.896528	4.888582	4.35603	4.13669	7.212432	7.761843	8.097219	8.393258
tD(GUC)6-T	tD(GUC)6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.322656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408417	0	0	0	0	0	0	0	0	0	0	0	0
orf19.4678-T	orf19.4678	23.029301	18.041326	18.210288	18.758521	22.888382	27.959585	27.897199	26.089473	23.752056	18.103576	22.338955	24.179865	17.506264	21.032373	18.961606	22.571619	18.656011	17.644878	19.318635	21.020972	21.796289	20.591434	18.255796	23.045092	24.607723	25.198521	23.51451	24.135515	28.156514	28.110776	28.9282	36.898001	29.572207	30.898681	30.592324	29.248304	35.782386	34.593787	34.75044	36.484048	28.895552	30.868181	36.148739	39.503206	29.335568	30.490005	35.833481	36.440053	30.823567	32.087409	27.149591	26.657144
orf19.4677-T	orf19.4677	16.18207	16.575533	16.287082	16.2297	26.450866	28.144989	23.503989	25.256166	19.014574	19.404563	19.238745	21.997924	21.082741	19.9821	20.554232	20.040454	18.12995	19.38304	20.183602	21.067402	20.817471	15.255631	16.011764	18.880781	13.562377	13.470641	11.151987	14.742662	18.427406	15.9234	19.996988	19.036638	16.329364	17.025039	10.516421	13.406921	13.042742	10.055989	11.49496	12.659798	14.620354	15.941264	13.209172	9.556092	15.048554	15.200707	11.218247	9.329158	11.729237	12.948679	14.541876	17.988218
orf19.4676-T	orf19.4676	39.502523	34.681578	38.882025	28.281112	34.320488	35.581366	33.241075	33.774826	28.946739	33.171299	27.863946	28.179789	27.546974	32.264389	30.228864	31.521623	48.284557	46.138203	47.958651	40.0042	57.9195	59.787979	67.118084	62.870828	47.614683	54.012457	43.642421	57.342293	47.529852	47.986093	47.906853	43.816497	35.967471	35.595334	39.335011	35.934388	32.351354	44.755096	31.344597	34.079912	24.529892	25.478011	34.18097	33.759493	33.338731	40.168203	38.512237	28.837427	32.626655	38.642765	27.563503	37.246589
orf19.4675-T	orf19.4675	28.570094	25.216797	26.293038	27.211806	11.888177	12.140302	11.373717	10.692116	19.528583	21.497703	19.462905	20.479707	21.750616	21.870924	20.746651	21.191062	22.129713	19.874205	21.533581	22.576582	25.956629	24.2312	22.571507	24.5806	23.035187	23.963851	31.35577	27.098308	24.387996	23.912619	53.876191	50.486717	22.11293	23.989063	21.71997	21.491246	23.311947	22.500644	21.868	19.773153	18.249684	18.296259	16.488241	18.203575	15.021397	15.20226	11.795358	13.872671	13.994678	13.790988	14.394696	16.691307
orf19.4674.1-T	orf19.4674.1	19.131153	41.510407	27.250049	30.162514	521.103219	619.379137	584.938711	630.225236	470.351037	439.817694	483.277696	375.673446	357.19174	435.281903	392.598467	337.420682	267.952154	251.777307	309.961209	295.122266	157.409608	151.719248	229.631982	177.074447	221.463185	198.90597	204.373303	159.279098	208.987985	183.848731	216.190436	192.754282	203.077237	195.754638	218.876779	252.852436	223.558518	245.559087	241.039954	273.701056	229.747005	230.419206	210.510845	202.985165	334.935631	345.703651	352.385806	349.291243	361.919492	323.370842	384.552623	435.499354
orf19.4673-T	orf19.4673	0.092935	0.330203	0.59242	0.460959	0.520768	0.785988	0.504064	0.742244	0.385649	0.314122	0.542962	0.306297	0.274009	0.316185	0.260239	0.376442	0.382016	0.345643	0.527977	0.643191	0.463263	0.753401	0.227198	0.414941	0.935962	0.723436	0.711519	0.627101	0.71601	1.406079	4.643416	3.936579	1.381824	1.43918	0.923781	0.706006	0.862975	0.995657	0.90722	1.377629	0.551089	1.227319	1.152235	1.0108	1.207774	1.274633	0.971029	1.181883	2.683162	1.748037	2.070709	1.925763
orf19.4672-T	orf19.4672	0.787109	0	0	0.78172	0	0	0.769311	0	2.340373	0.586826	0.56384	1.123467	0.579777	0.58474	0	1.284826	0	0.549302	0	0.670756	0	0	0	1.557967	0	0	0	0	0.666966	0.674013	12.934944	9.856608	0	0	0.76796	1.557974	1.023527	1.032604	0	3.344841	0	0.926394	0	0	0	0.804934	0.803039	0	0	0	0	0.894686
orf19.4670-T	orf19.4670	27.450202	28.046686	28.564024	30.952346	29.426578	29.019746	29.988761	27.055703	38.175853	38.188878	38.002553	38.600814	29.016409	29.70462	31.483152	32.374337	26.002593	25.558749	26.567271	27.234067	24.370182	25.830034	23.433717	22.814663	18.630515	19.666147	22.975548	25.519317	28.714538	28.046095	26.778734	25.268999	24.009489	26.947773	24.263997	25.710045	21.196339	22.61946	23.2203	20.599769	21.201414	21.927972	22.226008	22.567353	17.882184	21.70223	17.480858	18.152203	20.439123	19.780777	23.301107	24.360431
orf19.4669-T	orf19.4669	115.410063	106.118436	105.650026	102.612564	104.607854	101.371135	101.73545	102.969264	71.885263	71.006751	75.225818	66.549605	74.792173	81.135154	83.562107	78.748374	72.768445	74.147421	71.998807	72.937877	40.901774	42.80793	40.490619	44.680297	13.475094	16.042036	16.139879	13.27901	14.335551	14.058404	15.220111	15.150092	16.694937	17.658757	14.392497	14.847328	19.991482	19.12725	14.4574	13.880222	15.576911	16.226846	13.506642	15.290813	18.206335	18.26682	14.708246	20.014534	22.080461	19.633366	25.832277	21.258172
tS(UGA)3-T	tS(UGA)3	0	0	0	0	0	8.735556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08726	0	0	0	0	0	0	0	0
orf19.4668-T	orf19.4668	1.850988	2.337368	2.158038	1.844193	3.082755	3.715126	3.935287	3.932366	3.24596	3.169841	3.341452	4.008513	2.036585	2.176037	1.996643	1.740137	1.928007	1.594942	2.118556	2.066694	1.53019	1.658721	1.351042	1.421407	1.155949	1.512893	1.932764	1.699756	2.80301	2.875079	11.803419	11.89299	1.790168	1.772093	2.440422	2.123962	1.897869	2.3954	2.108304	2.906559	2.244544	2.456322	2.536231	2.113508	1.971036	2.050515	2.351217	2.330469	2.619059	2.433252	2.513296	2.361288
