tx	gene_id	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
orf19.4005-T	orf19.4005	128.631748	113.523683	115.428957	110.3981	60.193221	50.400043	49.958999	51.536186	25.389518	33.036272	29.014961	32.487889	30.801332	29.129366	27.232316	25.912969	31.996568	29.56254	30.649909	36.049027	39.163692	40.55605	47.786955	40.068125	50.327298	45.944704	49.924312	49.454085	49.692738	48.382712	55.780728	61.148984	56.695597	51.807365	56.144381	57.802222	53.448971	55.142278	53.83865	54.768127	57.515055	53.452735	56.590538	59.388213	58.124064	59.703038	53.75575	57.579948	56.402054	63.976345	45.833096	56.559365
orf19.4006-T	orf19.4006	36.732662	32.757307	37.771428	35.035868	29.769736	35.296271	35.087214	29.342981	28.681827	27.106226	25.879994	24.118529	29.616991	29.078472	29.382156	25.688876	28.79987	27.573982	25.238283	30.295633	31.028824	29.43474	27.958233	34.991851	30.382397	28.149559	27.773116	32.907172	34.339935	28.563586	31.34278	32.46602	34.015798	28.858755	29.273772	29.440178	31.747891	27.375762	30.089597	31.435036	28.920109	29.816935	28.821401	28.544262	27.324957	26.059884	29.724662	26.618059	22.768146	24.375431	24.046859	26.107404
orf19.4007-T	orf19.4007	10.153785	12.596808	9.430317	9.34984	12.332773	12.09317	11.065382	13.966884	11.223373	12.959938	12.466318	13.09696	11.759436	12.024071	11.704569	11.538294	11.483034	11.417818	11.874849	10.98019	11.666106	10.408592	12.410079	11.20007	12.570414	9.4539	11.388358	11.47761	12.396655	11.032315	13.620838	14.819303	11.558113	12.507229	13.013105	13.70129	11.617825	11.361908	13.229149	12.137378	14.662873	12.087799	11.671416	12.35118	16.250151	11.902425	13.618524	13.887501	14.448497	16.039764	16.193926	16.165449
orf19.4009-T	orf19.4009	166.395401	166.586569	158.986795	161.193301	121.757902	131.084024	120.880618	148.289356	127.815687	136.839262	118.766624	131.760259	130.363075	116.23154	124.619665	133.264832	135.305193	156.393038	148.774661	149.704685	216.292839	204.372716	221.491966	219.75213	243.178511	239.404265	257.348767	237.761288	230.325833	239.145122	238.569105	231.970373	251.2769	216.981907	237.455498	233.717607	225.687699	241.652956	206.193214	222.656379	207.301909	195.869338	210.580443	232.025625	196.10398	200.877452	208.794802	226.556636	189.526457	191.884414	170.808468	171.054613
orf19.4010-T	orf19.4010	55.289823	50.609854	48.592733	54.6879	43.238005	43.580897	48.066085	41.60443	30.129005	32.061989	31.629278	30.981377	31.775779	29.411362	29.758259	29.829946	28.234909	30.044146	30.382762	31.412361	32.732817	32.505001	31.181868	34.038121	27.571832	27.149814	31.260694	31.841416	37.665988	32.983143	35.870799	33.475443	31.435764	33.627755	28.484179	27.2083	25.437826	22.837307	21.770272	25.911565	28.426636	26.435334	22.938847	24.513915	21.507048	24.396041	18.545382	23.063402	17.388758	21.328914	22.453131	24.461143
orf19.4011-T	orf19.4011	0.487752	0.494614	0.191475	0.580387	0.342071	0.206547	0.095992	0.388257	0.509189	0.292709	0.893372	0.92472	0	0.363349	0.23327	0.394859	0.200335	0.134986	0.238496	0.483737	0.298657	0	0.09538	0.289941	0.151599	0.456691	0.199194	0	0.250042	0.420842	6.574667	6.717015	0.255722	0.776	0.094475	0.589468	0.128894	0	0.105372	0	0.576002	0.466311	0.104497	0.105336	0	0.204773	0.202648	0.102919	0.105896	0.10732	0.111035	0.447781
orf19.4012-T	orf19.4012	134.96987	146.2242	155.022131	149.291413	68.786879	61.63949	46.340964	47.367583	13.416182	13.701262	14.644685	14.806097	5.856702	4.67272	8.907996	8.247451	6.398277	6.174489	11.300956	13.067556	6.293033	6.117039	9.552114	10.497203	17.069988	16.373606	22.804238	18.230094	18.336618	18.876576	27.378787	26.54705	21.205452	25.143003	15.542853	17.769331	27.757606	22.799761	26.295048	26.268855	26.444558	20.604918	32.126218	28.616991	25.678629	24.069086	17.89006	19.439796	17.632123	14.520102	19.320209	17.241388
orf19.4013-T	orf19.4013	77.484052	85.096498	82.690638	80.872295	20.350621	16.523974	21.981979	22.50105	13.080938	11.939025	11.969854	14.447082	15.984319	15.359942	15.707833	14.712303	20.79923	20.333828	21.796863	25.918463	42.016801	43.4727	41.637941	39.421388	52.598005	53.168366	52.153868	53.837344	55.788833	56.729335	52.740845	53.255336	52.149353	50.993319	43.94666	46.293721	40.879103	45.325337	43.191523	48.037477	50.105673	39.787338	42.071287	38.211277	38.842836	40.359576	34.493582	34.395135	37.370139	34.941004	34.390832	41.732707
orf19.4014-T	orf19.4014	40.243347	35.305466	39.878042	44.036842	15.816316	15.690203	14.575592	16.417895	17.246741	18.133062	19.385983	17.937336	19.864087	18.903935	18.805438	20.662571	24.105697	27.135197	25.130736	25.43145	42.526634	46.690092	43.808872	44.252408	48.75122	46.74897	51.376968	51.882147	53.969851	53.214771	46.905828	46.893188	38.533015	39.970399	38.846746	39.721319	35.929518	32.348278	34.35789	30.644799	35.482593	33.995867	31.088831	31.784355	32.406885	31.125133	28.597012	29.970396	30.321973	28.426159	29.948828	30.431742
orf19.4015-T	orf19.4015	1.008205	1.58025	1.798882	1.7269	0.964055	0.776132	0.992349	0.912331	0.888578	1.237769	1.206604	0.802408	0.877695	0.88778	0.365229	1.26141	0.941274	0.634231	2.314375	1.060141	1.9647	2.401109	2.061196	1.2715	2.63418	3.14552	2.152247	2.75731	2.19317	2.610301	5.682353	5.298774	1.521855	1.134313	1.54241	2.032101	1.575088	0.977518	0.891456	0.901704	1.083146	0.767134	0.98255	1.287684	0.570614	0.385024	0.571591	0.675995	1.292455	0.201801	0.521855	0.421371
orf19.4016-T	orf19.4016	287.060083	284.092379	290.708029	301.121766	395.367346	391.260877	394.09417	401.944966	535.014407	534.306863	508.001933	507.858109	569.920932	569.250392	580.159784	584.021694	614.119388	638.113503	640.086558	617.663622	605.327425	624.229722	614.651805	605.536086	614.096329	625.826891	632.960219	642.791445	635.387289	628.336788	667.115098	656.746139	630.381542	629.070609	625.996729	637.826106	610.82517	601.272724	601.959455	601.193224	583.907793	587.509032	585.229964	581.033476	532.41697	539.463707	494.46975	487.672888	496.601273	479.752718	533.904637	527.43594
orf19.4017-T	orf19.4017	1.071788	1.086041	0.39466	0.664057	0.376165	0.378598	0.789788	0.664945	1.297878	0.803247	0.488296	0.973872	0.394527	0.697813	0.641203	0.433781	1.284446	0.464769	0.657106	0.554819	0.61441	0	0.785896	0	0.312977	0.46002	0.273604	0.833321	0.228624	0.461725	3.904886	3.674903	0.584946	0.118317	0.264186	0.268763	0	0	0.288579	0.291656	0.315464	0	0	0.829705	0	0.140096	0.415717	0	0.14473	0.293595	0.456206	0.613199
orf19.4018-T	orf19.4018	84.984312	81.682609	78.396178	81.206187	139.344632	148.641122	146.118273	144.989858	164.351408	149.519571	152.248996	157.363671	178.879879	168.788048	172.494017	180.226756	168.95746	178.179117	164.772337	168.543871	148.579389	148.083827	127.784516	134.350163	106.117625	105.326846	107.492031	110.675399	84.007585	81.430374	87.947672	97.930543	80.260613	81.627031	80.812496	78.744432	77.46009	81.422764	81.392515	77.723927	80.765534	67.009737	73.013817	80.589696	64.65565	59.169429	60.153577	58.294559	67.119328	65.104989	64.300194	56.224094
orf19.4019-T	orf19.4019	27.388887	23.639615	25.542782	26.902525	15.94672	15.553353	21.026737	17.705068	10.715992	21.183724	12.981527	12.768085	18.05514	15.063321	15.287119	17.582481	20.817772	20.524853	22.966134	20.655474	40.824132	46.484911	48.709348	39.161805	56.062132	57.072658	58.144848	58.194477	46.788665	48.252265	51.400605	54.821275	41.597591	41.637435	48.93401	47.589464	38.919472	40.171534	41.783859	40.231877	42.210191	44.63294	42.552813	38.803908	46.761831	45.980856	45.1877	48.415227	43.992434	53.272935	47.908597	53.913122
orf19.4021-T	orf19.4021	134.695679	141.014035	140.12095	139.775132	152.027725	152.123764	160.805495	161.887068	159.371039	163.737564	150.629476	158.858739	154.563573	137.743605	139.214554	142.610644	136.749157	134.857413	137.907361	142.492762	152.897378	155.180854	156.627301	151.320621	133.098411	141.344647	150.424893	153.716543	156.153803	154.299695	164.219946	156.877158	159.584781	171.044772	178.586205	174.353771	190.680532	177.571734	188.451348	177.477516	189.014115	187.214589	208.874673	198.435868	174.992161	181.77776	177.500525	164.095909	182.49966	182.328393	179.375245	174.893586
orf19.4022-T	orf19.4022	41.634903	39.708301	34.108522	39.59874	77.942626	79.431172	74.431217	78.882399	108.68988	115.612167	110.223207	116.527977	111.598779	116.927486	120.345082	118.717239	102.015943	101.088378	102.010561	96.847749	74.217821	70.039472	71.029396	67.015484	57.26279	61.01756	53.531744	53.49845	72.671557	51.971843	66.342351	55.364478	73.246846	65.810381	76.112826	76.90165	75.469849	97.095934	81.10838	78.899893	90.679711	86.952788	76.622766	77.019903	74.487341	70.623532	83.009773	84.645418	81.599725	83.313549	78.167014	76.12865
orf19.4023-T	orf19.4023	269.730634	255.796712	294.498539	279.934489	342.26131	347.954905	311.251141	312.513849	322.254575	304.775315	331.871889	294.322524	348.969727	331.0903	329.626601	354.186072	396.297417	351.65047	358.256855	374.655457	360.627733	348.415868	340.014874	391.529609	358.06022	320.515223	329.287067	307.925105	341.099271	323.350929	314.672423	322.225477	310.545768	316.713054	330.175077	316.901504	338.176724	303.821849	344.446695	346.646728	302.473141	321.258636	303.982921	335.893938	284.777177	327.831823	363.015109	346.260819	357.535323	342.205028	320.349678	327.064059
orf19.4024-T	orf19.4024	165.535501	177.747387	184.430138	181.52892	164.363436	161.463809	179.732754	170.030663	127.475875	128.829853	119.41085	118.800185	69.321812	76.013265	84.403076	84.893525	121.82675	118.020251	125.401247	122.116628	258.278236	259.192653	278.463887	274.682947	336.012452	318.20288	299.951762	310.415419	307.229075	338.967353	326.653401	330.048125	299.500287	297.175651	283.467356	304.285309	312.763399	309.24105	286.771168	309.028345	312.791964	323.037127	301.064151	307.282436	345.793865	349.457969	363.987781	332.749322	344.66697	374.854242	339.999769	341.589506
orf19.4025-T	orf19.4025	269.094819	264.899916	266.215998	264.833166	267.818653	278.63299	257.95626	279.533693	193.943282	206.443422	209.496708	205.492773	179.532865	189.185635	195.28442	186.602366	268.246112	287.719829	292.304041	292.211106	517.038193	498.997654	477.107597	477.066471	536.773388	540.211898	519.193832	515.239919	484.960026	478.101385	454.7871	479.599779	476.916556	444.541967	443.971831	454.064106	442.92113	422.804607	417.98114	418.623632	415.725895	400.285139	447.109804	414.536605	399.454599	409.150225	410.95905	410.774154	370.373962	360.252878	354.843536	322.388117
orf19.4026-T	orf19.4026	1149.781207	1117.720763	1117.923462	1115.145805	536.060774	532.061803	534.323698	547.253035	200.222586	194.913071	184.067139	197.579752	200.554968	207.885842	193.036302	204.190385	228.320555	228.972086	221.365898	239.539916	359.571607	352.747419	378.617934	372.287061	398.225278	390.527615	421.779541	402.014055	415.444494	413.091646	414.137313	402.996049	384.874323	390.361634	351.053092	344.879355	405.474739	392.896869	384.425506	369.935822	414.674778	410.644128	411.577911	415.045646	361.492984	369.743456	369.228221	343.624637	279.033093	268.767608	263.567255	275.845483
orf19.4028-T	orf19.4028	65.705331	57.847427	62.643636	59.102863	72.997464	75.797577	76.543916	68.024003	62.58236	62.942584	63.464742	61.906967	55.288018	63.156069	61.406892	65.610223	54.157297	50.340736	56.476972	53.767689	62.357069	65.672021	64.239405	72.828399	62.695063	66.630314	64.889138	63.256686	71.341692	70.728883	78.942838	74.995054	76.325826	68.567564	74.837197	75.125254	80.09847	79.76721	76.956062	81.51725	76.805363	71.206946	84.340708	78.703997	70.737216	67.297024	68.147541	71.578417	64.44748	71.074396	61.078621	73.772882
orf19.4029-T	orf19.4029	50.520038	45.81987	47.240961	45.370555	265.315364	265.990994	256.000062	264.658123	334.154401	326.2943	330.700989	335.920063	279.794165	272.906393	279.049242	278.188599	142.58878	141.735383	138.325208	147.221052	61.362803	60.655897	66.358933	67.527521	58.135179	53.908257	57.029425	57.051897	124.37282	123.953657	127.780354	133.8227	207.656245	217.687863	192.695383	195.599385	247.405095	232.609702	232.326933	235.498757	238.912461	231.745929	257.182379	265.329164	230.481445	214.647481	242.632253	244.941745	216.227765	204.683949	215.294965	209.840198
orf19.4030-T	orf19.4030	60.312465	56.737246	60.555709	60.821831	12.707643	12.984977	13.353884	11.654492	50.03645	56.612934	52.601274	54.300691	41.414682	41.543408	40.544979	40.249987	30.730556	25.464555	28.540808	30.790655	35.072791	33.795274	33.620042	32.597342	32.774693	29.938533	35.390066	38.753537	32.401126	31.758246	36.176579	36.482641	34.433561	34.337991	32.007594	29.216061	35.376451	33.8189	34.24311	36.362099	31.728678	33.331202	35.958137	40.265752	28.539365	29.470324	34.767969	33.677432	35.478678	34.676678	33.543169	31.258163
orf19.4031-T	orf19.4031	23.357634	24.876264	23.633331	25.102521	20.976524	20.93652	21.874509	21.277975	12.780891	11.235935	11.720225	11.01304	11.616965	12.055122	12.813587	12.956769	12.095293	12.196614	13.041912	12.588448	15.903179	15.32991	15.293519	15.082234	13.943506	14.092736	16.046329	16.195387	16.206758	15.327605	17.184386	17.904123	13.644754	14.409199	13.321311	14.917608	13.039294	13.635075	13.534058	13.784899	11.086751	13.064952	14.515143	13.795289	13.872408	13.303576	10.817993	10.505592	13.683609	12.210024	14.347583	13.498015
orf19.4033-T	orf19.4033	16.843353	17.575398	18.342976	17.385482	22.309596	20.856233	21.920896	23.342519	18.538554	17.177942	18.111845	17.260139	17.937955	16.316894	16.688894	16.075687	15.445279	16.462939	15.92202	17.854666	26.366851	23.197269	26.458955	25.039601	23.918715	25.446258	30.426481	30.660753	31.273249	31.119723	32.143223	31.66494	30.722702	33.428583	33.018671	31.254606	32.400667	31.289252	35.285961	33.877248	32.779911	32.988337	36.366548	36.707411	31.15348	28.580083	27.892699	28.979637	30.290119	31.361277	33.522429	31.316589
orf19.4032-T	orf19.4032	153.90949	158.182715	148.356302	149.685536	163.436994	164.229686	156.046015	159.862188	109.030367	113.198292	117.097063	115.201416	99.249512	104.704421	110.872925	106.32091	132.878428	138.010268	141.812536	141.270294	190.666341	191.054928	194.566437	191.241934	189.043361	188.36696	180.792576	189.710559	180.472857	174.633421	180.219387	175.071589	157.667946	158.367369	151.095352	152.31356	141.358553	137.806979	132.823386	137.615392	118.622414	124.723108	111.848704	116.900838	96.330047	99.742	103.37977	94.446491	94.816378	94.460865	98.653592	95.760345
orf19.4035-T	orf19.4035	507.612766	535.300138	534.05992	544.922843	172.757196	171.649019	174.181121	178.321778	111.842525	110.447402	110.354718	112.649421	116.710818	107.241931	121.771926	123.92206	149.547334	147.753722	153.857741	147.699814	229.734587	219.469622	208.746509	203.793313	305.872952	288.577077	300.021248	296.481556	235.626671	232.214626	248.38115	252.5937	207.508383	199.440407	213.154064	204.98278	206.205692	220.416817	209.597401	215.28872	225.182364	224.569739	217.514286	221.532597	165.617356	178.821205	166.74636	163.85013	191.916989	195.941286	158.72017	163.891244
orf19.4036-T	orf19.4036	82.377587	90.808085	85.050347	84.884109	72.374577	79.775227	83.026582	79.69499	96.122771	96.235175	99.122877	99.72718	86.906312	87.575256	94.375015	88.05164	96.207319	93.772669	96.662008	101.965251	118.882527	122.270703	127.772538	124.621935	110.939319	110.28228	114.238353	114.501584	107.021698	100.666578	100.231277	101.23924	100.446237	93.304399	102.543928	98.727357	89.402048	84.438009	90.007328	90.359901	80.01342	90.922578	86.031835	88.183425	69.247098	68.586878	67.139175	61.933709	64.144569	68.177495	65.604208	61.829803
orf19.4040-T	orf19.4040	1201.524207	1192.993743	1229.149843	1230.588642	708.952964	707.59053	736.318588	716.829456	705.406575	698.973267	685.381949	685.130208	292.350641	295.908511	305.652705	310.072721	298.767687	294.107832	327.262076	330.863141	255.495842	249.33292	268.399061	269.173292	207.919459	203.211599	198.961658	194.337611	244.89409	238.134438	226.554125	226.273789	252.352172	255.073502	210.224036	206.74758	235.754555	241.349423	245.0974	231.958704	271.976711	261.630495	271.993939	261.678016	220.233786	217.933044	211.262294	210.46323	187.691517	186.676552	192.758787	193.845627
orf19.4041-T	orf19.4041	3.037165	5.834877	3.288991	1.505399	23.89599	30.162728	34.107361	28.382691	5.193863	7.258352	10.285333	7.486092	12.522279	8.550501	11.969095	13.531546	22.62737	22.203371	25.158774	24.64157	18.944108	20.445543	22.576244	26.66442	12.681044	10.334368	15.533186	13.213689	9.802715	9.380281	14.616518	16.889495	7.683477	5.891988	11.236737	12.309862	9.106945	7.585435	9.702496	12.388869	6.012515	6.436258	9.546757	9.277699	13.352678	11.584225	8.353449	8.445619	10.041753	7.543161	7.509831	14.101161
orf19.4043-T	orf19.4043	84.939206	89.22957	92.334937	90.087374	76.439238	74.140473	76.859992	77.125645	51.538899	56.865049	53.161852	53.770113	35.042788	31.849919	34.957584	34.996108	55.22835	57.927433	64.326112	62.315301	144.195336	144.117294	143.181589	143.100473	158.298661	159.388184	172.670731	178.415771	171.226486	166.840203	156.421925	150.786607	128.482521	127.760913	142.667646	146.209928	120.836837	115.186425	120.026639	118.731067	113.500886	115.770689	120.70484	115.695156	114.132345	110.442168	82.253735	87.55087	114.473954	108.944381	132.487581	130.184102
orf19.4044-T	orf19.4044	104.33532	104.525728	109.075329	111.388511	75.692106	76.932801	75.035877	73.849443	72.730291	72.169547	73.834577	65.21893	34.105739	35.655516	37.541371	43.22698	76.848584	74.729822	83.937016	76.449705	261.033946	266.04196	257.450992	264.232636	320.622661	313.933121	298.172907	304.472068	273.652125	283.582893	255.994379	246.285187	219.594784	218.171456	237.103956	249.553943	244.18954	232.515136	217.730901	220.664828	258.597004	252.681089	240.739293	276.621285	262.018742	253.878359	259.398811	251.819248	280.602033	277.81497	243.105272	239.37008
orf19.4046-T	orf19.4046	100.889605	101.869224	119.845639	111.357864	105.500168	102.80946	107.800361	106.315694	73.034071	69.993198	82.063185	65.536568	59.606425	62.282489	66.260134	62.742924	76.365162	72.451459	71.547639	75.626648	130.468901	124.619346	127.469829	113.037521	153.327583	153.00475	175.039873	160.170501	134.850489	138.755978	124.613852	131.180188	111.157449	118.274716	135.919595	130.548221	98.288476	114.259812	120.13504	127.427325	121.132628	105.811182	122.739912	120.213567	81.960441	83.372874	72.567075	58.453557	100.963213	87.751772	81.842876	76.164605
orf19.4045-T	orf19.4045	71.850197	70.56455	77.298421	73.626634	108.553484	113.058082	114.692984	115.218556	101.684424	98.965269	98.867698	101.813021	82.254223	81.426371	77.143389	81.629958	58.112349	59.722439	62.28998	58.350298	65.542307	65.653603	66.530078	61.096484	57.367195	57.407705	72.539273	70.646316	75.093356	70.725788	70.632498	72.482352	80.744569	78.073399	89.486441	92.950901	93.588472	92.92441	100.097462	100.179971	90.960561	91.851645	103.050521	99.832793	85.968781	90.341646	103.51163	112.909699	91.441577	89.137323	85.836643	87.04104
orf19.4048-T	orf19.4048	508.586146	503.350642	511.93372	512.122043	207.951985	204.185022	197.091453	205.546418	137.408826	141.582324	130.617219	132.267974	115.756968	114.279791	112.321744	119.539286	166.211959	171.064925	176.49766	172.60702	469.965048	455.511462	454.095084	475.692755	788.785591	766.673941	766.921463	752.436691	793.846665	789.671933	775.502955	785.660774	757.119241	742.986265	779.13738	789.916959	776.857074	762.747139	758.644755	745.853697	779.96204	771.596848	843.098557	811.734261	735.537647	756.812095	797.392625	810.552669	762.59236	766.029815	718.244598	706.172312
orf19.4051-T	orf19.4051	147.454738	144.859489	162.764112	161.342692	295.275473	290.763374	286.989564	282.403708	499.966231	491.904241	450.378673	445.455975	375.872595	370.257356	373.16738	370.529969	292.554797	297.107193	301.416348	298.452224	238.036405	221.719761	239.280453	234.626368	167.143474	160.222075	170.536597	164.434547	172.868096	173.520233	182.03095	181.609531	225.217905	211.932348	216.397382	219.354659	238.392745	233.586061	258.903101	246.033712	252.560324	253.142926	263.878839	256.657211	238.250384	238.66947	227.707575	221.743997	251.119528	237.363386	243.656208	247.245973
orf19.4054-T	orf19.4054	289.087968	289.118746	301.000481	291.173231	223.500213	216.722894	248.508781	247.037149	188.049959	169.27168	189.590749	210.137574	184.024466	193.488361	219.623279	199.822776	256.372619	252.223515	285.759025	281.813572	590.657015	512.939313	574.004095	571.594773	554.287425	572.161872	653.959104	625.510201	688.241799	691.012742	574.627449	573.496783	589.529514	586.666498	725.025635	716.949796	684.23282	689.498064	744.067867	750.166034	545.727096	539.135093	728.760078	726.135334	617.795199	657.590834	574.716829	626.286744	605.214334	670.528377	669.420064	660.364873
orf19.4055-T	orf19.4055	43.484021	42.503066	44.966794	45.418678	18.914402	19.077287	32.430974	28.280907	13.292041	19.719479	21.644101	17.504262	12.760882	18.879558	21.160712	23.817058	21.342621	23.258879	21.313568	15.770523	43.593044	38.141839	37.45348	40.639369	60.934158	46.119345	58.58054	47.025341	51.860655	43.347711	51.213028	58.003302	47.060665	45.89255	38.00109	53.078454	28.975396	32.703685	43.242923	43.42642	40.316942	50.501562	69.296803	55.372692	31.1297	32.247526	39.580861	34.264489	34.679005	35.222922	24.468572	29.995992
orf19.6339-T	orf19.6339	0.61719	0.623241	0	1.223198	0	0	0	0	0	0	0.441351	0	0.453399	0	0	0	0.424371	0.428011	1.037265	0	0	0	1.209991	0.609275	0.49369	0.496592	0.63622	0	0	0	12.021973	11.553637	0.542295	1.096682	1.19822	1.21514	0.800889	0	0	1.311491	0	0	0	0	0.62621	0.630803	0.626326	0.63286	0	1.98698	0	0
orf19.6338-T	orf19.6338	10.551603	8.115981	6.929053	9.955857	7.088824	7.859869	5.870839	3.936843	2.239673	2.247782	1.437904	2.866677	1.106734	1.487172	2.826633	2.4466	3.099124	3.126101	1.681799	3.392394	8.025827	4.226055	4.921388	4.458417	8.00422	9.774489	5.680397	5.2245	5.957655	9.031563	9.769043	11.767191	6.60217	7.116048	7.79227	5.432488	7.173291	9.870478	5.845356	5.885093	4.662529	5.34791	6.786813	8.390264	6.633926	6.170662	3.563633	2.572397	9.061206	4.851952	2.251786	2.26958
orf19.6337-T	orf19.6337	99.615839	133.137075	113.240073	123.983454	91.751735	97.332454	100.660694	107.380563	106.463598	99.04268	102.60194	101.569056	105.092185	114.595239	126.383995	118.297074	127.525284	142.632369	144.047	143.725641	198.022431	199.52449	167.082305	181.263237	192.466959	209.158483	207.345416	218.778527	201.891441	213.456786	198.894296	197.513642	194.782624	174.493758	225.935694	205.790716	208.849167	205.287351	223.791918	233.145715	207.283206	197.405022	222.330356	228.205028	223.756911	218.280583	244.587316	244.569979	241.395399	228.827869	214.02898	211.689946
tL(CAA)5-T	tL(CAA)5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.6336-T	orf19.6336	17.278632	17.507646	18.074373	19.517292	14.233667	15.576031	14.307604	14.027733	12.268722	12.926905	12.483802	13.393734	10.947832	11.720234	11.594983	10.753611	12.398758	11.994801	12.69938	13.62884	14.547228	13.958113	15.209859	14.767476	11.542761	12.955128	15.307778	13.76218	17.117804	15.688286	16.569877	18.174911	17.687586	17.262788	13.211579	16.595281	16.457887	15.048213	17.709729	17.848121	18.829125	18.239735	21.190595	19.837563	15.518396	18.340153	18.575096	16.04875	17.139598	17.712334	21.0774	20.75442
orf19.6329-T	orf19.6329	41.927591	43.189568	34.187196	40.453073	20.638425	22.680582	20.283342	21.735176	24.70268	22.312216	20.820768	26.018881	16.931967	18.043099	19.770021	17.061634	22.834273	22.840246	19.589367	24.240673	31.180366	30.366351	30.634784	34.489523	39.533055	41.28377	36.940297	32.492913	43.502174	49.080724	51.849165	46.474568	33.476047	36.747194	35.964562	39.208367	34.336235	31.651133	29.912698	30.3655	29.777231	28.516065	29.042065	28.539379	17.278717	16.299874	19.282563	19.541564	19.033277	18.196916	14.864553	16.277573
orf19.6328-T	orf19.6328	157.932147	175.449537	143.737266	135.956172	124.961422	105.337569	127.719809	127.936534	168.906967	160.129301	169.634936	157.756429	165.383387	160.081446	176.735815	157.627068	184.510803	161.898234	153.481667	176.474386	190.533105	199.822203	186.365121	185.963364	225.081776	218.882146	227.178628	211.682448	178.687022	204.401504	230.910286	200.422485	176.841473	160.816254	190.265684	209.596641	207.076549	201.819044	194.036006	196.500825	220.677058	204.430824	232.724319	222.393172	173.637039	163.207931	173.378044	176.354237	161.746745	138.38431	162.361742	157.477561
orf19.6327-T	orf19.6327	426.086294	439.240679	453.098896	452.571736	342.243629	345.096644	329.987254	340.569903	441.798857	467.273977	452.333847	471.495658	483.665628	478.712123	469.648129	494.84316	602.414597	601.404183	687.065635	647.037018	1151.891012	1131.074439	1224.276096	1238.015132	1405.399558	1362.986912	1346.364513	1340.583621	1197.317571	1210.187911	1178.760885	1179.312398	1004.515158	986.662862	1069.874053	1070.892291	965.276263	1022.664952	922.132464	916.881463	895.052463	889.56618	908.133958	929.198945	803.379794	757.829155	835.999374	804.363725	658.225055	636.073823	608.253073	585.133801
orf19.6326-T	orf19.6326	110.607277	110.445378	111.50881	112.998094	118.474342	108.184585	115.023477	122.687261	90.993617	95.304668	92.151149	89.65241	82.642546	80.309134	81.364826	81.534995	90.545568	93.610088	89.989843	85.870133	110.927331	128.053821	98.318606	107.513401	153.110647	151.790074	157.926301	157.449458	187.205414	186.53582	193.051849	191.001935	167.812342	163.376881	167.559067	160.49531	172.619114	160.296809	179.09048	171.838603	173.388449	165.275617	162.768959	178.624157	118.076411	121.98435	112.965152	120.488126	107.904719	103.080637	102.483412	103.688261
orf19.6325.1-T	orf19.6325.1	183.003814	165.713287	191.190672	164.966397	154.054915	138.260246	140.682001	169.060017	126.032947	125.633952	128.018308	134.444241	100.45525	101.314269	116.012191	102.548829	142.114925	130.648814	124.022488	115.222283	293.912753	280.250171	247.777037	203.489993	284.437196	288.330937	407.569292	357.24442	330.835629	312.43909	266.524732	306.191211	254.150659	243.071324	352.673475	316.780971	279.591272	280.582855	320.602078	327.737207	268.877043	311.55674	328.091477	296.820174	265.692452	246.682616	224.399618	205.432962	284.555931	255.486835	290.271552	254.194385
