a21_orf19,a22_orf19,a22_id
orf19.7495,orf19.7495,CR_00380W_A
orf19.7494,orf19.7494,CR_00390W_A
orf19.7492,orf19.7492,CR_00400C_A
orf19.7491,orf19.7491,CR_00410W_A
orf19.7490,orf19.7490,CR_00420W_A
orf19.7489,orf19.7489,CR_00440C_A
orf19.7488,orf19.7488,CR_00460C_A
orf19.7487,orf19.7487,CR_00470W_A
orf19.7486,orf19.7486,CR_00480W_A
orf19.7485,orf19.7485,CR_00490W_A
orf19.7484,orf19.7484,CR_00510C_A
orf19.7483,orf19.7483,CR_00520C_A
orf19.7482,orf19.7482,CR_00530W_A
orf19.7481,orf19.7481,CR_00540C_A
orf19.7480,orf19.7480,CR_00550W_A
orf19.7479,orf19.7479,CR_00560W_A
orf19.7478,orf19.7478,CR_00570W_A
orf19.7477,orf19.7477,CR_00580W_A
orf19.7475,orf19.7475,CR_00590W_A
orf19.7473,orf19.7473,CR_00600C_A
orf19.7472,orf19.7472,CR_00610W_A
orf19.7469,orf19.7469,CR_00620C_A
orf19.7468,orf19.7468,CR_00630W_A
orf19.7466,orf19.7466,CR_00640W_A
orf19.7464,orf19.7464,CR_00650W_A
orf19.7463,orf19.7463,CR_00660W_A
orf19.7460,orf19.7460,CR_00670C_A
orf19.10797,orf19.10797,CR_00680W_A
orf19.3287,orf19.3287,CR_00680W_A
orf19.10796,orf19.10796,CR_00690C_A
orf19.3286,orf19.3286,CR_00690C_A
orf19.10795,orf19.10795,CR_00700W_A
orf19.3285,orf19.3285,CR_00700W_A
orf19.10793,orf19.10793,CR_00710C_A
orf19.3283,orf19.3283,CR_00710C_A
orf19.3284,orf19.3284,CR_00720W_A
orf19.10792,orf19.10792,CR_00740C_A
orf19.3282,orf19.3282,CR_00740C_A
orf19.10791,orf19.10791,CR_00750C_A
orf19.3281,orf19.3281,CR_00750C_A
orf19.10789,orf19.10789,CR_00760C_A
orf19.3279,orf19.3279,CR_00760C_A
orf19.3280,orf19.3280,CR_00770W_A
orf19.10788,orf19.10788,CR_00780C_A
orf19.3278,orf19.3278,CR_00780C_A
orf19.10787,orf19.10787,CR_00790C_A
orf19.3277,orf19.3277,CR_00790C_A
orf19.10786,orf19.10786,CR_00800C_A
orf19.3276,orf19.3276,CR_00800C_A
orf19.10785,orf19.10785,CR_00810W_A
orf19.3275,orf19.3275,CR_00810W_A
orf19.10783,orf19.10783,CR_00820C_A
orf19.10784,orf19.10784,CR_00820C_A
orf19.3273,orf19.3273,CR_00820C_A
orf19.3274,orf19.3274,CR_00820C_A
orf19.10782,orf19.10782,CR_00830W_A
orf19.3272,orf19.3272,CR_00830W_A
orf19.3271,orf19.3271,CR_00840C_A
orf19.10779,orf19.10779,CR_00850C_A
orf19.10780,orf19.10780,CR_00850C_A
orf19.3269,orf19.3269,CR_00850C_A
orf19.3270,orf19.3270,CR_00850C_A
orf19.10778,orf19.10778,CR_00860C_A
orf19.3268,orf19.3268,CR_00860C_A
orf19.10777,orf19.10777,CR_00870C_A
orf19.3267,orf19.3267,CR_00870C_A
orf19.10776,orf19.10776,CR_00880W_A
orf19.3266,orf19.3266,CR_00880W_A
orf19.10775,orf19.10775,CR_00900W_A
orf19.3265,orf19.3265,CR_00900W_A
orf19.10774,orf19.10774,CR_00920W_A
orf19.3264,orf19.3264,CR_00920W_A
orf19.10773,orf19.10773,CR_00930W_A
orf19.3263,orf19.3263,CR_00930W_A
orf19.10771,orf19.10771,CR_00970W_A
orf19.3261,orf19.3261,CR_00970W_A
orf19.10770,orf19.10770,CR_00980C_A
orf19.3260,orf19.3260,CR_00980C_A
orf19.10769,orf19.10769,CR_00990W_A
orf19.3259,orf19.3259,CR_00990W_A
orf19.10766,orf19.10766,CR_01000C_A
orf19.3256,orf19.3256,CR_01000C_A
orf19.10765,orf19.10765,CR_01010W_A
orf19.3255,orf19.3255,CR_01010W_A
orf19.10764,orf19.10764,CR_01020C_A
orf19.3254,orf19.3254,CR_01020C_A
orf19.10762,orf19.10762,CR_01030W_A
orf19.3252,orf19.3252,CR_01030W_A
orf19.10761,orf19.10761,CR_01040C_A
orf19.3251,orf19.3251,CR_01040C_A
orf19.10760,orf19.10760,CR_01050C_A
orf19.3250,orf19.3250,CR_01050C_A
orf19.10759,orf19.10759,CR_01060W_A
orf19.3249,orf19.3249,CR_01060W_A
orf19.10758,orf19.10758,CR_01070W_A
orf19.3248,orf19.3248,CR_01070W_A
orf19.10757,orf19.10757,CR_01080W_A
orf19.3247,orf19.3247,CR_01080W_A
orf19.10755,orf19.10755,CR_01090W_A
orf19.10756,orf19.10756,CR_01090W_A
orf19.3245,orf19.3245,CR_01090W_A
orf19.3246,orf19.3246,CR_01090W_A
orf19.10754,orf19.10754,CR_01100C_A
orf19.3244,orf19.3244,CR_01100C_A
orf19.10753,orf19.10753,CR_01110W_A
orf19.3243,orf19.3243,CR_01110W_A
orf19.10752,orf19.10752,CR_01120C_A
orf19.3242,orf19.3242,CR_01120C_A
orf19.10751,orf19.10751,CR_01130W_A
orf19.3241,orf19.3241,CR_01130W_A
orf19.10750,orf19.10750,CR_01140C_A
orf19.3240,orf19.3240,CR_01140C_A
orf19.10749,orf19.10749,CR_01150C_A
orf19.3239,orf19.3239,CR_01150C_A
orf19.10748,orf19.10748,CR_01160W_A
orf19.3238,orf19.3238,CR_01160W_A
orf19.10747,orf19.10747,CR_01170W_A
orf19.3237,orf19.3237,CR_01170W_A
orf19.10745,orf19.10745,CR_01180W_A
orf19.3235,orf19.3235,CR_01180W_A
orf19.10744,orf19.10744,CR_01200W_A
orf19.3234,orf19.3234,CR_01200W_A
orf19.10743,orf19.10743,CR_01210C_A
orf19.3233,orf19.3233,CR_01210C_A
orf19.10742,orf19.10742,CR_01220W_A
orf19.3232,orf19.3232,CR_01220W_A
orf19.10741,orf19.10741,CR_01230C_A
orf19.3231,orf19.3231,CR_01230C_A
orf19.10740,orf19.10740,CR_01240C_A
orf19.3230,orf19.3230,CR_01240C_A
orf19.10739,orf19.10739,CR_01250C_A
orf19.3229,orf19.3229,CR_01250C_A
orf19.10738,orf19.10738,CR_01260W_A
orf19.3228,orf19.3228,CR_01260W_A
orf19.10737,orf19.10737,CR_01270C_A
orf19.3227,orf19.3227,CR_01270C_A
orf19.10736,orf19.10736,CR_01280C_A
orf19.3226,orf19.3226,CR_01280C_A
orf19.10735,orf19.10735,CR_01290C_A
orf19.3225,orf19.3225,CR_01290C_A
orf19.10734,orf19.10734,CR_01310W_A
orf19.3223,orf19.3223,CR_01310W_A
orf19.3224,orf19.3224,CR_01310W_A
orf19.10733,orf19.10733,CR_01320C_A
orf19.3222,orf19.3222,CR_01320C_A
orf19.10732,orf19.10732,CR_01330W_A
orf19.3221,orf19.3221,CR_01330W_A
orf19.10053,orf19.10053,CR_01340W_A
orf19.2517,orf19.2517,CR_01340W_A
orf19.10054,orf19.10054,CR_01350C_A
orf19.2518,orf19.2518,CR_01350C_A
orf19.10055,orf19.10055,CR_01360W_A
orf19.2519,orf19.2519,CR_01360W_A
orf19.10056,orf19.10056,CR_01370C_A
orf19.2520,orf19.2520,CR_01370C_A
orf19.10057,orf19.10057,CR_01380W_A
orf19.2521,orf19.2521,CR_01380W_A
orf19.2522,orf19.2522,CR_01380W_A
orf19.10059,orf19.10059,CR_01390W_A
orf19.2524,orf19.2524,CR_01390W_A
orf19.10060,orf19.10060,CR_01400W_A
orf19.2525,orf19.2525,CR_01400W_A
orf19.10062,orf19.10062,CR_01410C_A
orf19.2527,orf19.2527,CR_01410C_A
orf19.10063,orf19.10063,CR_01420W_A
orf19.2528,orf19.2528,CR_01420W_A
orf19.10064,orf19.10064,CR_01430W_A
orf19.2529,orf19.2529,CR_01430W_A
orf19.10065,orf19.10065,CR_01460C_A
orf19.2530,orf19.2530,CR_01460C_A
orf19.10066,orf19.10066,CR_01470W_A
orf19.2531,orf19.2531,CR_01470W_A
orf19.10067,orf19.10067,CR_01480W_A
orf19.10068,orf19.10068,CR_01480W_A
orf19.2532,orf19.2532,CR_01480W_A
orf19.2533,orf19.2533,CR_01480W_A
orf19.10069,orf19.10069,CR_01500W_A
orf19.2534,orf19.2534,CR_01500W_A
orf19.2537,orf19.2537,CR_01510C_A
orf19.10072,orf19.10072,CR_01520W_A
orf19.2538,orf19.2538,CR_01520W_A
orf19.10073,orf19.10073,CR_01530C_A
orf19.2539,orf19.2539,CR_01530C_A
orf19.10074,orf19.10074,CR_01540W_A
orf19.2540,orf19.2540,CR_01540W_A
orf19.10075,orf19.10075,CR_01550C_A
orf19.2541,orf19.2541,CR_01550C_A
orf19.10076,orf19.10076,CR_01560W_A
orf19.2542,orf19.2542,CR_01560W_A
orf19.10078,orf19.10078,CR_01570W_A
orf19.2544,orf19.2544,CR_01570W_A
orf19.10079,orf19.10079,CR_01580C_A
orf19.2545,orf19.2545,CR_01580C_A
orf19.10080,orf19.10080,CR_01590C_A
orf19.2546,orf19.2546,CR_01590C_A
orf19.10081,orf19.10081,CR_01600C_A
orf19.2547,orf19.2547,CR_01600C_A
orf19.10082,orf19.10082,CR_01610C_A
orf19.2549,orf19.2549,CR_01610C_A
orf19.2550,orf19.2550,CR_01610C_A
orf19.10083,orf19.10083,CR_01620C_A
orf19.2551,orf19.2551,CR_01620C_A
orf19.10084,orf19.10084,CR_01630C_A
orf19.2552,orf19.2552,CR_01630C_A
orf19.10085,orf19.10085,CR_01640C_A
orf19.2553,orf19.2553,CR_01640C_A
orf19.10087,orf19.10087,CR_01650W_A
orf19.2555,orf19.2555,CR_01650W_A
orf19.10089,orf19.10089,CR_01660C_A
orf19.2557,orf19.2557,CR_01660C_A
orf19.10090,orf19.10090,CR_01670W_A
orf19.2558,orf19.2558,CR_01670W_A
orf19.10091,orf19.10091,CR_01680C_A
orf19.2559,orf19.2559,CR_01680C_A
orf19.10092,orf19.10092,CR_01690C_A
orf19.10094,orf19.10094,CR_01690C_A
orf19.2560,orf19.2560,CR_01690C_A
orf19.2562,orf19.2562,CR_01690C_A
orf19.10095,orf19.10095,CR_01700C_A
orf19.2563,orf19.2563,CR_01700C_A
orf19.10096,orf19.10096,CR_01710W_A
orf19.2564,orf19.2564,CR_01710W_A
orf19.10097,orf19.10097,CR_01720W_A
orf19.2565,orf19.2565,CR_01720W_A
orf19.10100,orf19.10100,CR_01730W_A
orf19.2568,orf19.2568,CR_01730W_A
orf19.10102,orf19.10102,CR_01740W_A
orf19.2570,orf19.2570,CR_01740W_A
orf19.10103,orf19.10103,CR_01750C_A
orf19.2571,orf19.2571,CR_01750C_A
orf19.10105,orf19.10105,CR_01760C_A
orf19.2573,orf19.2573,CR_01760C_A
orf19.10106,orf19.10106,CR_01770C_A
orf19.2574,orf19.2574,CR_01770C_A
orf19.10107,orf19.10107,CR_01780W_A
orf19.2575,orf19.2575,CR_01780W_A
orf19.10111,orf19.10111,CR_01790C_A
orf19.2579,orf19.2579,CR_01790C_A
orf19.10112,orf19.10112,CR_01800C_A
orf19.2580,orf19.2580,CR_01800C_A
orf19.10113,orf19.10113,CR_01810C_A
orf19.2581,orf19.2581,CR_01810C_A
orf19.10114,orf19.10114,CR_01820W_A
orf19.2582,orf19.2582,CR_01820W_A
orf19.10115,orf19.10115,CR_01830C_A
orf19.2583,orf19.2583,CR_01830C_A
orf19.2585,orf19.2585,CR_01870C_A
orf19.10118,orf19.10118,CR_01900C_A
orf19.2587,orf19.2587,CR_01900C_A
orf19.10121,orf19.10121,CR_01910C_A
orf19.2590,orf19.2590,CR_01910C_A
orf19.10122,orf19.10122,CR_01920W_A
orf19.2591,orf19.2591,CR_01920W_A
orf19.10124,orf19.10124,CR_01930C_A
orf19.2593,orf19.2593,CR_01930C_A
orf19.10125,orf19.10125,CR_01950W_A
orf19.10126,orf19.10126,CR_01950W_A
orf19.2594,orf19.2594,CR_01950W_A
orf19.2595,orf19.2595,CR_01950W_A
orf19.10128,orf19.10128,CR_01960C_A
orf19.2597,orf19.2597,CR_01960C_A
orf19.10129,orf19.10129,CR_01970C_A
orf19.2598,orf19.2598,CR_01970C_A
orf19.10130,orf19.10130,CR_01980C_A
orf19.2599,orf19.2599,CR_01980C_A
orf19.10131,orf19.10131,CR_01990C_A
orf19.2600,orf19.2600,CR_01990C_A
orf19.10132,orf19.10132,CR_02000C_A
orf19.2601,orf19.2601,CR_02000C_A
orf19.10133,orf19.10133,CR_02020C_A
orf19.2602,orf19.2602,CR_02020C_A
orf19.10135,orf19.10135,CR_02030C_A
orf19.2604,orf19.2604,CR_02030C_A
orf19.10136,orf19.10136,CR_02040W_A
orf19.2605,orf19.2605,CR_02040W_A
orf19.10137,orf19.10137,CR_02050C_A
orf19.2606,orf19.2606,CR_02050C_A
orf19.10138,orf19.10138,CR_02060W_A
orf19.2607,orf19.2607,CR_02060W_A
orf19.10139,orf19.10139,CR_02070C_A
orf19.2608,orf19.2608,CR_02070C_A
orf19.10140,orf19.10140,CR_02090C_A
orf19.2609,orf19.2609,CR_02090C_A
orf19.10141,orf19.10141,CR_02100C_A
orf19.2610,orf19.2610,CR_02100C_A
orf19.10142,orf19.10142,CR_02110W_A
orf19.2611,orf19.2611,CR_02110W_A
orf19.10143,orf19.10143,CR_02120C_A
orf19.2612,orf19.2612,CR_02120C_A
orf19.10144,orf19.10144,CR_02130W_A
orf19.2613,orf19.2613,CR_02130W_A
orf19.10145,orf19.10145,CR_02140W_A
orf19.2614,orf19.2614,CR_02140W_A
orf19.10146,orf19.10146,CR_02150W_A
orf19.2615,orf19.2615,CR_02150W_A
orf19.10147,orf19.10147,CR_02160W_A
orf19.2616,orf19.2616,CR_02160W_A
orf19.10149,orf19.10149,CR_02170W_A
orf19.2618,orf19.2618,CR_02170W_A
orf19.10150,orf19.10150,CR_02180W_A
orf19.11238,orf19.11238,CR_02180W_A
orf19.2619,orf19.2619,CR_02180W_A
orf19.3754,orf19.3754,CR_02180W_A
orf19.11237,orf19.11237,CR_02190C_A
orf19.3753,orf19.3753,CR_02190C_A
orf19.11236,orf19.11236,CR_02200C_A
orf19.3752,orf19.3752,CR_02200C_A
orf19.11235,orf19.11235,CR_02210W_A
orf19.3751,orf19.3751,CR_02210W_A
orf19.3749,orf19.3749,CR_02220C_A
orf19.3748,orf19.3748,CR_02230W_A
orf19.11233,orf19.11233,CR_02240C_A
orf19.3746,orf19.3746,CR_02240C_A
orf19.11229,orf19.11229,CR_02250C_A
orf19.3744,orf19.3744,CR_02250C_A
orf19.11228,orf19.11228,CR_02260C_A
orf19.3743,orf19.3743,CR_02260C_A
orf19.11227,orf19.11227,CR_02270C_A
orf19.3742,orf19.3742,CR_02270C_A
orf19.11225,orf19.11225,CR_02280W_A
orf19.3740,orf19.3740,CR_02280W_A
orf19.11223,orf19.11223,CR_02290W_A
orf19.3738,orf19.3738,CR_02290W_A
orf19.11222,orf19.11222,CR_02300C_A
orf19.3737,orf19.3737,CR_02300C_A
orf19.11221,orf19.11221,CR_02330C_A
orf19.3736,orf19.3736,CR_02330C_A
orf19.11220,orf19.11220,CR_02340W_A
orf19.3735,orf19.3735,CR_02340W_A
orf19.11219,orf19.11219,CR_02350C_A
orf19.3734,orf19.3734,CR_02350C_A
orf19.11218,orf19.11218,CR_02360W_A
orf19.3733,orf19.3733,CR_02360W_A
orf19.11216,orf19.11216,CR_02370W_A
orf19.3732,orf19.3732,CR_02370W_A
orf19.11214,orf19.11214,CR_02380C_A
orf19.3730,orf19.3730,CR_02380C_A
orf19.11212,orf19.11212,CR_02390W_A
orf19.3728,orf19.3728,CR_02390W_A
orf19.11211,orf19.11211,CR_02400W_A
orf19.3727,orf19.3727,CR_02400W_A
orf19.11210,orf19.11210,CR_02410W_A
orf19.3726,orf19.3726,CR_02410W_A
orf19.11208,orf19.11208,CR_02420W_A
orf19.3724,orf19.3724,CR_02420W_A
orf19.11206,orf19.11206,CR_02430C_A
orf19.3722,orf19.3722,CR_02430C_A
orf19.11205,orf19.11205,CR_02440W_A
orf19.3721,orf19.3721,CR_02440W_A
orf19.11204,orf19.11204,CR_02460W_A
orf19.3720,orf19.3720,CR_02460W_A
orf19.11203,orf19.11203,CR_02480W_A
orf19.2291,orf19.2291,CR_02480W_A
orf19.3719,orf19.3719,CR_02480W_A
orf19.11202,orf19.11202,CR_02490W_A
orf19.176,orf19.176,CR_02490W_A
orf19.2292,orf19.2292,CR_02490W_A
orf19.3718,orf19.3718,CR_02490W_A
orf19.7809,orf19.7809,CR_02490W_A
orf19.175,orf19.175,CR_02500W_A
orf19.2293,orf19.2293,CR_02500W_A
orf19.2294,orf19.2294,CR_02500W_A
orf19.7808,orf19.7808,CR_02500W_A
orf19.173,orf19.173,CR_02510W_A
orf19.174,orf19.174,CR_02510W_A
orf19.7806,orf19.7806,CR_02510W_A
orf19.7807,orf19.7807,CR_02510W_A
orf19.172,orf19.172,CR_02520W_A
orf19.7805,orf19.7805,CR_02520W_A
orf19.170,orf19.170,CR_02530W_A
orf19.171,orf19.171,CR_02530W_A
orf19.7803,orf19.7803,CR_02530W_A
orf19.7804,orf19.7804,CR_02530W_A
orf19.169,orf19.169,CR_02540W_A
orf19.7802,orf19.7802,CR_02540W_A
orf19.168,orf19.168,CR_02550C_A
orf19.7801,orf19.7801,CR_02550C_A
orf19.166,orf19.166,CR_02560C_A
orf19.167,orf19.167,CR_02560C_A
orf19.7800,orf19.7800,CR_02560C_A
orf19.164,orf19.164,CR_02570C_A
orf19.7798,orf19.7798,CR_02570C_A
orf19.10333,orf19.10333,CR_02580W_A
orf19.163,orf19.163,CR_02580W_A
orf19.2815,orf19.2815,CR_02580W_A
orf19.7797,orf19.7797,CR_02580W_A
orf19.10336,orf19.10336,CR_02590C_A
orf19.2818,orf19.2818,CR_02590C_A
orf19.10337,orf19.10337,CR_02600W_A
orf19.2819,orf19.2819,CR_02600W_A
orf19.10338,orf19.10338,CR_02610C_A
orf19.2820,orf19.2820,CR_02610C_A
orf19.10339,orf19.10339,CR_02620C_A
orf19.2821,orf19.2821,CR_02620C_A
orf19.10340,orf19.10340,CR_02630C_A
orf19.2822,orf19.2822,CR_02630C_A
orf19.10341,orf19.10341,CR_02640W_A
orf19.2823,orf19.2823,CR_02640W_A
orf19.2824,orf19.2824,CR_02640W_A
orf19.10342,orf19.10342,CR_02650C_A
orf19.2825,orf19.2825,CR_02650C_A
orf19.10344,orf19.10344,CR_02670C_A
orf19.2826,orf19.2826,CR_02670C_A
orf19.10345,orf19.10345,CR_02680W_A
orf19.2827,orf19.2827,CR_02680W_A
orf19.10346,orf19.10346,CR_02690W_A
orf19.2828,orf19.2828,CR_02690W_A
orf19.10347,orf19.10347,CR_02700W_A
orf19.2829,orf19.2829,CR_02700W_A
orf19.10348,orf19.10348,CR_02710W_A
orf19.2830,orf19.2830,CR_02710W_A
orf19.10349,orf19.10349,CR_02720C_A
orf19.2831,orf19.2831,CR_02720C_A
orf19.10350,orf19.10350,CR_02740W_A
orf19.2832,orf19.2832,CR_02740W_A
orf19.10351,orf19.10351,CR_02750C_A
orf19.2833,orf19.2833,CR_02750C_A
orf19.10352,orf19.10352,CR_02760C_A
orf19.2834,orf19.2834,CR_02760C_A
orf19.10353,orf19.10353,CR_02770C_A
orf19.2835,orf19.2835,CR_02770C_A
orf19.10354,orf19.10354,CR_02780W_A
orf19.2836,orf19.2836,CR_02780W_A
orf19.10355,orf19.10355,CR_02790C_A
orf19.2837,orf19.2837,CR_02790C_A
orf19.10356,orf19.10356,CR_02800C_A
orf19.2838,orf19.2838,CR_02800C_A
orf19.10357,orf19.10357,CR_02810W_A
orf19.2839,orf19.2839,CR_02810W_A
orf19.10359,orf19.10359,CR_02820W_A
orf19.2841,orf19.2841,CR_02820W_A
orf19.10361,orf19.10361,CR_02850C_A
orf19.2842,orf19.2842,CR_02850C_A
orf19.10362,orf19.10362,CR_02860W_A
orf19.2843,orf19.2843,CR_02860W_A
orf19.10363,orf19.10363,CR_02870W_A
orf19.2844,orf19.2844,CR_02870W_A
orf19.10365,orf19.10365,CR_02880W_A
orf19.2846,orf19.2846,CR_02880W_A
orf19.10366,orf19.10366,CR_02890C_A
orf19.2847,orf19.2847,CR_02890C_A
orf19.10367,orf19.10367,CR_02910W_A
orf19.2848,orf19.2848,CR_02910W_A
orf19.10368,orf19.10368,CR_02920C_A
orf19.2849,orf19.2849,CR_02920C_A
orf19.10369,orf19.10369,CR_02930W_A
orf19.2850,orf19.2850,CR_02930W_A
orf19.10370,orf19.10370,CR_02940C_A
orf19.2851,orf19.2851,CR_02940C_A
orf19.10371,orf19.10371,CR_02950C_A
orf19.2852,orf19.2852,CR_02950C_A
orf19.10372,orf19.10372,CR_02960W_A
orf19.2853,orf19.2853,CR_02960W_A
orf19.10376,orf19.10376,CR_02970C_A
orf19.2857,orf19.2857,CR_02970C_A
orf19.10377,orf19.10377,CR_02980C_A
orf19.2859,orf19.2859,CR_02980C_A
orf19.10380,orf19.10380,CR_02990C_A
orf19.2862,orf19.2862,CR_02990C_A
orf19.10381,orf19.10381,CR_03000C_A
orf19.2863,orf19.2863,CR_03000C_A
orf19.10382,orf19.10382,CR_03020C_A
orf19.2426,orf19.2426,CR_03020C_A
orf19.2864,orf19.2864,CR_03020C_A
orf19.9964,orf19.9964,CR_03020C_A
orf19.10383,orf19.10383,CR_03040C_A
orf19.2425,orf19.2425,CR_03040C_A
orf19.2865,orf19.2865,CR_03040C_A
orf19.9963,orf19.9963,CR_03040C_A
orf19.2423,orf19.2423,CR_03050C_A
orf19.9961,orf19.9961,CR_03050C_A
orf19.2422,orf19.2422,CR_03060W_A
orf19.9960,orf19.9960,CR_03060W_A
orf19.2419,orf19.2419,CR_03070W_A
orf19.9957,orf19.9957,CR_03070W_A
orf19.2418,orf19.2418,CR_03080C_A
orf19.9956,orf19.9956,CR_03080C_A
orf19.2417,orf19.2417,CR_03100W_A
orf19.9955,orf19.9955,CR_03100W_A
orf19.2415,orf19.2415,CR_03110W_A
orf19.9953,orf19.9953,CR_03110W_A
orf19.2414,orf19.2414,CR_03120W_A
orf19.9952,orf19.9952,CR_03120W_A
orf19.2412,orf19.2412,CR_03130W_A
orf19.9950,orf19.9950,CR_03130W_A
orf19.2411,orf19.2411,CR_03140C_A
orf19.9949,orf19.9949,CR_03140C_A
orf19.2410,orf19.2410,CR_03150W_A
orf19.9948,orf19.9948,CR_03150W_A
orf19.2408,orf19.2408,CR_03160W_A
orf19.9946,orf19.9946,CR_03160W_A
orf19.2407,orf19.2407,CR_03170W_A
orf19.9945,orf19.9945,CR_03170W_A
orf19.2406,orf19.2406,CR_03180W_A
orf19.9944,orf19.9944,CR_03180W_A
orf19.2404,orf19.2404,CR_03200C_A
orf19.9943,orf19.9943,CR_03200C_A
orf19.2402,orf19.2402,CR_03210C_A
orf19.9939,orf19.9939,CR_03210C_A
orf19.2401,orf19.2401,CR_03220C_A
orf19.9938,orf19.9938,CR_03220C_A
orf19.2400,orf19.2400,CR_03230W_A
orf19.9937,orf19.9937,CR_03230W_A
orf19.2399,orf19.2399,CR_03240C_A
orf19.9935,orf19.9935,CR_03240C_A
orf19.2398,orf19.2398,CR_03250C_A
orf19.9934,orf19.9934,CR_03250C_A
orf19.2397,orf19.2397,CR_03270W_A
orf19.9933,orf19.9933,CR_03270W_A
orf19.2396,orf19.2396,CR_03280W_A
orf19.9932,orf19.9932,CR_03280W_A
orf19.2395,orf19.2395,CR_03290C_A
orf19.9931,orf19.9931,CR_03290C_A
orf19.2394,orf19.2394,CR_03300C_A
orf19.9930,orf19.9930,CR_03300C_A
orf19.2393,orf19.2393,CR_03310C_A
orf19.9929,orf19.9929,CR_03310C_A
orf19.2392,orf19.2392,CR_03320C_A
orf19.9928,orf19.9928,CR_03320C_A
orf19.2391,orf19.2391,CR_03330W_A
orf19.9927,orf19.9927,CR_03330W_A
orf19.2389,orf19.2389,CR_03340C_A
orf19.9925,orf19.9925,CR_03340C_A
orf19.2387,orf19.2387,CR_03350C_A
orf19.9923,orf19.9923,CR_03350C_A
orf19.2386,orf19.2386,CR_03360W_A
orf19.9922,orf19.9922,CR_03360W_A
orf19.2385,orf19.2385,CR_03370C_A
orf19.9921,orf19.9921,CR_03370C_A
orf19.2384,orf19.2384,CR_03380W_A
orf19.9920,orf19.9920,CR_03380W_A
orf19.2383,orf19.2383,CR_03390C_A
orf19.9919,orf19.9919,CR_03390C_A
orf19.2382,orf19.2382,CR_03400W_A
orf19.9918,orf19.9918,CR_03400W_A
orf19.2381,orf19.2381,CR_03410W_A
orf19.9917,orf19.9917,CR_03410W_A
orf19.2379,orf19.2379,CR_03420C_A
orf19.9915,orf19.9915,CR_03420C_A
orf19.2378,orf19.2378,CR_03430W_A
orf19.9914,orf19.9914,CR_03430W_A
orf19.2376,orf19.2376,CR_03440W_A
orf19.9912,orf19.9912,CR_03440W_A
orf19.11862,orf19.11862,CR_03450W_A
orf19.11864,orf19.11864,CR_03450W_A
orf19.4384,orf19.4384,CR_03450W_A
orf19.4386,orf19.4386,CR_03450W_A
orf19.11866,orf19.11866,CR_03460W_A
orf19.4388,orf19.4388,CR_03460W_A
orf19.11868,orf19.11868,CR_03470W_A
orf19.4390,orf19.4390,CR_03470W_A
orf19.11869,orf19.11869,CR_03480W_A
orf19.4391,orf19.4391,CR_03480W_A
orf19.11870,orf19.11870,CR_03490W_A
orf19.4392,orf19.4392,CR_03490W_A
orf19.11871,orf19.11871,CR_03500W_A
orf19.4393,orf19.4393,CR_03500W_A
orf19.11872,orf19.11872,CR_03510W_A
orf19.4394,orf19.4394,CR_03510W_A
orf19.11873,orf19.11873,CR_03520C_A
orf19.4395,orf19.4395,CR_03520C_A
orf19.11874,orf19.11874,CR_03530W_A
orf19.4396,orf19.4396,CR_03530W_A
orf19.11876,orf19.11876,CR_03540W_A
orf19.4398,orf19.4398,CR_03540W_A
orf19.11877,orf19.11877,CR_03550W_A
orf19.4399,orf19.4399,CR_03550W_A
orf19.11878,orf19.11878,CR_03560W_A
orf19.4400,orf19.4400,CR_03560W_A
orf19.11879,orf19.11879,CR_03570C_A
orf19.4401,orf19.4401,CR_03570C_A
orf19.11861,orf19.11861,CR_03590C_A
orf19.4383,orf19.4383,CR_03590C_A
orf19.11860,orf19.11860,CR_03600C_A
orf19.4382,orf19.4382,CR_03600C_A
orf19.11859,orf19.11859,CR_03610C_A
orf19.4381,orf19.4381,CR_03610C_A
orf19.11839,orf19.11839,CR_03630W_A
orf19.4361,orf19.4361,CR_03630W_A
orf19.11840,orf19.11840,CR_03640C_A
orf19.4362,orf19.4362,CR_03640C_A
orf19.11841,orf19.11841,CR_03650W_A
orf19.4363,orf19.4363,CR_03650W_A
orf19.11843,orf19.11843,CR_03660C_A
orf19.4365,orf19.4365,CR_03660C_A
orf19.11844,orf19.11844,CR_03670W_A
orf19.4366,orf19.4366,CR_03670W_A
orf19.11845,orf19.11845,CR_03680C_A
orf19.4367,orf19.4367,CR_03680C_A
orf19.11846,orf19.11846,CR_03690W_A
orf19.4368,orf19.4368,CR_03690W_A
orf19.11847,orf19.11847,CR_03700C_A
orf19.4369,orf19.4369,CR_03700C_A
orf19.11848,orf19.11848,CR_03710C_A
orf19.4370,orf19.4370,CR_03710C_A
orf19.11849,orf19.11849,CR_03720W_A
orf19.4371,orf19.4371,CR_03720W_A
orf19.11850,orf19.11850,CR_03730C_A
orf19.4372,orf19.4372,CR_03730C_A
orf19.11851,orf19.11851,CR_03740C_A
orf19.4373,orf19.4373,CR_03740C_A
orf19.11852,orf19.11852,CR_03750C_A
orf19.4374,orf19.4374,CR_03750C_A
orf19.11853,orf19.11853,CR_03760W_A
orf19.4375,orf19.4375,CR_03760W_A
orf19.11854,orf19.11854,CR_03780C_A
orf19.4376,orf19.4376,CR_03780C_A
orf19.11855,orf19.11855,CR_03790C_A
orf19.4377,orf19.4377,CR_03790C_A
